"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Silene wahlbergella","Silene wahlbergella",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,879,1,"wfo-0000734623","","996760","Silene uralensis  subsp. apetala","subspecies","wfo-0000440205","(L.) Bocquet","Caryophyllaceae","","",NA,"Silene","","uralensis","apetala","subspecies","Valid","Candollea 22: 26 1967","Accepted","","wfo-0000359893",NA,"Source in seed data: cmp More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2870171 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-2870171 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-2870171","The Caryophyllales Taxonomic Expert Network","A","kew-2870171","",TRUE,"Synonym","wfo-0000440190","Silene wahlbergella"
"Silene uralensis coll.","Silene uralensis coll.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,880,1,"wfo-0000440205","urn:lsid:ipni.org:names:236392-2","624618","Silene uralensis","species","wfo-4000035363","(Rupr.) Bocquet","Caryophyllaceae","","",NA,"Silene","","uralensis","","species","Valid","Candollea 22: 25 (1967)","Accepted","","wfo-0000694882",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 25 1967  to Candollea 22: 25 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2487852 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2487852","The Caryophyllales Taxonomic Expert Network","A","kew-2487852","",FALSE,"","",""
"Silene uralensis uralensis","Silene uralensis uralensis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,881,1,"wfo-0000440205","urn:lsid:ipni.org:names:236392-2","624618","Silene uralensis","species","wfo-4000035363","(Rupr.) Bocquet","Caryophyllaceae","","",NA,"Silene","","uralensis","","species","Valid","Candollea 22: 25 (1967)","Accepted","","wfo-0000694882",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 25 1967  to Candollea 22: 25 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2487852 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2487852","The Caryophyllales Taxonomic Expert Network","A","kew-2487852","",FALSE,"","",""
"Silene uralensis arctica","Silene uralensis arctica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,882,1,"wfo-0000440205","urn:lsid:ipni.org:names:236392-2","624618","Silene uralensis","species","wfo-4000035363","(Rupr.) Bocquet","Caryophyllaceae","","",NA,"Silene","","uralensis","","species","Valid","Candollea 22: 25 (1967)","Accepted","","wfo-0000694882",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 25 1967  to Candollea 22: 25 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2487852 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2487852","The Caryophyllales Taxonomic Expert Network","A","kew-2487852","",FALSE,"","",""
"Silene violascens","Silene violascens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,883,1,"wfo-0000744804","urn:lsid:ipni.org:names:77099609-1","1020304","Silene violascens","species","","(Tolm.) V.V.Petrovsky & Elven","Caryophyllaceae","","",NA,"Silene","","violascens","","species","","J. Bot. Res. Inst. Texas 2: 437 (2008)","Unchecked","","wfo-0000694953",NA,"Source in seed data: ksu Update namepublishedIn from J. Bot. Res. Inst. Texas 2: 437 2008  to J. Bot. Res. Inst. Texas 2: 437 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","http://www.theplantlist.org/tpl1.1/record/kew-2897477","The Caryophyllales Taxonomic Expert Network","A","kew-2897477","",FALSE,"","",""
"Silene soczavana var. macrosperma","Silene soczavana var. macrosperma",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,884,1,"wfo-0000744802","urn:lsid:ipni.org:names:77099607-1","1020302","Silene soczavana var. macrosperma","variety","","(A.E.Porsild) V.V.Petrovsky, D.F.Murray & Elven","Caryophyllaceae","","",NA,"Silene","","soczavana","macrosperma","variety","","J. Bot. Res. Inst. Texas 2: 436 (2008)","Unchecked","","wfo-0000375548",NA,"Source in seed data: cmp Update namepublishedIn from J. Bot. Res. Inst. Texas 2: 436 2008  to J. Bot. Res. Inst. Texas 2: 436 (2008), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","","The Caryophyllales Taxonomic Expert Network","A","kew-2897475","",FALSE,"","",""
"Silene involucrata coll.","Silene involucrata coll.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,885,1,"wfo-0000440385","urn:lsid:ipni.org:names:236298-2","624863","Silene involucrata","species","wfo-4000035363","(Cham. & Schltdl.) Bocquet","Caryophyllaceae","","",NA,"Silene","","involucrata","","species","Valid","Candollea 22: 22 (1967)","Accepted","","wfo-0000367756",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 22 1967  to Candollea 22: 22 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2488097 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2488097","The Caryophyllales Taxonomic Expert Network","A","kew-2488097","",FALSE,"","",""
"Silene involucrata involucrata","Silene involucrata involucrata",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,12,886,1,"wfo-0000440385","urn:lsid:ipni.org:names:236298-2","624863","Silene involucrata","species","wfo-4000035363","(Cham. & Schltdl.) Bocquet","Caryophyllaceae","","",NA,"Silene","","involucrata","","species","Valid","Candollea 22: 22 (1967)","Accepted","","wfo-0000367756",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 22 1967  to Candollea 22: 22 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2488097 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2488097","The Caryophyllales Taxonomic Expert Network","A","kew-2488097","",FALSE,"","",""
"Silene involucrata tenella","Silene involucrata tenella",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,887,1,"wfo-0000440385","urn:lsid:ipni.org:names:236298-2","624863","Silene involucrata","species","wfo-4000035363","(Cham. & Schltdl.) Bocquet","Caryophyllaceae","","",NA,"Silene","","involucrata","","species","Valid","Candollea 22: 22 (1967)","Accepted","","wfo-0000367756",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 22 1967  to Candollea 22: 22 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2488097 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2488097","The Caryophyllales Taxonomic Expert Network","A","kew-2488097","",FALSE,"","",""
"Silene involucrata furcata","Silene involucrata furcata",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,888,1,"wfo-0000440385","urn:lsid:ipni.org:names:236298-2","624863","Silene involucrata","species","wfo-4000035363","(Cham. & Schltdl.) Bocquet","Caryophyllaceae","","",NA,"Silene","","involucrata","","species","Valid","Candollea 22: 22 (1967)","Accepted","","wfo-0000367756",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 22 1967  to Candollea 22: 22 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2488097 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2488097","The Caryophyllales Taxonomic Expert Network","A","kew-2488097","",FALSE,"","",""
"Silene sorensenis","Silene sorensenis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,889,1,"wfo-0000440123","urn:lsid:ipni.org:names:236389-2","624496","Silene taimyrensis","species","wfo-4000035363","(Tolm.) Bocquet","Caryophyllaceae","","",NA,"Silene","","taimyrensis","","species","Valid","Candollea 22: 21 (1967)","Accepted","","wfo-0000375519",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 21 1967  to Candollea 22: 21 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2487730 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2487730","The Caryophyllales Taxonomic Expert Network","A","kew-2487730","",TRUE,"Synonym","wfo-0000439658","Silene sorensenis"
"Silene ostenfeldii","Silene ostenfeldii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,890,1,"wfo-0000440123","urn:lsid:ipni.org:names:236389-2","624496","Silene taimyrensis","species","wfo-4000035363","(Tolm.) Bocquet","Caryophyllaceae","","",NA,"Silene","","taimyrensis","","species","Valid","Candollea 22: 21 (1967)","Accepted","","wfo-0000375519",NA,"Source in seed data: cmp Update namepublishedIn from Candollea 22: 21 1967  to Candollea 22: 21 (1967), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2487730 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2487730","The Caryophyllales Taxonomic Expert Network","A","kew-2487730","",TRUE,"Synonym","wfo-0000442202","Silene ostenfeldii"
"Silene acaulis","Silene acaulis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,891,1,"wfo-0000438305","urn:lsid:ipni.org:names:60452326-2","621805","Silene acaulis","species","wfo-4000035363","(L.) Jacq.","Caryophyllaceae","","",NA,"Silene","","acaulis","","species","Valid","Enum. Stirp. Vindob. : 242 (1762)","Accepted","","wfo-0000628622",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Stirp. Vindob. 242 1762  to Enum. Stirp. Vindob. : 242 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-2485026","The Caryophyllales Taxonomic Expert Network","A","kew-2485026","",FALSE,"","",""
"Viscaria alpina","Viscaria alpina",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,892,1,"wfo-0000440132","urn:lsid:ipni.org:names:911449-1","624507","Silene suecica","species","wfo-4000035363","(Lodd.) Greuter & Burdet","Caryophyllaceae","","",NA,"Silene","","suecica","","species","Valid","Willdenowia 12: 190 (1982)","Accepted","","wfo-0000361761",NA,"Source in seed data: cmp Update namepublishedIn from Willdenowia 12: 190 1982  to Willdenowia 12: 190 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-24877","http://www.theplantlist.org/tpl1.1/record/kew-2487741","The Caryophyllales Taxonomic Expert Network","A","kew-2487741","",TRUE,"Synonym","wfo-0000422855","Viscaria alpina"
"Gypsophila uralensis","Gypsophila uralensis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,893,1,"wfo-0000713814","urn:lsid:ipni.org:names:154684-1","964235","Gypsophila uralensis","species","wfo-4000016600","Less.","Caryophyllaceae","","",NA,"Gypsophila","","uralensis","","species","Valid","Linnaea 9: 172 (1834)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Linnaea 9: 172 1834  to Linnaea 9: 172 (1834), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2836942 >The Pl","http://www.theplantlist.org/tpl1.1/record/kew-2836942","The Caryophyllales Taxonomic Expert Network","A","kew-2836942","",FALSE,"","",""
"Gypsophila sambukii","Gypsophila sambukii",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,894,1,"wfo-0000713732","urn:lsid:ipni.org:names:154615-1","964162","Gypsophila sambukii","species","wfo-4000016600","Schischk.","Caryophyllaceae","","",NA,"Gypsophila","","sambukii","","species","Valid","Fl. URSS 6: 892 (1936)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. URSS 6: 892 1936  to Fl. URSS 6: 892 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2836869 >The ","http://www.theplantlist.org/tpl1.1/record/kew-2836869","The Caryophyllales Taxonomic Expert Network","A","kew-2836869","",FALSE,"","",""
"Dianthus repens","Dianthus repens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,895,1,"wfo-0000644141","urn:lsid:ipni.org:names:153800-1","894414","Dianthus repens","species","wfo-4000011319","Willd.","Caryophyllaceae","","",NA,"Dianthus","","repens","","species","Valid","Sp. Pl. 2: 681. 1799.","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 2: 681 1799  to Sp. Pl., ed. 4 , 2: 681 (1799), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-276481","https://caryophyllales.org/caryophyllales/?q=cdm_dataportal/name/db7a296e-3ece-4ef2-8ae1-9b9388879358","The Caryophyllales Taxonomic Expert Network","A","kew-2764814","",FALSE,"","",""
"Dianthus superbus","Dianthus superbus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,896,1,"wfo-0000644338","urn:lsid:ipni.org:names:153941-1","894598","Dianthus superbus","species","wfo-4000011319","L.","Caryophyllaceae","","",NA,"Dianthus","","superbus","","species","Valid","Amoen. Acad. 4: 272. 1759.","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Amoen. Acad. 4: 272 1759  to Amoen. Acad. 4: 272 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-27649","https://caryophyllales.org/caryophyllales/?q=cdm_dataportal/name/e824fa41-6a11-4229-849b-e53317ebfb67","The Caryophyllales Taxonomic Expert Network","A","kew-2764999","",FALSE,"","",""
"Chenopodium album","Chenopodium album",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,897,1,"wfo-0000600897","urn:lsid:ipni.org:names:55993-2","847395","Chenopodium album","species","wfo-4000007814","L.","Amaranthaceae","","",NA,"Chenopodium","","album","","species","Valid","Sp. Pl. : 219 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 219 1753  to Sp. Pl. : 219 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2716945 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2716945","The Caryophyllales Taxonomic Expert Network","A","kew-2716945","",FALSE,"","",""
"Chenopodium album","Chenopodium album",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,897,2,"wfo-0000600898","urn:lsid:ipni.org:names:164759-1","847396","Chenopodium album","species","","Bosc ex Moq.","Amaranthaceae","","",NA,"Chenopodium","","album","","species","","Prodr. [A. P. de Candolle] 13(2): 61. 1849 [5 May 1849]","Unchecked","","",NA,"Source in seed data: cmp Updated namepublishedIn from Prodr. 13(2): 61 1849  to Prodr. [A. P. de Candolle] 13(2): 61. 1849 [5 May 1849] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/kew-2716946","The Caryophyllales Taxonomic Expert Network","A","kew-2716946","",FALSE,"","",""
"Chenopodium karoi","Chenopodium karoi",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,898,1,"wfo-0000601435","urn:lsid:ipni.org:names:165006-1","847920","Chenopodium karoi","species","wfo-4000007814","(Murr) Aellen","Amaranthaceae","","",NA,"Chenopodium","","karoi","","species","Valid","Repert. Spec. Nov. Regni Veg. 26: 149 (1929)","Accepted","","wfo-0000600923",NA,"Source in seed data: cmp Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 26: 149 1929  to Repert. Spec. Nov. Regni Veg. 26: 149 (1929), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/kew-2717475","The Caryophyllales Taxonomic Expert Network","A","kew-2717475","",FALSE,"","",""
"Chenopodium jenissejense","Chenopodium jenissejense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,899,1,"wfo-0000601434","urn:lsid:ipni.org:names:165005-1","847919","Chenopodium jenissejense","species","wfo-4000007814","Aellen & Iljin","Amaranthaceae","","",NA,"Chenopodium","","jenissejense","","species","Valid","Fl. URSS 6: 873 (1936)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. URSS 6: 873 1936  to Fl. URSS 6: 873 (1936), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2717474 >The ","http://www.theplantlist.org/tpl1.1/record/kew-2717474","The Caryophyllales Taxonomic Expert Network","A","kew-2717474","",FALSE,"","",""
"Chenopodium capitatum","Chenopodium capitatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,900,1,"wfo-0000601151","urn:lsid:ipni.org:names:164855-1","847645","Chenopodium capitatum","species","wfo-4000007814","(L.) Asch.","Amaranthaceae","","",NA,"Chenopodium","","capitatum","","species","Valid","Fl. Brandenburg : 572 (1864)","Accepted","","wfo-0000566891",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Brandenburg 572 1864  to Fl. Brandenburg : 572 (1864), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-271","http://www.theplantlist.org/tpl1.1/record/kew-2717200","The Caryophyllales Taxonomic Expert Network","A","kew-2717200","",FALSE,"","",""
"Chenopodium capitatum","Chenopodium capitatum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,900,2,"wfo-0000601151","urn:lsid:ipni.org:names:164855-1","847645","Chenopodium capitatum","species","wfo-4000007814","(L.) Asch.","Amaranthaceae","","",NA,"Chenopodium","","capitatum","","species","Valid","Fl. Brandenburg : 572 (1864)","Accepted","","wfo-0000566891",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Brandenburg 572 1864  to Fl. Brandenburg : 572 (1864), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-271","http://www.theplantlist.org/tpl1.1/record/kew-2717200","The Caryophyllales Taxonomic Expert Network","A","kew-2717200","",TRUE,"Synonym","wfo-0001268341","Chenopodium capitatum"
"Chenopodium salinum","Chenopodium salinum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,901,1,"wfo-0000601747","urn:lsid:ipni.org:names:56238-2","848208","Chenopodium salinum","species","wfo-4000007814","Standl.","Amaranthaceae","","",NA,"Chenopodium","","salinum","","species","Valid","N. Amer. Fl. 21: 29 (1916)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from N. Amer. Fl. 21: 29 1916  to N. Amer. Fl. 21: 29 (1916), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-27177","http://www.theplantlist.org/tpl1.1/record/kew-2717765","The Caryophyllales Taxonomic Expert Network","A","kew-2717765","",FALSE,"","",""
"Chenopodium rubrum","Chenopodium rubrum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,902,1,"wfo-0000601735","urn:lsid:ipni.org:names:56236-2","848197","Chenopodium rubrum","species","wfo-4000007814","L.","Amaranthaceae","","",NA,"Chenopodium","","rubrum","","species","Valid","Sp. Pl. : 218 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 218 1753  to Sp. Pl. : 218 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2717754 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2717754","The Caryophyllales Taxonomic Expert Network","A","kew-2717754","",FALSE,"","",""
"Atriplex prostrata prostrata","Atriplex prostrata  prostrata",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,903,1,"wfo-0000556490","urn:lsid:ipni.org:names:60448217-2","797706","Atriplex prostrata","species","wfo-4000003611","Boucher ex DC.","Amaranthaceae","","",NA,"Atriplex","","prostrata","","species","Valid","Fl. Franç. , ed. 3, 3: 387 (1805)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Franç. ed. 3, 3: 387 1805  to Fl. Franç. , ed. 3, 3: 387 (1805), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-2665694","The Caryophyllales Taxonomic Expert Network","A","kew-2665694","",FALSE,"","",""
"Atriplex prostrata prostrata","Atriplex prostrata  prostrata",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,903,2,"wfo-0000556514","urn:lsid:ipni.org:names:164090-1","797727","Atriplex pumilio","species","wfo-4000003611","R.Br.","Amaranthaceae","","",NA,"Atriplex","","pumilio","","species","Valid","Prodr. Fl. Nov. Holland. : 406 (1810)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Prodr. Fl. Nov. Holl. 406 1810  to Prodr. Fl. Nov. Holland. : 406 (1810), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/kew-2665715","The Caryophyllales Taxonomic Expert Network","A","kew-2665715","",TRUE,"Synonym","wfo-0000556491","Atriplex prostrata"
"Atriplex prostrata prostrata","Atriplex prostrata  prostrata",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,903,3,"wfo-0000555911","urn:lsid:ipni.org:names:163716-1","797164","Atriplex cinerea","species","wfo-4000003611","Poir.","Amaranthaceae","","",NA,"Atriplex","","cinerea","","species","Valid","Encycl. , Suppl. 1: 471 (1811)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Encycl. Suppl. 1: 471 1811  to Encycl. , Suppl. 1: 471 (1811), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-2665151","The Caryophyllales Taxonomic Expert Network","A","kew-2665151","",TRUE,"Synonym","wfo-0000556492","Atriplex prostrata"
"Atriplex prostrata prostrata","Atriplex prostrata  prostrata",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,10,903,4,"wfo-0000556460","urn:lsid:ipni.org:names:26439-2","797679","Atriplex philippii","species","wfo-4000003611","R.E.Fr.","Amaranthaceae","","",NA,"Atriplex","","philippii","","species","Valid","Nova Acta Regiae Soc. Sci. Upsal. , ser. 4, 1(1): 157 (1905)","Accepted","","wfo-0000556493",NA,"Source in seed data: cmp Update namepublishedIn from Nova Acta Regiae Soc. Sci. Upsal. IV, 1(1): 157 1905  to Nova Acta Regiae Soc. Sci. Upsal. , ser. 4, 1(1): 157 (1905), information provided by Alan E. on email Jun. 07 2021 More details could be found ","http://www.theplantlist.org/tpl1.1/record/kew-2665667","The Caryophyllales Taxonomic Expert Network","A","kew-2665667","",TRUE,"Synonym","wfo-0000556493","Atriplex prostrata"
"Atriplex glabriuscula","Atriplex glabriuscula",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,904,1,"wfo-0000556064","urn:lsid:ipni.org:names:26334-2","797312","Atriplex glabriuscula","species","wfo-4000003611","Edmondston","Amaranthaceae","","",NA,"Atriplex","","glabriuscula","","species","Valid","Fl. Shetland : 39 (1845)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Shetland 39 1845  to Fl. Shetland : 39 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2665299 >Th","http://www.theplantlist.org/tpl1.1/record/kew-2665299","The Caryophyllales Taxonomic Expert Network","A","kew-2665299","",FALSE,"","",""
"Atriplex longipes praecox","Atriplex longipes praecox",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,905,1,"wfo-0000556248","urn:lsid:ipni.org:names:163935-1","797481","Atriplex longipes","species","wfo-4000003611","Drejer","Amaranthaceae","","",NA,"Atriplex","","longipes","","species","Valid","Fl. Excurs. Hafn. : 107 (1838)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Excurs. Hafn. 107 1838  to Fl. Excurs. Hafn. : 107 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","http://www.theplantlist.org/tpl1.1/record/kew-2665468","The Caryophyllales Taxonomic Expert Network","A","kew-2665468","",FALSE,"","",""
"Atriplex lapponica","Atriplex lapponica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,906,1,"wfo-0000556343","urn:lsid:ipni.org:names:164006-1","797566","Atriplex nudicaulis","species","wfo-4000003611","Boguslaw","Amaranthaceae","","",NA,"Atriplex","","nudicaulis","","species","Valid","Lesn. Zhurn. (St. Peterburg) 1: 30 (1846)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from L?sn. Zhurn. 1: 30 1846  to Lesn. Zhurn. (St. Peterburg) 1: 30 (1846), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-2665553","The Caryophyllales Taxonomic Expert Network","A","kew-2665553","",TRUE,"Synonym","wfo-0000556193","Atriplex lapponica"
"Atriplex gmelinii gmelinii","Atriplex gmelinii  gmelinii",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,907,1,"wfo-0000556080","urn:lsid:ipni.org:names:163828-1","797325","Atriplex gmelinii","species","wfo-4000003611","C.A.Mey. ex Bong.","Amaranthaceae","","",NA,"Atriplex","","gmelinii","","species","Valid","Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 (1833)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 1833  to Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 2: 160 (1833), ","http://www.theplantlist.org/tpl1.1/record/kew-2665312","The Caryophyllales Taxonomic Expert Network","A","kew-2665312","",FALSE,"","",""
