"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"Alopecurus borealis","Alopecurus borealis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,595,1,"wfo-0000845609","urn:lsid:ipni.org:names:387134-1","391462","Alopecurus magellanicus","species","wfo-4000001354","Lam.","Poaceae","","",NA,"Alopecurus","","magellanicus","","species","Valid","Tabl. Encycl. 1: 168 (1791)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Tabl. Encycl. i. 168. 1791  to Tabl. Encycl. 1: 168 (1791), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-39","http://www.theplantlist.org/tpl1.1/record/kew-391462","The Poaceae TEN","A","kew-391462","",TRUE,"Synonym","wfo-0000845475","Alopecurus borealis"
"Alopecurus stejnegeri","Alopecurus stejnegeri",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,596,1,"wfo-0000845609","urn:lsid:ipni.org:names:387134-1","391462","Alopecurus magellanicus","species","wfo-4000001354","Lam.","Poaceae","","",NA,"Alopecurus","","magellanicus","","species","Valid","Tabl. Encycl. 1: 168 (1791)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Tabl. Encycl. i. 168. 1791  to Tabl. Encycl. 1: 168 (1791), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-39","http://www.theplantlist.org/tpl1.1/record/kew-391462","The Poaceae TEN","A","kew-391462","",TRUE,"Synonym","wfo-0000845711","Alopecurus stejnegeri"
"Alopecurus glaucus","Alopecurus glaucus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,597,1,"wfo-0000845609","urn:lsid:ipni.org:names:387134-1","391462","Alopecurus magellanicus","species","wfo-4000001354","Lam.","Poaceae","","",NA,"Alopecurus","","magellanicus","","species","Valid","Tabl. Encycl. 1: 168 (1791)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Tabl. Encycl. i. 168. 1791  to Tabl. Encycl. 1: 168 (1791), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-39","http://www.theplantlist.org/tpl1.1/record/kew-391462","The Poaceae TEN","A","kew-391462","",TRUE,"Synonym","wfo-0000845565","Alopecurus glaucus"
"Alopecurus aequalis","Alopecurus aequalis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,598,1,"wfo-0000845386","urn:lsid:ipni.org:names:387005-1","391253","Alopecurus aequalis","species","wfo-4000001354","Sobol.","Poaceae","","",NA,"Alopecurus","","aequalis","","species","Valid","Fl. Petrop. : 16 (1799)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Petrop. 16 1799  to Fl. Petrop. : 16 (1799), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-391253 >The P","http://www.theplantlist.org/tpl1.1/record/kew-391253","The Poaceae TEN","A","kew-391253","",FALSE,"","",""
"Alopecurus geniculatus","Alopecurus geniculatus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,599,1,"wfo-0000845537","urn:lsid:ipni.org:names:387091-1","391395","Alopecurus geniculatus","species","wfo-4000001354","L.","Poaceae","","",NA,"Alopecurus","","geniculatus","","species","Valid","Sp. Pl. : 60 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 60 1753  to Sp. Pl. : 60 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-391395 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-391395","The Poaceae TEN","A","kew-391395","",FALSE,"","",""
"Alopecurus geniculatus","Alopecurus geniculatus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,599,2,"wfo-0000860764","urn:lsid:ipni.org:names:396748-1","405951","Crypsis alopecuroides","species","wfo-4000009850","Schrad.","Poaceae","","",NA,"Crypsis","","alopecuroides","","species","Valid","Fl. Germ. : 167 (1806)","Accepted","","wfo-0000889951",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Piller & Mitterp.) Schrad. to Schrad., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-405951 >The ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396748-1","The Poaceae TEN","A","kew-405951","",TRUE,"Synonym","wfo-0000845538","Alopecurus geniculatus"
"Alopecurus geniculatus","Alopecurus geniculatus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,599,3,"wfo-0000899541","urn:lsid:ipni.org:names:235267-2","442691","Setaria scheelei","species","wfo-4000035199","Hitchc.","Poaceae","","",NA,"Setaria","","scheelei","","species","Valid","Proc. Biol. Soc. Washington 41: 163 (1928)","Accepted","","wfo-0000886260",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Steud.) Hitchc. to Hitchc., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-442691 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-442691","The Poaceae TEN","A","kew-442691","",TRUE,"Synonym","wfo-0000845539","Alopecurus geniculatus"
"Schizachne purpurascens","Schizachne purpurascens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,600,1,"wfo-0000898045","urn:lsid:ipni.org:names:229305-2","441266","Schizachne purpurascens","species","wfo-4000034387","Swallen","Poaceae","","",NA,"Schizachne","","purpurascens","","species","Valid","J. Washington Acad. Sci. 18: 204 (1928)","Accepted","","wfo-0000905354",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Torr.) Swallen to Swallen, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-441266 >The Plant List v","http://www.theplantlist.org/tpl1.1/record/kew-441266","The Poaceae TEN","A","kew-441266","",FALSE,"","",""
"Glyceria borealis","Glyceria borealis",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,601,1,"wfo-0000873134","urn:lsid:ipni.org:names:110959-2","417732","Glyceria borealis","species","wfo-4000015842","(Nash) Batch.","Poaceae","","",NA,"Glyceria","","borealis","","species","Valid","Proc. Manchester Inst. Arts & Sci. 1: 74 (1900)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Proc. Manchester Inst. Arts & Sci. 1: 74, 106. 1900 [dt. 1899; issued in 1900]  to Proc. Manchester Inst. Arts & Sci. 1: 74 (1900), information provided by Alan E. on email Jun. 07 2021 More details co","http://www.theplantlist.org/tpl1.1/record/kew-417732","The Poaceae TEN","A","kew-417732","",FALSE,"","",""
"Glyceria striata","Glyceria striata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,602,1,"wfo-0000873359","urn:lsid:ipni.org:names:404199-1","417943","Glyceria striata","species","wfo-4000015842","(Lam.) Hitchc.","Poaceae","","",NA,"Glyceria","","striata","","species","Valid","Proc. Biol. Soc. Washington xli. 157. 1928","Accepted","","wfo-0000893934",NA,"Source in seed data: wcs Updated namepublishedIn from Proc. Biol. Soc. Wash. 41: 157 1928  to Proc. Biol. Soc. Washington xli. 157. 1928 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlis","http://www.theplantlist.org/tpl1.1/record/kew-417943","The Poaceae TEN","A","kew-417943","",FALSE,"","",""
"Pleuropogon sabinei","Pleuropogon sabinei",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,603,1,"wfo-0000891268","urn:lsid:ipni.org:names:416403-1","434970","Pleuropogon sabinei","species","wfo-4000030355","R.Br.","Poaceae","","",NA,"Pleuropogon","","sabinei","","species","Valid","Chlor. Melvill. 31 (-32). 1823 [late 1823]","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Chlor. Melvill. 31 1823  to Chlor. Melvill. 31 (-32). 1823 [late 1823] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/kew-434970","The Poaceae TEN","A","kew-434970","",FALSE,"","",""
"Melica nutans","Melica nutans",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,604,1,"wfo-0000879316","urn:lsid:ipni.org:names:408086-1","423708","Melica nutans","species","wfo-4000023630","L.","Poaceae","","",NA,"Melica","","nutans","","species","Valid","Sp. Pl. : 66 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 66. 1753 [1 May 1753]  to Sp. Pl. : 66 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-4237","http://www.theplantlist.org/tpl1.1/record/kew-423708","The Poaceae TEN","A","kew-423708","",FALSE,"","",""
"Melica nutans","Melica nutans",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,604,2,"wfo-0000879476","urn:lsid:ipni.org:names:408184-1","423858","Melica uniflora","species","wfo-4000023630","Retz.","Poaceae","","",NA,"Melica","","uniflora","","species","Valid","Observ. Bot. 1: 10 (1779)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Observ. Bot. 1: 10 1779  to Observ. Bot. 1: 10 (1779), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-423858 ","http://www.theplantlist.org/tpl1.1/record/kew-423858","The Poaceae TEN","A","kew-423858","",TRUE,"Synonym","wfo-0000879317","Melica nutans"
"Piptatherum canadense","Piptatherum canadense",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,605,1,"wfo-0000890684","urn:lsid:ipni.org:names:1051350-2","434420","Piptatherum canadense","species","wfo-4000029823","(Poir.) Dorn","Poaceae","","",NA,"Piptatherum","","canadense","","species","Valid","Vasc. Pl. Wyoming , ed. 3: 377 (2001)","Accepted","","wfo-0000901848",NA,"Source in seed data: wcs Update namepublishedIn from Vasc. Pl. Wyoming, ed. 3. 377. 2001  to Vasc. Pl. Wyoming , ed. 3: 377 (2001), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1051350-2","The Poaceae TEN","A","kew-434420","",FALSE,"","",""
"Piptatherum pungens","Piptatherum pungens",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,606,1,"wfo-0001043139","urn:lsid:ipni.org:names:77117363-1","100376536","Piptatheropsis pungens","species","wfo-4000029822","(Torr. ex Spreng.) Romasch., P.M.Peterson & Soreng","Poaceae","","",NA,"Piptatheropsis","","pungens","","species","Valid","Taxon 60: 1713 (2011)","Accepted","","wfo-0000880155",NA,"Source in seed data: tro Update namepublishedIn from Taxon 60(6): 1713. 2011 [17 Dec 2011]  to Taxon 60: 1713 (2011), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/t","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77117363-1","The Poaceae TEN","A","tro-100376536","",TRUE,"Synonym","wfo-0000890752","Piptatherum pungens"
"Nardus stricta","Nardus stricta",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,607,1,"wfo-0000881131","urn:lsid:ipni.org:names:409307-1","425445","Nardus stricta","species","wfo-4000025341","L.","Poaceae","","",NA,"Nardus","","stricta","","species","Valid","Sp. Pl. : 53 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 53 1753  to Sp. Pl. : 53 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-425445 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-425445","The Poaceae TEN","A","kew-425445","",FALSE,"","",""
"Molinia caerulea","Molinia caerulea",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,608,1,"wfo-0000880418","urn:lsid:ipni.org:names:408809-1","424761","Molinia caerulea","species","wfo-4000024569","Moench","Poaceae","","",NA,"Molinia","","caerulea","","species","Valid","Methodus (Moench) 183. 1794 [4 May 1794]","Accepted","","wfo-0000844897",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Moench to Moench, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-424761 >The Plant List v.1.1.","http://www.theplantlist.org/tpl1.1/record/kew-424761","The Poaceae TEN","A","kew-424761","",FALSE,"","",""
"Danthonia intermedia","Danthonia intermedia",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,609,1,"wfo-0000861966","urn:lsid:ipni.org:names:397597-1","407091","Danthonia intermedia","species","wfo-4000010743","Vasey","Poaceae","","",NA,"Danthonia","","intermedia","","species","Valid","Bull. Torrey Bot. Club 10: 52 (1883)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Torrey Bot. Club 10: 52 1883  to Bull. Torrey Bot. Club 10: 52 (1883), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/kew-407091","The Poaceae TEN","A","kew-407091","",FALSE,"","",""
"Danthonia spicata","Danthonia spicata",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,610,1,"wfo-0000862150","urn:lsid:ipni.org:names:1167024-2","407272","Danthonia spicata","species","wfo-4000010743","(L.) P.Beauv. ex Roem. & Schult.","Poaceae","","",NA,"Danthonia","","spicata","","species","Valid","Syst. Veg., ed. 15 bis 2: 690 (1817)","Accepted","","wfo-0000852318",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (L.) Roem. & Schult. to (L.) P.Beauv. ex Roem. & Schult., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/kew-407272","The Poaceae TEN","A","kew-407272","",FALSE,"","",""
"Ceratophyllum demersum","Ceratophyllum demersum",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,611,1,"wfo-0000831785","urn:lsid:ipni.org:names:330841-2","36902","Ceratophyllum demersum","species","wfo-4000007373","L.","Ceratophyllaceae","","",NA,"Ceratophyllum","","demersum","","species","Valid","Sp. Pl. 2: 992. 1753 [1 May 1753]","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Sp. Pl. 992 1753  to Sp. Pl. 2: 992. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3690","http://www.theplantlist.org/tpl1.1/record/kew-36902","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-36902","",FALSE,"","",""
"Caltha palustris palustris","Caltha palustris palustris",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,612,1,"wfo-0000581660","urn:lsid:ipni.org:names:42867-2","825369","Caltha palustris","species","wfo-4000006218","L.","Ranunculaceae","","",NA,"Caltha","","palustris","","species","Valid","Sp. Pl. : 558 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 558 1753  to Sp. Pl. : 558 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2693856 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2693856","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2693856","",FALSE,"","",""
"Caltha palustris radicans","Caltha palustris radicans",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,613,1,"wfo-0000581660","urn:lsid:ipni.org:names:42867-2","825369","Caltha palustris","species","wfo-4000006218","L.","Ranunculaceae","","",NA,"Caltha","","palustris","","species","Valid","Sp. Pl. : 558 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 558 1753  to Sp. Pl. : 558 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2693856 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2693856","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2693856","",TRUE,"Synonym","wfo-0000735094","Caltha palustris f. radicans"
"Caltha palustris sibirica","Caltha palustris sibirica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,9,614,1,"wfo-0000581660","urn:lsid:ipni.org:names:42867-2","825369","Caltha palustris","species","wfo-4000006218","L.","Ranunculaceae","","",NA,"Caltha","","palustris","","species","Valid","Sp. Pl. : 558 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 558 1753  to Sp. Pl. : 558 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2693856 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2693856","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2693856","",FALSE,"","",""
"Caltha natans","Caltha natans",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,615,1,"wfo-0001129275","urn:lsid:ipni.org:names:714168-1","27100238","Thacla natans","species","wfo-4000038039","(Pall.) Deyl & Soják","Ranunculaceae","","",NA,"Thacla","","natans","","species","Valid","Sborn. Nár. Mus. v Praze, Rada B, Prír. Vedy 26: 31 (1970)","Accepted","","wfo-0000581650",NA,"Source in seed data: tro Update namepublishedIn from Sborn. Nár. Muz. Praze, Řada B, Přír. Vědy 26: 31. 1970  to Sborn. Nár. Mus. v Praze, Rada B, Prír. Vedy 26: 31 (1970), information provided by Alan E. on email Jun. 07 2021 More details could b","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:714168-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27100238","",TRUE,"Synonym","wfo-0000581650","Caltha natans"
"Trollius europaeus","Trollius europaeus",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,616,1,"wfo-0000455242","urn:lsid:ipni.org:names:306789-2","650865","Trollius europaeus","species","wfo-4000039453","L.","Ranunculaceae","","",NA,"Trollius","","europaeus","","species","Valid","Sp. Pl. : 556 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 556 1753  to Sp. Pl. : 556 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2514617 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2514617","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2514617","",FALSE,"","",""
"Trollius ×apertus","Trollius x apertus",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,617,1,"wfo-0000455230","urn:lsid:ipni.org:names:715074-1","650849","Trollius apertus","species","wfo-4000039453","Perfiljev ex Igoschina","Ranunculaceae","","",NA,"Trollius","","apertus","","species","Valid","Bot. Zhurn. (Moscow & Leningrad) 53: 793 (1968)","Accepted","","",NA,"Source in seed data: cmp Updated scientificnameAuthorship from Perfil. ex Igoschina to Perfiljev ex Igoschina, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2514","http://www.theplantlist.org/tpl1.1/record/kew-2514601","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2514601","",FALSE,"","",""
