"","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"34","Schoenoplectus pungens","Schoenoplectus pungens ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,31,1,"wfo-0000528016","urn:lsid:ipni.org:names:1019167-1","263065","Schoenoplectus pungens","species","wfo-4000034542","(Vahl) Palla","Cyperaceae","","",NA,"Schoenoplectus","","pungens","","species","Valid","Bot. Jahrb. Syst. 10: 299 (1888)","Accepted","","wfo-0000543802",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Jahrb. Syst. 10: 299 1888  to Bot. Jahrb. Syst. 10: 299 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-263065","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-263065","",FALSE,"","",""
"35","Eriophorum virginicum","Eriophorum virginicum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,32,1,"wfo-0000415188","urn:lsid:ipni.org:names:307421-1","244619","Eriophorum virginicum","species","wfo-4000013860","L.","Cyperaceae","","",NA,"Eriophorum","","virginicum","","species","Valid","Sp. Pl. : 52 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 52 1753  to Sp. Pl. : 52 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-244619 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-244619","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244619","",FALSE,"","",""
"36","Eleocharis macrostachya","Eleocharis macrostachya ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,33,1,"wfo-0000404908","urn:lsid:ipni.org:names:89705-2","242616","Eleocharis macrostachya","species","wfo-4000013172","Britton in Small","Cyperaceae","","",NA,"Eleocharis","","macrostachya","","species","Valid","Fl. S.E. U.S. : 184 (1903)","Accepted","","",NA,"Source in seed data: wcs Updated scientificnameAuthorship from Britton to Britton in Small, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-242616 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-242616","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-242616","",FALSE,"","",""
"37","Eleocharis mamillata mamillata","Eleocharis mamillata  mamillata",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,34,1,"wfo-0000404955","urn:lsid:ipni.org:names:306931-1","242624","Eleocharis mamillata","species","wfo-4000013172","(H.Lindb.) H.Lindb.","Cyperaceae","","",NA,"Eleocharis","","mamillata","","species","Valid","Exsicc. (Herb. Norm.) 44: 108 (1902)","Accepted","","wfo-0000540960",NA,"Source in seed data: wcs Update namepublishedIn from Exsicc. (Herb. Norm.) 44: 108 1902  to Exsicc. (Herb. Norm.) 44: 108 (1902), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/kew-242624","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-242624","",FALSE,"","",""
"38","Eleocharis kamtschatica","Eleocharis kamtschatica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,35,1,"wfo-0000404465","urn:lsid:ipni.org:names:89683-2","242555","Eleocharis kamtschatica","species","wfo-4000013172","Kom.","Cyperaceae","","",NA,"Eleocharis","","kamtschatica","","species","Valid","Fl. Kamtschatka 1: 207 (1927)","Accepted","","wfo-0000539767",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (C.A.Mey.) Kom. to Kom., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-242555 >The Plant List v.1.","http://www.theplantlist.org/tpl1.1/record/kew-242555","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-242555","",FALSE,"","",""
"39","Carex pediformis pediformis","Carex pediformis pediformis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,11,36,1,"wfo-0000349868","urn:lsid:ipni.org:names:301479-1","229592","Carex pediformis","species","wfo-4000006709","C.A.Mey.","Cyperaceae","","",NA,"Carex","","pediformis","","species","Valid","Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 1: 219 (1831)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans i. (1831) 219. t. 10.  to Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 1: 219 (1831), information provided by Alan E. on email Jun. 07 2021 ","http://www.theplantlist.org/tpl1.1/record/kew-229592","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-229592","",FALSE,"","",""
"40","Carex ericetorum","Carex ericetorum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,37,1,"wfo-0000346431","urn:lsid:ipni.org:names:299646-1","226367","Carex ericetorum","species","wfo-4000006709","Pollich","Cyperaceae","","",NA,"Carex","","ericetorum","","species","Valid","Hist. Pl. Palat. 2: 580 (1777)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Hist. Pl. Palat. 2: 580. 1777  to Hist. Pl. Palat. 2: 580 (1777), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/kew-226367","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-226367","",FALSE,"","",""
"41","Carex petricosa var. misandroides","Carex petricosa var. misandroides ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,38,1,"wfo-0000349979","urn:lsid:ipni.org:names:46868-2","229696","Carex petricosa  var. misandroides","variety","wfo-0000349976","(Fernald) B.Boivin","Cyperaceae","","",NA,"Carex","","petricosa","misandroides","variety","Valid","Phytologia 43: 83 (1979)","Accepted","","wfo-0000348917",NA,"Source in seed data: wcs Update namepublishedIn from Phytologia 43: 83 1979  to Phytologia 43: 83 (1979), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-229696 >T","http://www.theplantlist.org/tpl1.1/record/kew-229696","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-229696","",FALSE,"","",""
"42","Carex atrosquamea","Carex atrosquamea ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,39,1,"wfo-0000344744","urn:lsid:ipni.org:names:45821-2","224792","Carex atrosquama","species","wfo-4000006709","Mack.","Cyperaceae","","",NA,"Carex","","atrosquama","","species","Valid","Proc. Biol. Soc. Washington 25: 51 (1912)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Proc. Biol. Soc. Wash. 25: 51 1912  to Proc. Biol. Soc. Washington 25: 51 (1912), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","http://www.theplantlist.org/tpl1.1/record/kew-224792","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-224792","",FALSE,"","",""
"43","Carex meyeriana","Carex meyeriana ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,40,1,"wfo-0000348827","urn:lsid:ipni.org:names:300962-1","228615","Carex meyeriana","species","wfo-4000006709","Kunth","Cyperaceae","","",NA,"Carex","","meyeriana","","species","Valid","Enum. Pl. 2: 438 (1837)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Enum. Pl. [Kunth] 2: 438. 1837 [1-6 May 1837]  to Enum. Pl. 2: 438 (1837), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/kew-228615","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-228615","",FALSE,"","",""
"44","Carex schmidtii","Carex schmidtii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,41,1,"wfo-0000351057","urn:lsid:ipni.org:names:302133-1","230702","Carex schmidtii","species","wfo-4000006709","Meinsh.","Cyperaceae","","",NA,"Carex","","schmidtii","","species","Valid","Beitr. Kenntn. Russ. Reich. 26: 224 (1871)","Accepted","","wfo-0000348747",NA,"Source in seed data: wcs Update namepublishedIn from Beitr. Kenntn. Russ. Reiches 26: 224. (1871)  to Beitr. Kenntn. Russ. Reich. 26: 224 (1871), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","http://www.theplantlist.org/tpl1.1/record/kew-230702","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-230702","",FALSE,"","",""
"45","Carex schmidtii","Carex schmidtii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,41,2,"wfo-0000351520","urn:lsid:ipni.org:names:302382-1","231131","Carex stenantha","species","wfo-4000006709","Franch. & Sav.","Cyperaceae","","",NA,"Carex","","stenantha","","species","Valid","Enum. Pl. Jap. 2: 573 (1878)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Enum. Pl. Jap. 2: 573. 1878 [prob. Apr 1878]  to Enum. Pl. Jap. 2: 573 (1878), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","http://www.theplantlist.org/tpl1.1/record/kew-231131","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-231131","",TRUE,"Synonym","wfo-0000351058","Carex schmidtii"
"46","Carex pseudocuraica","Carex pseudocuraica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,42,1,"wfo-0000350326","urn:lsid:ipni.org:names:301735-1","230021","Carex pseudocuraica","species","wfo-4000006709","F.Schmidt","Cyperaceae","","",NA,"Carex","","pseudocuraica","","species","Valid","Reis. Amur-Land., Bot. : 67 (1868)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Reis. Amur-Land., Bot. 67. 1868 [Sep-Oct 1868]  to Reis. Amur-Land., Bot. : 67 (1868), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/kew-230021","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-230021","",FALSE,"","",""
"47","Carex praecox","Carex praecox ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,43,1,"wfo-0000348977","urn:lsid:ipni.org:names:301056-1","228753","Carex montana","species","wfo-4000006709","L.","Cyperaceae","","",NA,"Carex","","montana","","species","Valid","Sp. Pl. : 975 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 975 1753  to Sp. Pl. : 975 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-228753 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-228753","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-228753","",TRUE,"Synonym","wfo-0000350206","Carex praecox"
"48","Carex praecox","Carex praecox ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,43,2,"wfo-0000350207","urn:lsid:ipni.org:names:324495-2","229908","Carex praecox","species","wfo-4000006709","Schreb.","Cyperaceae","","",NA,"Carex","","praecox","","species","Valid","Spic. Fl. Lips. : 63 (1771)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Spic. Fl. Lips. 63 1771  to Spic. Fl. Lips. : 63 (1771), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-22990","http://www.theplantlist.org/tpl1.1/record/kew-229908","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-229908","",FALSE,"","",""
"49","Carex praecox","Carex praecox ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,43,3,"wfo-0000345352","urn:lsid:ipni.org:names:324492-2","225358","Carex caryophyllea","species","wfo-4000006709","Latourr.","Cyperaceae","","",NA,"Carex","","caryophyllea","","species","Valid","Chlor. Lugd. : 27 (1785)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Chlor. Lugd. 27 1785  to Chlor. Lugd. : 27 (1785), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-225358 >The","http://www.theplantlist.org/tpl1.1/record/kew-225358","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-225358","",TRUE,"Synonym","wfo-0000350208","Carex praecox"
"50","Carex praecox","Carex praecox ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,43,4,"wfo-0000345113","urn:lsid:ipni.org:names:298947-1","225134","Carex brizoides","species","wfo-4000006709","L.","Cyperaceae","","",NA,"Carex","","brizoides","","species","Valid","Cent. Pl. I : 31 (1755)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Cent. Pl. I 31 1755  to Cent. Pl. I : 31 (1755), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-225134 >The P","http://www.theplantlist.org/tpl1.1/record/kew-225134","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-225134","",TRUE,"Synonym","wfo-0000350210","Carex praecox"
"51","Carex pachystachya","Carex pachystachya ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,44,1,"wfo-0000349651","urn:lsid:ipni.org:names:301393-1","229391","Carex pachystachya","species","wfo-4000006709","Cham. ex Steud.","Cyperaceae","","",NA,"Carex","","pachystachya","","species","Valid","Syn. Pl. Glumac. 2: 197 (1855)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Syn. Pl. Glumac. 2: 197 1855  to Syn. Pl. Glumac. 2: 197 (1855), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/k","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301393-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-229391","",FALSE,"","",""
"52","Avenula pubescens","Avenula pubescens ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,45,1,"wfo-0000852708","urn:lsid:ipni.org:names:392028-1","398317","Avenula pubescens","species","wfo-4000003766","(Huds.) Dumort.","Poaceae","","",NA,"Avenula","","pubescens","","species","Valid","Bull. Soc. Roy. Bot. Belgique 7: 68 (1868)","Accepted","","wfo-0000852192",NA,"Source in seed data: wcs Update namepublishedIn from Bull. Soc. Roy. Bot. Belgique vii. 68 (1868), in adnot.  to Bull. Soc. Roy. Bot. Belgique 7: 68 (1868), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:392028-1","The Poaceae TEN","A","kew-398317","",FALSE,"","",""
"53","Sphenopholis intermedia","Sphenopholis intermedia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,46,1,"wfo-0000900792","urn:lsid:ipni.org:names:242037-2","443869","Sphenopholis intermedia","species","wfo-4000036049","Rydb.","Poaceae","","",NA,"Sphenopholis","","intermedia","","species","Valid","Bull. Torrey Bot. Club 36: 533 (1909)","Accepted","","wfo-0000865172",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Rydb.) Rydb. to Rydb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-443869 >The Plant List v.1.1","http://www.theplantlist.org/tpl1.1/record/kew-443869","The Poaceae TEN","A","kew-443869","",FALSE,"","",""
"54","Agrostis alaskana","Agrostis alaskana ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,47,1,"wfo-0000843613","urn:lsid:ipni.org:names:385720-1","389557","Agrostis exarata","species","wfo-4000000996","Trin.","Poaceae","","",NA,"Agrostis","","exarata","","species","Valid","Gram. Unifl. Sesquifl. : 205 (1824)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Gram. Unifl. Sesquifl. 205 1824  to Gram. Unifl. Sesquifl. : 205 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-389557","The Poaceae TEN","A","kew-389557","",TRUE,"Synonym","wfo-0000843119","Agrostis alaskana"
"55","Glyceria grandis var. komarovii","Glyceria grandis var. komarovii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,48,1,"wfo-0000873218","urn:lsid:ipni.org:names:110976-2","417812","Glyceria grandis","species","wfo-4000015842","S.Watson","Poaceae","","",NA,"Glyceria","","grandis","","species","Valid","Manual , ed. 6: 667 (1890)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Manual (Gray), ed. 6. 667. 1890  to Manual , ed. 6: 667 (1890), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","http://www.theplantlist.org/tpl1.1/record/kew-417812","The Poaceae TEN","A","kew-417812","",TRUE,"Synonym","wfo-0000873220","Glyceria grandis var. komarovii"
"56","Muhlenbergia glomerata","Muhlenbergia glomerata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,49,1,"wfo-0000880751","urn:lsid:ipni.org:names:409033-1","425090","Muhlenbergia glomerata","species","wfo-4000024954","Trin.","Poaceae","","",NA,"Muhlenbergia","","glomerata","","species","Valid","Gram. Unifl. Sesquifl. : 191 (1824)","Accepted","","wfo-0000894676",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Willd.) Trin. to Trin., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-425090 >The Plant List v.1.","http://www.theplantlist.org/tpl1.1/record/kew-425090","The Poaceae TEN","A","kew-425090","",FALSE,"","",""
"57","Actaea spicata","Actaea spicata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,50,1,"wfo-0000519125","urn:lsid:ipni.org:names:303913-2","752949","Actaea spicata","species","wfo-4000000488","L.","Ranunculaceae","","",NA,"Actaea","","spicata","","species","Valid","Sp. Pl. : 504 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 504 1753  to Sp. Pl. : 504 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2620577 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2620577","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2620577","",FALSE,"","",""
"58","Thalictrum venulosum","Thalictrum venulosum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,51,1,"wfo-0001129279","urn:lsid:ipni.org:names:250893-2","27100249","Thalictrum venulosum","species","wfo-4000038055","Trel.","Ranunculaceae","","",NA,"Thalictrum","","venulosum","","species","Valid","Proc. Boston Soc. Nat. Hist. 23: 302 (1886)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Proc. Boston Soc. Nat. Hist. 23: 302 1886  to Proc. Boston Soc. Nat. Hist. 23: 302 (1886), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","http://www.theplantlist.org/tpl1.1/record/tro-27100249","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27100249","",FALSE,"","",""
"59","Thalictrum foetidum","Thalictrum foetidum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,52,1,"wfo-0000454083","urn:lsid:ipni.org:names:714440-1","648968","Thalictrum foetidum","species","wfo-4000038055","L.","Ranunculaceae","","",NA,"Thalictrum","","foetidum","","species","Valid","Sp. Pl. : 545 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 545. 1753 [1 May 1753]  to Sp. Pl. : 545 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25","http://www.theplantlist.org/tpl1.1/record/kew-2512696","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2512696","",FALSE,"","",""
"60","Anemone ranunculoides jenisseensis","Anemone ranunculoides jenisseensis",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,13,53,1,"wfo-0000535998","urn:lsid:ipni.org:names:13541-2","771002","Anemonoides ranunculoides","species","wfo-4000002057","(L.) Holub","Ranunculaceae","","",NA,"Anemonoides","","ranunculoides","","species","Valid","Folia Geobot. Phytotax. 8: 166 (1973)","Accepted","","wfo-0000535723",NA,"Source in seed data: cmp Update namepublishedIn from Folia Geobot. Phytotax. 8: 166 1973  to Folia Geobot. Phytotax. 8: 166 (1973), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13541-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2638889","",TRUE,"Synonym","wfo-0000535723","Anemone ranunculoides"
"61","Anemone ranunculoides jenisseensis","Anemone ranunculoides jenisseensis",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,13,53,2,"wfo-0001330673","urn:lsid:ipni.org:names:60473588-2","60473588-2","Anemonastrum richardsonii","species","wfo-4000002051","(Hook.) Mosyakin","Ranunculaceae","","",NA,"Anemonastrum","","richardsonii","","species","Valid","Phytoneuron 2016-79: 4 (2016)","Accepted","","",NA,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2016-79: 4. [12 Dec 2016]  to Phytoneuron 2016-79: 4 (2016), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60473588-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","",TRUE,"Synonym","wfo-0000535724","Anemone ranunculoides"
"62","Anemone biarmiensis","Anemone biarmiensis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,54,1,"wfo-0000535003","urn:lsid:ipni.org:names:708179-1","770076","Anemonastrum biarmiense","species","wfo-4000002051","(Juz.) Holub","Ranunculaceae","","",NA,"Anemonastrum","","biarmiense","","species","Valid","Folia Geobot. Phytotax. 12: 428 (1977)","Accepted","","wfo-0000535122",NA,"Source in seed data: cmp Update namepublishedIn from Folia Geobot. Phytotax. 12(4): 428. 1977  to Folia Geobot. Phytotax. 12: 428 (1977), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:708179-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2637954","",TRUE,"Synonym","wfo-0000535122","Anemone biarmiensis"
"63","Ranunculus abortivus","Ranunculus abortivus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,55,1,"wfo-0001129250","urn:lsid:ipni.org:names:712111-1","27100133","Ranunculus abortivus","species","wfo-4000032540","L.","Ranunculaceae","","",NA,"Ranunculus","","abortivus","","species","Valid","Sp. Pl. : 551 (1753)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Sp. Pl. 1: 551 1753  to Sp. Pl. : 551 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-27100133 >The Pl","http://www.theplantlist.org/tpl1.1/record/tro-27100133","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27100133","",FALSE,"","",""
"64","Ranunculus pensylvanicus","Ranunculus pensylvanicus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,56,1,"wfo-0001129265","urn:lsid:ipni.org:names:713481-1","27100204","Ranunculus pensylvanicus","species","wfo-4000032540","L.f.","Ranunculaceae","","",NA,"Ranunculus","","pensylvanicus","","species","Valid","Suppl. Pl. : 272 (1782)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Suppl. Pl. 272 1781  to Suppl. Pl. : 272 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-27100204 >The","http://www.theplantlist.org/tpl1.1/record/tro-27100204","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27100204","",FALSE,"","",""
"65","Ranunculus macounii","Ranunculus macounii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,57,1,"wfo-0001129262","urn:lsid:ipni.org:names:713148-1","27100190","Ranunculus macounii","species","wfo-4000032540","Britton","Ranunculaceae","","",NA,"Ranunculus","","macounii","","species","Valid","Trans. New York Acad. Sci. 12: 2 (1892)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Trans. New York Acad. Sci. 12: 3 1892  to Trans. New York Acad. Sci. 12: 2 (1892), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/tro-27100190","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-27100190","",FALSE,"","",""
"66","Corydalis bracteata","Corydalis bracteata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,58,1,"wfo-0000622112","urn:lsid:ipni.org:names:672095-1","868783","Corydalis bracteata","species","wfo-4000009387","(Stephan ex Willd.) Pers.","Papaveraceae","Fumarioideae","Fumarieae",NA,"Corydalis","","bracteata","","species","Valid","Syn. Pl. 2: 269 (1806)","Accepted","","wfo-0000693157",NA,"Source in seed data: cmp Update namepublishedIn from Syn. Pl. 2: 269 1806  to Syn. Pl. 2: 269 (1806), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2738507 >The ","http://www.theplantlist.org/tpl1.1/record/kew-2738507","The Papaveraceae TEN","A","kew-2738507","",FALSE,"","",""
