"","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name"
"139","Mentha aquatica","Mentha aquatica ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,111,1,"wfo-0000240328","urn:lsid:ipni.org:names:450192-1","124366","Mentha aquatica","species","wfo-4000023748","L.","Lamiaceae","","",NA,"Mentha","","aquatica","","species","Valid","Sp. Pl. : 576 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 576 1753  to Sp. Pl. : 576 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-124366 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-124366","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-124366","",FALSE,"","",""
"140","Thymus karavaevi","Thymus karavaevi ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,112,1,"wfo-0000324212","urn:lsid:ipni.org:names:1017982-1","204934","Thymus karavaevii","species","wfo-4000038335","Doronkin","Lamiaceae","","",NA,"Thymus","","karavaevii","","species","Valid","Fl. Sibir. 11: 213 (1997)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Sibir. (Pyrolac.-Lamiac.) 11: 213 (1997).  to Fl. Sibir. 11: 213 (1997), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/kew-204934","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-204934","",FALSE,"","",""
"141","Veronica alaskensis","Veronica alaskensis ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,113,1,"wfo-0000419708","urn:lsid:ipni.org:names:77061875-1","591483","Veronica alaskensis","species","wfo-4000040171","M.M.Mart.Ort. & Albach","Plantaginaceae","","",NA,"Veronica","","alaskensis","","species","Valid","Taxon 53: 441 (2004)","Accepted","","",NA,"Source in seed data: ksu Update namepublishedIn from Taxon 53(2): 441. 2004 [16 June 2004]  to Taxon 53: 441 (2004), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77061875-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2453970","",FALSE,"","",""
"142","Plantago media","Plantago media ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,114,1,"wfo-0000486573","urn:lsid:ipni.org:names:685411-1","703820","Plantago media","species","wfo-4000030044","L.","Plantaginaceae","","",NA,"Plantago","","media","","species","Valid","Sp. Pl. : 113 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 113. 1753 [1 May 1753]  to Sp. Pl. : 113 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-25","http://www.theplantlist.org/tpl1.1/record/kew-2569797","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2569797","",FALSE,"","",""
"143","Plantago lanceolata","Plantago lanceolata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,115,1,"wfo-0000486603","urn:lsid:ipni.org:names:321285-2","703857","Plantago lanceolata","species","wfo-4000030044","L.","Plantaginaceae","","",NA,"Plantago","","lanceolata","","species","Valid","Sp. Pl. : 113 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 113 1753  to Sp. Pl. : 113 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2569834 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2569834","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2569834","",FALSE,"","",""
"144","Castilleja annua","Castilleja annua ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,116,1,"wfo-0000590050","urn:lsid:ipni.org:names:49397-2","835717","Castilleja annua","species","wfo-4000006945","Pennell","Orobanchaceae","","",NA,"Castilleja","","annua","","species","Valid","Proc. Acad. Nat. Sci. Philadelphia 86: 533 (1934)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Proc. Acad. Nat. Sci. Philadelphia 86: 533. 1934  to Proc. Acad. Nat. Sci. Philadelphia 86: 533 (1934), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http","http://www.theplantlist.org/tpl1.1/record/kew-2704867","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2704867","",FALSE,"","",""
"145","Myosotis stricta","Myosotis stricta ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,117,1,"wfo-0000368538","urn:lsid:ipni.org:names:119269-1","497544","Myosotis stricta","species","wfo-4000025092","Link ex Roem. & Schult.","Boraginaceae","","",NA,"Myosotis","","stricta","","species","Valid","Syst. Veg., ed. 15 bis 4: 104 (1819)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Veg., ed. 15 bis [Roemer & Schultes] 4: 104. 1819 ; et Enum. Hort. Berol. 1: 164 to Syst. Veg., ed. 15 bis 4: 104 (1819), information provided by Alan E. on email Jun. 07 2021 More details could ","http://www.theplantlist.org/tpl1.1/record/kew-2358247","The Boraginaceae TEN","A","kew-2358247","",FALSE,"","",""
"146","Myosotis stricta","Myosotis stricta ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,117,2,"wfo-0001350202","urn:lsid:ipni.org:names:119267-1","119267-1","Myosotis stricta","species","","Friedrichs. ex Nyman","Boraginaceae","","",NA,"Myosotis","","stricta","","species","","Consp. Fl. Eur. 3: 519. 1881 [prob. Jul 1881]","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Boraginaceae TEN","A","","",FALSE,"","",""
"147","Myosotis stricta","Myosotis stricta ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,117,3,"wfo-0001350203","urn:lsid:ipni.org:names:119268-1","119268-1","Myosotis stricta","species","","Lehm. ex Unger","Boraginaceae","","",NA,"Myosotis","","stricta","","species","","Reise Griechenl. (1862) 127.","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Boraginaceae TEN","A","","",FALSE,"","",""
"148","Myosotis stricta","Myosotis stricta ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,117,4,"wfo-0001350204","urn:lsid:ipni.org:names:119270-1","119270-1","Myosotis stricta","species","","A.Gray","Boraginaceae","","",NA,"Myosotis","","stricta","","species","","Manual (Gray) 338. 1848","Unchecked","","",NA,"Source in seed data: ipni Updated majorGroup from  to A, information provided by Alan E. on email Mar 08 2021","","The Boraginaceae TEN","A","","",FALSE,"","",""
"149","Campanula aurita","Campanula aurita ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,118,1,"wfo-0000826567","urn:lsid:ipni.org:names:43933-2","364016","Campanula aurita","species","wfo-4000006381","Greene","Campanulaceae","","",NA,"Campanula","","aurita","","species","Valid","Pittonia 1: 221 (1888)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Pittonia 1: 221 1888  to Pittonia 1: 221 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-364016 >The P","http://www.theplantlist.org/tpl1.1/record/kew-364016","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-364016","",FALSE,"","",""
"150","Lobelia kalmii","Lobelia kalmii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,119,1,"wfo-0000815396","urn:lsid:ipni.org:names:143437-1","353365","Lobelia kalmii","species","wfo-4000022035","L.","Campanulaceae","","",NA,"Lobelia","","kalmii","","species","Valid","Sp. Pl. : 930 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 930 1753  to Sp. Pl. : 930 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-353365 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-353365","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-353365","",FALSE,"","",""
"151","Solidago lepida","Solidago lepida ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,120,1,"wfo-0000068166","urn:lsid:ipni.org:names:979388-1","GCC-6E660642-266A-4019-8CD3-2E3917A2393F","Solidago canadensis  var. lepida","variety","wfo-0000060775","(DC.) Cronquist","Asteraceae","","",NA,"Solidago","","canadensis","lepida","variety","Valid","Intermount. Fl. 5: 248 (1994)","Accepted","","wfo-0000136548",NA,"Source in seed data: gcc Update namepublishedIn from Intermount. Fl. [Cronquist et al.] 5: 248. 1994  to Intermount. Fl. 5: 248 (1994), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.o","http://www.theplantlist.org/tpl1.1/record/gcc-25020","The Asteraceaae TEN","A","gcc-25020","",TRUE,"Synonym","wfo-0000136548","Solidago lepida"
"152","Euthamia graminifolia","Euthamia graminifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,121,1,"wfo-0000018071","urn:lsid:ipni.org:names:207522-1","GCC-ABFDC71B-4052-4774-A3AA-C0C5AC2F65C3","Euthamia graminifolia","species","","Elliott","Asteraceae","","",NA,"Euthamia","","graminifolia","","species","","Sketch Bot. S. Carolina [Elliott] 2: 391. 1823","Unchecked","","",NA,"Source in seed data: gcc Updated namepublishedIn from Sketch Bot. S. Carolina 2: 391. 1823  to Sketch Bot. S. Carolina [Elliott] 2: 391. 1823 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.thepla","http://www.theplantlist.org/tpl1.1/record/gcc-117481","The Asteraceaae TEN","A","gcc-117481","",FALSE,"","",""
"153","Euthamia graminifolia","Euthamia graminifolia ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,121,2,"wfo-0000018631","urn:lsid:ipni.org:names:1004467-1","GCC-12EE212B-DCC8-4BE4-B219-C1F7256F7C6A","Euthamia graminifolia","species","wfo-4000014352","(L.) Nutt.","Asteraceae","","",NA,"Euthamia","","graminifolia","","species","Valid","Trans. Amer. Philos. Soc. , ser. 2, 7: 325 (1840)","Accepted","","wfo-0000000396",NA,"Source in seed data: gcc Update namepublishedIn from Trans. Amer. Philos. Soc. ser. 2, 7: 325. 1840 [Oct-Dec 1840]  to Trans. Amer. Philos. Soc. , ser. 2, 7: 325 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in","http://www.theplantlist.org/tpl1.1/record/gcc-118014","The Asteraceaae TEN","A","gcc-118014","",FALSE,"","",""
"154","Eurybia radula","Eurybia radula ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,122,1,"wfo-0000128608","urn:lsid:ipni.org:names:981739-1","GCC-FEF80EDB-EE03-4CF8-A2DB-8204F0B63A86","Eurybia radula","species","wfo-4000014279","(Aiton) G.L.Nesom","Asteraceae","","",NA,"Eurybia","","radula","","species","Valid","Phytologia 77(3): 261 (1995)","Accepted","","wfo-0000001900",NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 77: 261. 1995 [dt. Sep 1994; publ. on 31 Jan 1995]  to Phytologia 77(3): 261 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.t","","The Asteraceaae TEN","A","gcc-89580","",FALSE,"","",""
"155","Symphyotrichum ericoides var. pansus","Symphyotrichum ericoides var. pansus ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,123,1,"wfo-0000065833","urn:lsid:ipni.org:names:1003090-2","GCC-3C3BFCEA-EA67-4234-ACF0-2A11FE49FF0F","Symphyotrichum ericoides  var. pansum","variety","wfo-0000065053","(S.F.Blake) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum","","ericoides","pansum","variety","Valid","Phytologia 77: 280. 1995 [31 Jan 1995]","Accepted","","wfo-0000096966",NA,"Source in seed data: gcc Updated namepublishedIn from Phytologia 77(3): 280 1994 [1995]  to Phytologia 77: 280. 1995 [31 Jan 1995] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/","http://www.theplantlist.org/tpl1.1/record/gcc-22733","The Asteraceaae TEN","A","gcc-22733","",FALSE,"","",""
"156","Symphyotrichum falcatum","Symphyotrichum falcatum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,124,1,"wfo-0000089239","urn:lsid:ipni.org:names:1080278-2","GCC-E9D7CFEE-EE96-454F-ACC9-5473EBBF18FE","Symphyotrichum falcatum","species","wfo-4000037221","(Lindl.) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum","","falcatum","","species","Valid","Phytologia 77: 281. 1995 [31 Jan 1995]","Accepted","","",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (Lindl. ex Lindl.) G.L.Nesom to (Lindl.) G.L.Nesom, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-","http://www.theplantlist.org/tpl1.1/record/gcc-45559","The Asteraceaae TEN","A","gcc-45559","",FALSE,"","",""
"157","Symphyotrichum spathulatum","Symphyotrichum spathulatum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,125,1,"wfo-0000014987","urn:lsid:ipni.org:names:981901-1","GCC-26BAB199-8E4A-4FD8-A860-BA042E1D12DF","Symphyotrichum spathulatum","species","wfo-4000037221","(Lindl.) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum","","spathulatum","","species","Valid","Phytologia 77(3): 291 (1995)","Accepted","","wfo-0000014978",NA,"Source in seed data: gcc Update namepublishedIn from Phytologia 77(3): 291. 1995 [Sep 1994 publ. 31 Jan 1995]  to Phytologia 77(3): 291 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","http://www.theplantlist.org/tpl1.1/record/gcc-114504","The Asteraceaae TEN","A","gcc-114504","",FALSE,"","",""
"158","Symphyotrichum lanceolatum","Symphyotrichum lanceolatum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,126,1,"wfo-0000012570","urn:lsid:ipni.org:names:981841-1","GCC-F3743A58-9A8C-4827-A19E-B4CB2CAAF3B1","Symphyotrichum lanceolatum","species","wfo-4000037221","(Willd.) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum","","lanceolatum","","species","Valid","Phytologia 77(3): 284 (1995)","Accepted","","wfo-0000122475",NA,"Source in seed data: gcc Update namepublishedIn from 284  to Phytologia 77(3): 284 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-112167 >The Plant List v","http://www.theplantlist.org/tpl1.1/record/gcc-112167","The Asteraceaae TEN","A","gcc-112167","",FALSE,"","",""
"159","Erigeron peregrinus peregrinus","Erigeron peregrinus  peregrinus",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,127,1,"wfo-0000093354","urn:lsid:ipni.org:names:94009-2","GCC-68C846CE-80A8-4591-9C47-5BE3BBC4788C","Erigeron peregrinus","species","wfo-4000013785","Greene","Asteraceae","","",NA,"Erigeron","","peregrinus","","species","Valid","Pittonia 3(16): 166 (1897)","Accepted","","wfo-0000032541",NA,"Source in seed data: gcc Update namepublishedIn from Pittonia 3 166 1897  to Pittonia 3(16): 166 (1897), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-49575 >The","http://www.theplantlist.org/tpl1.1/record/gcc-49575","The Asteraceaae TEN","A","gcc-49575","",TRUE,"Synonym","wfo-0000052497","Erigeron peregrinus f. peregrinus"
"160","Antennaria rosea confinis","Antennaria rosea confinis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,128,1,"wfo-0000024879","urn:lsid:ipni.org:names:272200-2","GCC-32131B25-80EA-47B4-B8AC-CFC5C2077B9D","Antennaria rosea","species","wfo-4000002356","Greene","Asteraceae","","",NA,"Antennaria","","rosea","","species","Valid","Pittonia 3(18): 281 (1898)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Pittonia 3: 281. 1898  to Pittonia 3(18): 281 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-124034 >","http://www.theplantlist.org/tpl1.1/record/gcc-124034","The Asteraceaae TEN","A","gcc-124034","",FALSE,"","",""
"161","Arnica chamissonis chamissonis","Arnica chamissonis chamissonis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,129,1,"wfo-0000120344","urn:lsid:ipni.org:names:305804-2","GCC-C106FD6D-A987-4D67-A724-70373D04E6EB","Arnica chamissonis","species","wfo-4000003092","Less.","Asteraceae","","",NA,"Arnica","","chamissonis","","species","Valid","Linnaea 6(2): 238 (1831)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Linnaea 6: 238. 1831  to Linnaea 6(2): 238 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-81611 >The ","http://www.theplantlist.org/tpl1.1/record/gcc-81611","The Asteraceaae TEN","A","gcc-81611","",TRUE,"Synonym","wfo-0000058183","Arnica chamissonis f. chamissonis"
"162","Arnica chamissonis foliosa","Arnica chamissonis foliosa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,130,1,"wfo-0000120344","urn:lsid:ipni.org:names:305804-2","GCC-C106FD6D-A987-4D67-A724-70373D04E6EB","Arnica chamissonis","species","wfo-4000003092","Less.","Asteraceae","","",NA,"Arnica","","chamissonis","","species","Valid","Linnaea 6(2): 238 (1831)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Linnaea 6: 238. 1831  to Linnaea 6(2): 238 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-81611 >The ","http://www.theplantlist.org/tpl1.1/record/gcc-81611","The Asteraceaae TEN","A","gcc-81611","",FALSE,"","",""
"163","Artemisia gmelinii scheludjakoviae","Artemisia gmelinii scheludjakoviae",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,16,131,1,"wfo-0000084708","urn:lsid:ipni.org:names:179537-1","GCC-3EFC2570-D16F-495D-8D84-4C40128A9D52","Artemisia gmelinii","species","wfo-4000003144","Weber ex Stechm.","Asteraceae","","",NA,"Artemisia","","gmelinii","","species","Valid","Artemis. 30 (XXX) (1775)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 17 1775  to Artemis. 30 (XXX) (1775), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-41142 >The Plant List v.","http://www.theplantlist.org/tpl1.1/record/gcc-41142","The Asteraceaae TEN","A","gcc-41142","",FALSE,"","",""
"164","Senecio ambraceus","Senecio ambraceus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,132,1,"wfo-0000006469","urn:lsid:ipni.org:names:60443627-2","GCC-E2AEC575-2CE2-4FA2-A0CC-A74EF55706BA","Jacobaea ambracea","species","wfo-4000019438","(Turcz. ex DC.) B.Nord.","Asteraceae","","",NA,"Jacobaea","","ambracea","","species","Valid","Compositae Newslett. 44: 13 (2006)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Compositae Newslett. 44: 13. 2006 [20 Feb 2006]  to Compositae Newslett. 44: 13 (2006), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60443627-2","The Asteraceaae TEN","A","gcc-106234","",TRUE,"Synonym","wfo-0000063841","Senecio ambraceus"
"165","Saussurea triangulata","Saussurea triangulata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,133,1,"wfo-0000027129","urn:lsid:ipni.org:names:242719-1","GCC-4A91066D-1D6E-40BD-BB58-1787AB583355","Saussurea triangulata","species","wfo-4000034182","Trautv. & C.A.Mey.","Asteraceae","","",NA,"Saussurea","","triangulata","","species","Valid","in Middend. Reise (Fl. Ochot. 58).","Accepted","","",NA,"Source in seed data: gcc Updated namepublishedin from Unknown (Fl. Ochot. 58)  to in Middend. Reise (Fl. Ochot. 58). , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/gcc-12622","The Asteraceaae TEN","A","gcc-12622","",FALSE,"","",""
"166","Cirsium drummondii","Cirsium drummondii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,134,1,"wfo-0000133294","urn:lsid:ipni.org:names:195284-1","GCC-33B6F52B-6D0B-4D1A-A748-8C37652DD647","Cirsium drummondii","species","wfo-4000008373","Torr. & A.Gray","Asteraceae","","",NA,"Cirsium","","drummondii","","species","Valid","Fl. N. Amer. 2: 459 (1843)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 459 1843  to Fl. N. Amer. 2: 459 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-94102 >The Plant List","http://www.theplantlist.org/tpl1.1/record/gcc-94102","The Asteraceaae TEN","A","gcc-94102","",FALSE,"","",""
"167","Lactuca tatarica pulchella","Lactuca tatarica pulchella",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,135,1,"wfo-0000038158","urn:lsid:ipni.org:names:228306-1","GCC-36B87093-9955-4B39-B853-ED42357821F5","Lactuca tatarica","species","wfo-4000020393","C.A.Mey.","Asteraceae","","",NA,"Lactuca","","tatarica","","species","Valid","Verz. Pfl. Casp. Meer. : 56 (1831)","Accepted","","wfo-0000065977",NA,"Source in seed data: gcc Update namepublishedIn from 56 1831  to Verz. Pfl. Casp. Meer. : 56 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-136895 >The Pl","http://www.theplantlist.org/tpl1.1/record/gcc-136895","The Asteraceaae TEN","A","gcc-136895","",FALSE,"","",""
"168","Lonicera involucrata","Lonicera involucrata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,136,1,"wfo-0001290592","urn:lsid:ipni.org:names:143461-2","6000012","Lonicera involucrata","species","wfo-4000022170","(Richardson) Banks ex Spreng.","Caprifoliaceae","","",NA,"Lonicera","","involucrata","","species","Valid","Syst. Veg. 1: 759 (1824)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Syst. Veg. 1: 759 1825  to Syst. Veg. 1: 759 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6000012 >","http://www.theplantlist.org/tpl1.1/record/tro-6000012","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-6000012","",FALSE,"","",""
