"","scientificName"
"10911","Rytidosperma caespitosum"
"10912","Hedera canariensis"
"10913","Populus x candicans"
"10914","Crassothonna capensis"
"10915","Rubus cardiophyllus"
"10916","Isolepis cernua  var. platycarpa"
"10917","Oxalis chnoodes"
"10918","Disphyma clavellatum"
"10919","Crassula coccinea"
"10920","Dahlia coccinea"
"10921","Crassula colorata  var. acuminata"
"10922","Parochetus communis"
"10923","Calandrinia compressa"
"10924","Juncus continuus"
"10925","Pentanema conyzae"
"10926","Solanum crispum"
"10927","Vittadinia cuneata"
"10928","Geitonoplesium cymosum"
"10929","Pultenaea daphnoides"
"10930","Callianthe darwinii"
"10931","Galium antarcticum"
"10932","Galium debile"
"10933","Eremophila debilis"
"10934","Daucus decipiens"
"10935","Sedum decumbens"
"10936","Eucalyptus delegatensis"
"10937","Euphorbia depauperata"
"10938","Dryopteris dilatata"
"10939","Aponogeton distachyus"
"10940","Solenogyne dominii"
"10941","Juncus dregeanus"
"10942","Sporobolus elongatus"
"10943","Rytidosperma erianthum"
"10944","Chenopodium erosum"
"10945","Rubus errabundus"
"10946","Senecio esleri"
"10947","Eucalyptus eugenioides"
"10948","Dahlia excelsa"
"10949","Himalayacalamus falconeri"
"10950","Scleranthus fasciculatus"
"10951","Eucalyptus fastigata"
"10952","Juncus filicaulis"
"10953","Antenoron filiforme"
"10954","Athyrium filix-femina"
"10955","Dryopteris filix-mas"
"10956","Luzula flaccida"
"10957","Stipa flavescens"
"10958","Juncus flavidus"
"10959","Nemesia floribunda"
"10960","Juncus fockei"
"10961","Brassica fruticulosa  subsp. cossoniana"
"10962","Nymphoides geminata"
"10963","Utricularia geminiscapa"
"10964","Rytidosperma geniculatum"
"10965","Hakea gibbosa"
"10966","Pauridia glabella"
"10967","Medicago sativa  subsp. glomerata"
"10968","Medicago brachycarpa"
"10969","Vittadinia gracilis"
"10970","Salix gracilistyla"
"10971","Kalanchoe grandiflora"
"10972","Kalanchoe marmorata"
"10973","Trozelia grandiflora"
"10974","Cyperus gunnii"
"10975","Solenogyne gunnii"
"10976","Hypericum henryi"
"10977","Callitriche heterophylla"
"10978","Teucrium hircanicum"
"10979","Festulolium x holmbergii"
"10980","Juncus homalocaulis"
"10981","Cruciata taurica  subsp. glaberrima"
"10982","Minuartia hybrida"
"10983","Alchemilla incisa"
"10984","Baloghia inophylla"
"10985","Escallonia iveyi"
"10986","Carex iynx"
"10987","Poa labillardierei"
"10988","Hieracium lachenalii subsp. argillaceum"
"10989","Rytidosperma laeve"
"10990","Taraxacum lambinonii"
"10991","Calotis lappulacea"
"10992","Solenopsis laurentia"
"10993","Hieracium levicaule  subsp. lepidulum"
"10994","Rubus leptothyrsus"
"10995","Senecio chilensis"
"10996","Senecio linearifolius"
"10997","Utricularia livida"
"10998","Juncus lomatophyllus"
"10999","Carex longibrachiata"
"11000","Goodia lotifolia"
"11001","Carex liparocarpos  subsp. liparocarpos"
"11002","Carex lupulina"
"11003","Entolasia marginata"
"11004","Philadelphus mexicanus"
"11005","Azara microphylla"
"11006","Salvia microphylla  var. neurepia"
"11007","Scutellaria minor"
"11008","Passiflora mixta"
"11009","Selaginella moellendorffii"
"11010","Rubus mollior"
"11011","Hypericum montanum"
"11012","Rubus mucronulatus"
"11013","Stuartina muelleri"
"11014","Bomarea multiflora"
"11015","Rubus nemoralis"
"11016","Rubus aureolus"
"11017","Miscanthus nepalensis"
"11018","Phyllostachys nigra  var. henonis"
"11019","Austrostipa nitida"
"11020","Stipa nodosa"
"11021","Silene nutans"
"11022","Eucalyptus obliqua"
"11023","Trifolium ochroleucon"
"11024","Leonotis ocymifolia"
"11025","Malva olbia"
"11026","Bambusa oldhamii"
"11027","Telopea oreades"
"11028","Eucalyptus ovata"
"11029","Pandorea pandorana"
"11030","Glyceria pedicellata"
"11031","Rytidosperma penicillatum"
"11032","Tropaeolum pentaphyllum"
"11033","Oxalis perennans"
"11034","Rytidosperma pilosum"
"11035","Eucalyptus pilularis"
"11036","Passiflora pinnatistipula"
"11037","Viburnum plicatum"
"11038","Centaurea podospermifolia"
"11039","Hieracium maculatum  subsp. pollichiae"
"11040","Idesia polycarpa"
"11041","Persicaria polystachya"
"11042","Juncus procerus"
"11043","Polystichum proliferum"
"11044","Lepidium pseudotasmanicum"
"11045","Cistus laxus"
"11046","Sambucus racemosa  subsp. pubens"
"11047","Helenium vernale"
"11048","Helenium puberulum"
"11049","Cassytha pubescens"
"11050","Persicaria punctata"
"11051","Epacris purpurascens"
"11052","Eupatorium quaternum"
"11053","Eutrochium purpureum"
"11054","Eupatorium purpureum"
"11055","Aegonychon purpurocaeruleum"
"11056","Frangula purshiana"
"11057","Pentapogon quadrifidus"
"11058","Rytidosperma racemosum"
"11059","Dichelachne rara"
"11060","Elaeagnus x reflexa"
"11061","Eucalyptus regnans"
"11062","Salvia repens"
"11063","Australopyrum retrofractum"
"11064","Trifolium retusum"
"11065","Melaleuca linearis  var. linearis"
"11066","Passiflora x rosea"
"11067","Ficus rubiginosa"
"11068","Stipa rudis"
"11069","Briza rufa"
"11070","Pseudosclerochloa rupestris"
"11071","Helianthus salicifolius"
"11072","Buddleja salviifolia"
"11073","Brugmansia sanguinea"
"11074","Oenanthe sarmentosa"
"11075","Eccremocarpus scaber"
"11076","Stipa scabra"
"11077","Asplenium scolopendrium"
"11078","Pilosella scouleri"
"11079","Echeveria secunda"
"11080","Begonia"
"11081","Rosa longicuspis"
"11082","Polygala serpyllifolia"
"11083","Polystichum setiferum"
"11084","Echeveria setosa"
"11085","Poa sieberiana"
"11086","Gamochaeta simplicicaulis"
"11087","Salpiglossis sinuata"
"11088","Senecio skirrhodon"
"11089","Bartlettina sordida"
"11090","Lampranthus spectabilis"
"11091","Panicum sphaerocarpon"
"11092","Mentha spicata  subsp. condensata"
"11093","Centrolepis strigosa"
"11094","Austrostipa stuposa"
"11095","Juncus subsecundus"
"11096","Sagina subulata"
"11097","Colobanthus subulatus"
"11098","Eucalyptus tenuiramis"
"11099","Rytidosperma tenuius"
"11100","Macadamia tetraphylla"
"11101","Oxalis thompsoniae"
"11102","Clematis tibetana  var. vernayi"
"11103","Ranunculus trichophyllus"
"11104","Clerodendrum trichotomum"
"11105","Einadia trigonos  subsp. stellulata"
"11106","Hydrocotyle tripartita"
"11107","Hydrocotyle callicarpa"
"11108","Passiflora tripartita"
"11109","Bowlesia tropaeolifolia"
"11110","Rubus tuberculatus"
"11111","Oxalis tuberosa"
"11112","Salvia uliginosa"
"11113","Chamelaucium uncinatum"
"11114","Aeonium undulatum"
"11115","Oberna uniflora"
"11116","Aeonium urbicum"
"11117","Aeonium x velutinum"
"11118","Oxalis versicolor"
"11119","Pleioblastus viridistriatus"
"11120","Pelargonium vitifolium"
"11121","Polypodium vulgare"
"11122","Olearia lyallii"
"11123","Uncinia uncinata"
"11124","Hydrocotyle bowlesioides"
"11125","Sophora chathamica"
"11126","Arthropodium cirrhatum"
"11127","Poa cita"
"11128","Eucomis comosa"
"11129","Pelargonium crispum"
"11130","Anthemis cupaniana"
"11131","Lepidium desvauxii"
"11132","Fuchsia excorticata"
"11133","Taraxacum hamatum"
"11134","Juncus holoschoenus"
"11135","Arctotis hybrida"
"11136","Juncus kraussii"
"11137","Corynocarpus laevigatus"
"11138","Nemophila menziesii"
"11139","Sophora microphylla"
"11140","Balsamocarpon brevifolium"
"11141","Clematis paniculata"
"11142","Pelargonium radens"
"11143","Watsonia zeyheri"
"11144","Blumea axillaris"
"11145","Ruellia ciliatiflora"
"11146","Tecomella undulata"
"11147","Crinum americanum"
"11148","Ardisia solanacea"
"11149","Syzygium syzygioides"
"11150","Pimpinella adscendens"
"11151","Magnolia alba"
"11152","Eranthemum albomarginatum"
"11153","Ludwigia alternifolia"
"11154","Brunfelsia americana"
"11155","Diospyros andamanica"
"11156","Wrightia antidysenterica"
"11157","Cylindrolobus aporoides"
"11158","Annona atemoya"
"11159","Solanum graciliflorum"
"11160","Neololeba atra"
"11161","Adinobotrys atropurpureus"
"11162","Heliconia bihai"
"11163","Typhonium blumei"
"11164","Schizostachyum brachycladum"
"11165","Sonchus brachyotus"
"11166","Dendrocalamus brandisii"
"11167","Brunfelsia brasiliensis"
"11168","Coelogyne"
"11169","Ipomoea setosa"
"11170","Agave cantala"
"11171","Carissa carandas"
"11172","Senegalia chundra"
"11173","Cynometra cauliflora"
"11174","Musanga cecropioides"
"11175","Handroanthus chrysanthus"
"11176","Dalea cliffortiana"
"11177","Dalbergia cochinchinensis"
"11178","Ixora cuneifolia"
"11179","Hoppea dichotoma"
"11180","Melampodium americanum"
"11181","Solanum nudum"
"11182","Solanum diphyllum"
"11183","Bambusa dolichoclada"
"11184","Artemisia dubia  var. asiatica"
"11185","Diospyros ehretioides"
"11186","Corchorus fascicularis"
"11187","Typhonium flagelliforme"
"11188","Pseudomussaenda flava"
"11189","Cordia gerascanthus"
"11190","Artocarpus gomezianus"
"11191","Brownea grandiceps"
"11192","Senna hirsuta  var. puberula"
"11193","Cavanillesia hylogeiton"
"11194","Mansoa hymenaea"
"11195","Chrysobalanus icaco"
"11196","Elytraria imbricata"
"11197","Garcinia intermedia"
"11198","Peucedanum japonicum"
"11199","Paracarphalea kirondron"
"11200","Inga laurina"
"11201","Coffea liberica  var. dewevrei"
"11202","Posoqueria longiflora"
"11203","Oxyceros longiflorus"
"11204","Lagerstroemia loudonii"
"11205","Hibiscus macrophyllus"
"11206","Bambusa maculata"
"11207","Dypsis madagascariensis"
"11208","Meibomia malacophylla"
"11209","Globba marantina"
"11210","Pterocarpus marsupium"
"11211","Hippeastrum"
"11212","Adenanthera microsperma"
"11213","Fridericia mollissima"
"11214","Aglaia odorata"
"11215","Chrysophyllum oliviforme"
"11216","Crotalaria orixensis"
"11217","Portulaca pachyrrhiza"
"11218","Sisyrinchium palmifolium"
"11219","Xantolis parvifolia"
"11220","Bougainvillea peruviana"
"11221","Gardenia philastrei"
"11222","Sarcococca coriacea"
"11223","Maianthemum purpureum"
"11224","Pyrus pyrifolia"
"11225","Cyrtostachys renda"
"11226","Hippeastrum reticulatum"
"11227","Chrysopogon serrulatus"
"11228","Medinilla intermedia"
"11229","Ledebouria socialis"
"11230","Inga spectabilis"
"11231","Scutellaria splendens"
"11232","Lagenophora stipitata"
"11233","Lagerstroemia subcostata"
"11234","Seemannia sylvatica"
"11235","Cupressus torulosa"
"11236","Bambusa utilis"
"11237","Brachiaria villosa"
"11238","Diospyros virginiana"
"11239","Rhynchosia volubilis"
"11240","Rhynchosia tomentosa  var. tomentosa"
"11241","Pancratium zeylanicum"
"11242","Oenothera"
"11243","Selinum alatum"
"11244","Odontarrhena argentea"
"11245","Crepis aurea"
"11246","Tsuga canadensis"
"11247","Rosa carolina"
"11248","Lonicera caucasica"
"11249","Salix cordata"
"11250","Carya cordiformis"
"11251","Tetradium daniellii"
"11252","Rosa davurica"
"11253","Sanguisorba dodecandra"
"11254","Aesculus flava"
"11255","Solidago graminifolia"
"11256","Oenothera hoelscheri"
"11257","Oenothera x drawertii"
"11258","Erysimum hungaricum"
"11259","Alnus incana  subsp. rugosa"
"11260","Oenothera jueterbogensis"
"11261","Carya laciniosa"
"11262","Plantago maritima"
"11263","Typha minima"
"11264","Lonicera minutiflora"
"11265","Mentha x rotundifolia"
"11266","Picea orientalis"
"11267","Carya ovata"
"11268","Lathyrus pannonicus"
"11269","Atriplex prostrata  subsp. polonica"
"11270","Oenothera x braunii"
"11271","Oenothera punctulata"
"11272","Cyclamen purpurascens"
"11273","Bidens radiata"
"11274","Allium ramosum"
"11275","Allium obliquum"
"11276","Festuca rupicaprina"
"11277","Acer saccharum"
"11278","Alchemilla sericata"
"11279","Linaria spartea"
"11280","Oenothera strigosa var. depressa"
"11281","Symphyotrichum tradescantii"
"11282","Helleborus viridis"
"11283","Sisymbrium wolgense"
"11284","Albizia adinocephala"
"11285","Ceiba aesculifolia"
"11286","Evolvulus alsinoides"
"11287","Jacquinia arborea"
"11288","Tabebuia aurea"
"11289","Saccharum bengalense"
"11290","Pera bumeliifolia"
"11291","Pera glabrata"
"11292","Myrosma cannifolia"
"11293","Albizia carbonaria"
"11294","Arthraxon castratus"
"11295","Ruellia chartacea"
"11296","Begonia convolvulacea"
"11297","Casuarina cristata"
"11298","Calathea crotalifera"
"11299","Hebestigma cubense"
"11300","Triplaris cumingiana"
"11301","Pilea depressa"
"11302","Ficus drupacea"
"11303","Caloncoba echinata"
"11304","Funtumia elastica"
"11305","Hibiscus elatus"
"11306","Stylosanthes erecta"
"11307","Aeschynomene evenia"
"11308","Aechmea fasciata"
"11309","Asplenium flabellulatum"
"11310","Wisteria floribunda"
"11311","Cabomba furcata"
"11312","Calopogonium galactioides"
"11313","Arachis glabrata"
"11314","Evolvulus glomeratus"
"11315","Combretum grandiflorum"
"11316","Pleroma granulosum"
"11317","Begonia heracleifolia"
"11318","Cereus hildmannianus"
"11319","Epiphyllum hookeri"
"11320","Plumbago indica"
"11321","Flacourtia inermis"
"11322","Petunia integrifolia"
"11323","Ochna jabotapita"
"11324","Clerodendrum laevifolium"
"11325","Ficus lutea"
"11326","Pterocarpus macrocarpus"
"11327","Paspalum macrophyllum"
"11328","Trichomanes membranaceum"
"11329","Salvinia minima"
"11330","Verbena montevidensis"
"11331","Ochna atropurpurea"
"11332","Terminalia myriocarpa"
"11333","Inga nobilis"
"11334","Terminalia oblonga"
"11335","Posidonia oceanica"
"11336","Pelargonium odoratissimum"
"11337","Philodendron ornatum"
"11338","Bauhinia pauletia"
"11339","Aglaonema pictum"
"11340","Senegalia polyacantha"
"11341","Forchhammeria polyandra"
"11342","Tynanthus polyanthus"
"11343","Selenicereus pteranthus"
"11344","Chrysothemis pulchella"
"11345","Acmella pusilla"
"11346","Sida repens"
"11347","Agathis robusta"
"11348","Lysiloma sabicu"
"11349","Handroanthus serratifolius"
"11350","Luehea speciosa"
"11351","Echinochloa stagnina"
"11352","Heliconia stricta"
"11353","Congea tomentosa"
"11354","Passiflora tuberosa"
"11355","Eugenia umbellulifera"
"11356","Pseuderanthemum variabile"
"11357","Rauvolfia vomitoria"
"11358","Spathiphyllum wallisii"
"11359","Prunus armeniaca var. mandshurica"
"11360","Pinus hakkodensis"
"11361","Pinus tabuliformis"
"11362","Cullen americanum"
"11363","Cleretum apetalum"
"11364","Rhododendron arboreum"
"11365","Brahea armata"
"11366","Torilis arvensis  subsp. neglecta"
"11367","Diascia barberae"
"11368","Dimorphotheca barberae"
"11369","Howea belmoreana"
"11370","Platycerium bifurcatum"
"11371","Avena brevis"
"11372","Calodendrum capense"
"11373","Diplotaxis catholica"
"11374","Blechnum spinulosum"
"11375","Bencomia caudata"
"11376","Ipomoea cholulensis"
"11377","Lotus conimbricensis"
"11378","Protea cynaroides"
"11379","Tinantia erecta"
"11380","Erythrina falcata"
"11381","Gamochaeta filaginea"
"11382","Hymenosporum flavum"
"11383","Howea forsteriana"
"11384","Sparaxis fragrans"
"11385","Vulpia geniculata"
"11386","Pelargonium glutinosum"
"11387","Aizoanthemopsis hispanica"
"11388","Euphorbia ingens"
"11389","Cymbidium insigne"
"11390","Paphiopedilum insigne"
"11391","Farfugium japonicum"
"11392","Encephalartos lehmannii"
"11393","Plantago loeflingii"
"11394","Campanula lusitanica"
"11395","Markhamia lutea"
"11396","Erythrina lysistemon"
"11397","Sobralia macrantha"
"11398","Chambeyronia macrocarpa"
"11399","Agathis macrophylla"
"11400","Passiflora manicata"
"11401","Reseda media"
"11402","Clivia miniata"
"11403","Begonia minor"
"11404","Rhododendron mucronatum"
"11405","Clivia nobilis"
"11406","Chrysojasminum odoratissimum"
"11407","Lotus ornithopodioides"
"11408","Doryanthes palmeri"
"11409","Abutilon permolle"
"11410","Rubus pinnatus"
"11411","Microlepia platyphylla"
"11412","Aloe plicatilis"
"11413","Isatis praecox"
"11414","Clianthus puniceus"
"11415","Sesamoides purpurascens"
"11416","Juncus pygmaeus"
"11417","Anacyclus radiatus"
"11418","Beaucarnea recurvata"
"11419","Tetradenia riparia"
"11420","Ficus sagittata"
"11421","Muehlenbeckia sagittifolia"
"11422","Nerine sarniensis"
"11423","Melilotus segetalis"
"11424","Fumaria sepium"
"11425","Centaurea seridis  subsp. sonchifolia"
"11426","Salvia sessei"
"11427","Abutilon sonneratianum"
"11428","Centaurea sphaerocephala  subsp. lusitanica"
"11429","Acacia terminalis"
"11430","Encephalartos transvenosus"
"11431","Lavandula viridis"
"11432","Nicotiana wigandioides"
"11433","Crassula aquatica"
"11434","Agave atrovirens"
"11435","Ptilostemon casabonae"
"11436","Lycopodiella cernua"
"11437","Lotus conjugatus"
"11438","Lotus requienii"
"11439","Teucrium dunense"
"11440","Myrica faya"
"11441","Phytolacca heterotepala"
"11442","Melilotus italicus"
"11443","Blyxa japonica"
"11444","Aichryson laxum"
"11445","Verbascum levanticum"
"11446","Culcita macrocarpa"
"11447","Conyza mixta"
"11448","Portulaca nitida"
"11449","Portulaca papillatostellulata"
"11450","Echium parviflorum"
"11451","Echium tenue"
"11452","Crassula peduncularis"
"11453","Sibthorpia peregrina"
"11454","Trichomanes speciosum"
"11455","Medicago doliata"
"11456","Cerbera manghas"
"11457","Inga feuilleei"
"11458","Justicia fulvicoma"
"11459","Derris trifoliata"
"11460","Brachypterum scandens"
"11461","Deguelia scandens"
"11462","Elaphoglossum austromarquesense"
"11463","Allophylus cobbe"
"11464","Canavalia rosea"
"11465","Dryopteris sweetiorum"
"11466","Ampelocissus indica"
"11467","Habenaria marquisensis"
"11468","Jacquemontia pentantha"
"11469","Etlingera cevuga"
"11470","Phyllanthus marchionicus"
"11471","Asplenium polyodon"
"11472","Aristida repens"
"11473","Aristida subspicata"
"11474","Asplenium macraei"
"11475","Bidens polycephala"
"11476","Psychotria uahukensis"
"11477","Rhizophora stylosa"
"11478","Fagraea berteroana"
"11479","Polyscias filicifolia"
"11480","Rorippa sarmentosa"
"11481","Blumea sinuata"
"11482","Cissus nodosa"
"11483","Garcinia cowa"
"11484","Diplazium proliferum"
"11485","Ochna thomasiana"
"11486","Rhodomyrtus tomentosa"
"11487","Abutilon auritum"
"11488","Terminalia bellirica"
"11489","Aechmea bracteata"
"11490","Achimenes grandiflora"
"11491","Cissus discolor"
"11492","Anodendron parviflorum"
"11493","Begonia peltata"
"11494","Begonia coriacea"
"11495","Begonia concinna"
"11496","Begonia elmeri"
"11497","Dichorisandra reginae"
"11498","Acacia spirorbis"
"11499","Heterocentron subtriplinervium"
"11500","Triplaris weigeltiana"
"11501","Rumex cyprius"
"11502","Pluchea dioscoridis"
"11503","Euphorbia dracunculoides"
"11504","Abutilon fruticosum"
"11505","Euphorbia granulata"
"11506","Conocarpus lancifolius"
"11507","Medicago monantha"
"11508","Abutilon pannosum"
"11509","Cuscuta pedicellata"
"11510","Zaleya pentandra"
"11511","Salvadora persica"
"11512","Cullen plicatum"
"11513","Cucumis prophetarum"
"11514","Cichorium pumilum"
"11515","Pulicaria sicula"
"11516","Enicostema verticillatum"
"11517","Heliotropium bracteatum"
"11518","Heliotropium zeylanicum  subsp. paniculatum"
"11519","Tragopogon graminifolius"
"11520","Sophora jaubertii"
"11521","Nymphaea lotus  var. thermalis"
"11522","Asperula orientalis"
"11523","Petunia punctata"
"11524","Plantago sempervirens"
"11525","Astragalus laxmannii  subsp. laxmannii"
"11526","Astragalus varius  subsp. varius"
"11527","Astragalus lentiginosus  var. iodanthus"
"11528","Artemisia anethifolia"
"11529","Potentilla approximata"
"11530","Veronica austriaca  subsp. dentata"
"11531","Allium bidentatum"
"11532","Urtica cannabina"
"11533","Astragalus chinensis"
"11534","Leymus chinensis"
"11535","Potentilla conferta"
"11536","Astragalus danicus"
"11537","Taraxacum dealbatum"
"11538","Leonurus deminutus"
"11539","Cynoglossum divaricatum"
"11540","Cirsium esculentum"
"11541","Medicago falcata  subsp. falcata"
"11542","Elymus fibrosus"
"11543","Sphallerocarpus gracilis"
"11544","Madia gracilis"
"11545","Linum grandiflorum"
"11546","Potentilla hypoleuca"
"11547","Viola kitaibeliana"
"11548","Matthiola longipetala  subsp. bicornis"
"11549","Elymus macrourus"
"11550","Persicaria maculata"
"11551","Sorbaronia x fallax"
"11552","Pulmonaria mollis"
"11553","Cnidium monnieri"
"11554","Trifolium montanum"
"11555","Potentilla multifida"
"11556","Allium nutans"
"11557","Allium cernuum"
"11558","Pulmonaria obscura"
"11559","Tragopogon orientalis"
"11560","Tragopogon pusillus"
"11561","Tripolium pannonicum"
"11562","Calceolaria pinnata"
"11563","Ranunculus polyanthemos"
"11564","Allium proliferum"
"11565","Centaurea pseudomaculosa"
"11566","Sigesbeckia pubescens"
"11567","Raphanus raphanistrum  subsp. rostratus"
"11568","Carex rochebrunei  subsp. rochebrunei"
"11569","Nonea rossica"
"11570","Periploca sepium"
"11571","Rhinanthus serotinus subsp. aestivalis"
"11572","Brunnera sibirica"
"11573","Atriplex sibirica"
"11574","Populus simonii"
"11575","Taraxacum sinicum"
"11576","Taraxacum scariosum"
"11577","Poa subfastigiata"
"11578","Tagetes tenuifolia"
"11579","Pimpinella thellungiana"
"11580","Potentilla tobolensis"
"11581","Elymus trachycaulus"
"11582","Persicaria trigonocarpa"
"11583","Phlomoides tuberosa"
"11584","Plantago uliginosa"
"11585","Primula veris  subsp. macrocalyx"
"11586","Alchemilla vulgaris"
"11587","Petasites japonicus  subsp. giganteus"
"11588","Fragaria nipponica"
"11589","Oenothera lamarckiana"
"11590","Phragmites australis  subsp. altissimus"
"11591","Koeleria delavignei"
"11592","Aconogonon divaricatum"
"11593","Larix gmelinii"
"11594","Iris hybrida"
"11595","Calystegia sepium  subsp. americana"
"11596","Ranunculus montanus"
"11597","Phyteuma orbiculare"
"11598","Koeleria pyramidata"
"11599","Chamaecytisus ruthenicus"
"11600","Achillea pannonica"
"11601","Campanula sibirica"
"11602","Phyteuma spicatum"
"11603","Pyrus ussuriensis"
"11604","Polygonatum verticillatum"
"11605","Erysimum canescens"
"11606","Erysimum nevadense"
"11607","Erysimum graecum"
"11608","Delphinium"
"11609","Crataegus horrida"
"11610","Juglans mandshurica"
"11611","Erysimum quadrangulum"
"11612","Helianthus subcanescens"
"11613","Achillea acuminata"
"11614","Achillea ptarmica  subsp. ptarmica"
"11615","Aegopodium alpestre"
"11616","Vicia amoena"
"11617","Aconogonon angustifolium"
"11618","Lappula anisacantha"
"11619","Polygonum boreale"
"11620","Gastrolychnis brachypetala"
"11621","Hordeum brevisubulatum"
"11622","Ptarmica camtschatica"
"11623","Potentilla chrysantha"
"11624","Artemisia pubescens"
"11625","Plantago cornuti"
"11626","Aquilegia"
"11627","Anemonastrum dichotomum"
"11628","Kadenia dubia"
"11629","Poa eminens"
"11630","Potentilla fragiformis"
"11631","Leptopyrum fumarioides"
"11632","Campanula glomerata  subsp. speciosa"
"11633","Carex gmelinii"
"11634","Angelica gmelinii"
"11635","Euphrasia hirtella"
"11636","Artemisia jacutica"
"11637","Vicia japonica"
"11638","Carex laevissima"
"11639","Thalictrum lucidum"
"11640","Tripleurospermum maritimum subsp. phaeocephalum"
"11641","Vicia megalotropis"
"11642","Leymus mollis"
"11643","Artemisia mongolica"
"11644","Elymus mutabilis"
"11645","Dracocephalum nutans"
"11646","Astragalus onobrychis"
"11647","Sanguisorba tenuifolia"
"11648","Catolobus pendulus"
"11649","Adenophora pereskiifolia"
"11650","Dontostemon pinnatifidus"
"11651","Veronica prostrata"
"11652","Jacobaea pseudoarnica"
"11653","Lappula redowskii"
"11654","Polygonum rigidum"
"11655","Potentilla sanguisorba"
"11656","Descurainia sophioides"
"11657","Heracleum sphondylium  subsp. sibiricum"
"11658","Atriplex subcordata"
"11659","Tripleurospermum subpolare"
"11660","Artemisia tanacetifolia"
"11661","Artemisia atrata"
"11662","Valeriana transjenisensis"
"11663","Adenophora tricuspidata"
"11664","Astragalus uliginosus"
"11665","Astragalus glycyphylloides"
"11666","Plantago urvillei"
"11667","Rosa dumalis"
"11668","Leymus karelinii"
"11669","Cornus sanguinea"
"11670","Cornus controversa"
"11671","Tournefortia sibirica"
"11672","Caragana turkestanica"
"11673","Dictamnus albus"
"11674","Valeriana alliariifolia"
"11675","Scrophularia altaica"
"11676","Allium altissimum"
"11677","Corydalis ambigua"
"11678","Crataegus ambigua"
"11679","Arisaema amurense"
"11680","Berberis amurensis"
"11681","Narcissus tenuior"
"11682","Narcissus angustifolius"
"11683","Centaurea reichenbachii"
"11684","Centaurea polyclada"
"11685","Centaurea arenaria"
"11686","Onobrychis arenaria"
"11687","Onobrychis gracilis  subsp. gracilis"
"11688","Valeriana armena"
"11689","Symphytum azureum"
"11690","Acanthocephalus benthamianus"
"11691","Hesperis bicuspidata"
"11692","Lactuca biennis"
"11693","Corydalis bracteata"
"11694","Clematis brevicaudata"
"11695","Schizopepon bryoniifolius"
"11696","Trillium camschatcense"
"11697","Apocynum cannabinum"
"11698","Corydalis capnoides"
"11699","Mentha carinthiaca"
"11700","Rosa caryophyllacea"
"11701","Ranunculus caucasicus"
"11702","Rubus caucasicus"
"11703","Vitis coignetiae"
"11704","Carex colchica"
"11705","Symphytum cordatum"
"11706","Crataegus dahurica"
"11707","Aruncus sylvester"
"11708","Aconogonon fennicum"
"11709","Prunus fruticosa"
"11710","Aesculus glabra"
"11711","Ampelopsis glandulosa  var. brevipedunculata"
"11712","Geranium gracile"
"11713","Geranium schrenkianum"
"11714","Geranium caespitosum"
"11715","Tulipa greigi"
"11716","Podophyllum hexandrum"
"11717","Adenocaulon himalaicum"
"11718","Silphiodaucus hispidus"
"11719","Hemerocallis hybrida"
"11720","Cotoneaster integerrimus"
"11721","Veronica intercedens"
"11722","Hylomecon japonica"
"11723","Tulipa kaufmanniana"
"11724","Atriplex laevis"
"11725","Eremogone longifolia"
"11726","Mentha longifolia  var. asiatica"
"11727","Populus longifolia"
"11728","Bupleurum longifolium"
"11729","Potentilla longipes"
"11730","Euonymus maackii"
"11731","Prunus maackii"
"11732","Cardamine amara"
"11733","Rubus macrophyllus"
"11734","Acer mandshuricum"
"11735","Najas marina"
"11736","Plantago maritima  subsp. ciliata"
"11737","Crataegus maximowiczii"
"11738","Carex melanostachya"
"11739","Equisetum moorei"
"11740","Populus moskoviensis"
"11741","Symphytum x mosquense"
"11742","Leymus multicaulis"
"11743","Hieracium murorum  subsp. sylvularum"
"11744","Cotoneaster nebrodensis"
"11745","Populus nevensis"
"11746","Solidago niederederi"
"11747","Crataegus nigra"
"11748","Nepeta nuda"
"11749","Corydalis ochotensis"
"11750","Erysimum crepidifolium"
"11751","Astrodaucus orientalis"
"11752","Dodartia orientalis"
"11753","Leymus paboanus"
"11754","Padus pensylvanica"
"11755","Seseli peucedanoides"
"11756","Crataegus pinnatifida"
"11757","Eremogone procera"
"11758","Thymus pulegioides  subsp. pannonicus"
"11759","Prunus pumila"
"11760","Olimarabidopsis pumila"
"11761","Symphyotrichum puniceum"
"11762","Xanthogalum purpurascens"
"11763","Leymus ramosus"
"11764","Campanula rapunculoides  subsp. cordifolia"
"11765","Crataegus rhipidophylla"
"11766","Echinops ritro"
"11767","Echinops sphaerocephalus  subsp. sphaerocephalus"
"11768","Crataegus rivularis"
"11769","Malus robusta"
"11770","Scilla rosenii"
"11771","Alcea rugosa"
"11772","Festuca rupicola"
"11773","Tragopogon ruthenicus"
"11774","Valeriana excelsa  subsp. sambucifolia"
"11775","Carex secalina"
"11776","Galatella sedifolia subsp. biflora"
"11777","Galatella sedifolia"
"11778","Bassia sedoides"
"11779","Eleutherococcus senticosus"
"11780","Populus sibirica"
"11781","Acer spicatum"
"11782","Flueggea suffruticosa"
"11783","Pseudoheterocaryum szovitsianum"
"11784","Acer tegmentosum"
"11785","Puccinellia tenuissima"
"11786","Isopyrum thalictroides"
"11787","Populus tristis"
"11788","Nepeta ucranica"
