refinedScientificName,usageKey
Muhlenbergia microsperma,8071042
Muhlenbergia multiflora,4119274
Muhlenbergia racemosa,2703956
Muhlenbergia schreberi,2704002
Muhlenbergia sylvatica,2704046
Muhlenbergia uniflora,2703970
Mummenhoffia alliacea,10944522
Muntingia calabura,3152036
Muraltia heisteria,4050551
Murdannia dimorpha,2764777
Murdannia keisak,2764809
Murdannia nudiflora,2764680
Murdannia simplex,2764739
Murdannia spirata,7899974
Murdannia vaginata,2764834
Murraya koenigii,5421333
Murraya paniculata,8190743
Musa acuminata,2762680
Musa balbisiana,2762950
Musa balbisiana liukiuensis,2762954
Musa basjoo,2762737
Musa coccinea,2762920
Musa nana,3750363
Musa ornata,2762989
Musa paradisiaca,2762752
Musa textilis,2762907
Musa troglodytarum,2762936
Musa velutina,2762971
Musanga cecropioides,5643189
Muscari armeniacum,8152187
Muscari aucheri,2772206
Muscari botryoides,2772094
Muscari neglectum,2772020
Mussaenda elegans,2892527
Mussaenda erythrophylla,2892634
Mussaenda frondosa,2892470
Mussaenda philippica,2892466
Mutellina purpurea,3629113
Myagrum perfoliatum,3047811
Myoporum insulare,3746220
Myoporum laetum,3172657
Myoporum montanum,3746146
Myoporum tenuifolium,7335194
Myosotis alpina,7295189
Myosotis azorica,8405185
Myosotis discolor,5341177
Myosotis latifolia,5341183
Myosotis laxa baltica,7807285
Myosotis ramosissima,7589756
Myosotis secunda,7294809
Myosotis sparsiflora,7814874
Myosotis stolonifera,7526347
Myosotis stricta,5341190
Myosotis sylvatica,5341175
Myosotis verna,5341179
Myrica cerifera,8038589
Myrica faya,5414211
Myrica pensylvanica,7780807
Myrica rubra,8216229
Myrica serrata,11613358
Myricaria germanica,12193726
Myriophyllum aquaticum,5361785
Myriophyllum crispatum,5555442
Myriophyllum heterophyllum,5361762
Myriophyllum hippuroides,5361772
Myriophyllum humile,5361771
Myriophyllum pinnatum,5361776
Myriophyllum quitense,5361788
Myriophyllum simulans,5555409
Myriophyllum spicatum,5361760
Myristica fragrans,5406817
Myrmecophila tibicinis,5308714
Myrosma cannifolia,2761003
Myroxylon balsamum,5357190
Myrtillocactus geometrizans,7279778
Myrtus berlandiereana,3716353
Myrtus communis,3180085
Najas gracillima,5329454
Najas graminea,5329404
Najas guadalupensis,5329293
Najas guadalupensis olivacea,5329310
Najas madagascariensis,5329430
Najas marina,5329324
Najas minor,5329434
Najas wrightiana,5329424
Nama hispida,7155048
Nama jamaicensis,7155030
Nandina domestica,5371712
Napaea dioica,5406715
Napoleonaea heudelotii,3083474
Napoleonaea imperialis,3083461
Narcissus angustifolius,8237855
Narcissus boutignyanus,2858795
Narcissus bulbocodium,2858846
Narcissus compressus,2858454
Narcissus cuneiflorus,2858431
Narcissus cyclamineus,2858654
Narcissus cyclazetta,4013762
Narcissus dichromus,4013758
Narcissus hispanicus,2858384
Narcissus incomparabilis,2859255
Narcissus jonquilla,2858909
Narcissus medio-luteus,2858896
Narcissus monochromus,4014301
Narcissus odorus,2858472
Narcissus papyraceus,2858739
Narcissus papyraceus panizzianus,2858770
Narcissus poeticus,2858581
Narcissus poeticus radiiflorus,2858584
Narcissus pseudonarcissus,2858244
Narcissus pseudonarcissus bicolor,2858337
Narcissus pseudonarcissus minor,2858407
Narcissus pseudonarcissus moschatus,2858312
Narcissus pseudonarcissus nobilis,2858245
Narcissus taitii,2858892
Narcissus tazetta,2858963
Narcissus tazetta aureus,2858972
Narcissus tazetta chinensis,2859201
Narcissus tazetta italicus,2859145
Narcissus triandrus,2858501
Nassella cernua,5289832
Nassella charruana,5674177
Nassella chilensis,5289835
Nassella hyalina,5674047
Nassella leucotricha,5289834
Nassella manicata,5679380
Nassella megapotamia,5679381
Nassella neesiana,5289831
Nassella poeppigiana,5679401
Nassella tenuissima,5289833
Nassella trichotoma,9613389
Nassella viridula,5289830
Nasturtium gambelii,5375449
Nasturtium microphyllum,9184619
Nasturtium officinale,7701037
Nasturtium sterile,5550943
Naucleopsis naga,7262846
Navarretia leucocephala,2927680
Navarretia propinqua,4056051
Neatostema apulum,4061000
Neillia incisa,3853033
Nekemias arborea,8099353
Nekemias megalophylla,7590315
Nelsonia canescens,5415356
Nelumbo lutea,7503234
Nelumbo nucifera,2882449
Nemastylis tenuis,2749618
Nemesia floribunda,5563085
Nemesia strumosa,5414643
Nemophila maculata,2928034
Nemophila menziesii,2928026
Nemophila menziesii atomaria,7608983
Nemophila phacelioides,7771136
Neogaerrhinum filipes,3171153
Neojeffreya decurrens,3086900
Neolamarckia cadamba,2896888
Neololeba atra,4146270
Neonotonia wightii,2947913
Neotorularia contortuplicata,8580553
Neotorularia torulosa,3047352
Nepeta camphorata,6412515
Nepeta cataria,5341499
Nepeta faasenii,7350989
Nepeta grandiflora,5341498
Nepeta nuda,7309059
Nepeta racemosa,5341497
Nepeta sibirica,7540389
Nepeta tenuifolia,5609573
Nepeta ucranica,7308802
Nephelium lappaceum,5421126
Nephrolepis biserrata,12262828
Nephrolepis brownii,4196780
Nephrolepis cordifolia,2650930
Nephrolepis exaltata,2650927
Nephrolepis falcata,2650928
Nephrolepis hirsutula,2650931
Nephrolepis obliterata,4196793
Nephrolepis pectinata,2650938
Nephrolepis pendula,7811517
Nephrolepis undulata,2650934
Neptunia gracilis,
Neptunia plena,5353568
Neptunia prostrata,5353534
Neptunia triquetra,5353547
Nerine bowdenii,5326845
Nerine filifolia,5326933
Nerine sarniensis,5326867
Nerine undulata,5326908
Nerium oleander,3169756
Nertera granadensis,2911624
Neslia paniculata,9040863
Nesogenes rotensis,5669617
Neuontobotrys linearifolius,3046731
Neurada procumbens,3701813
Neurolaena lobata,7545076
Neustanthus phaseoloides,2977687
Neustanthus phaseoloides javanicus,9911587
Neyraudia reynaudiana,2705687
Nicandra physalodes,5341754
Nicoteba betonica,3173086
Nicotiana acuminata,2928781
Nicotiana alata,2928761
Nicotiana flindersiensis,3800034
Nicotiana glauca,2928783
Nicotiana langsdorffii,8081001
Nicotiana longiflora,2928766
Nicotiana obtusifolia,8279512
Nicotiana paniculata,2928760
Nicotiana plumbaginifolia,2928768
Nicotiana quadrivalvis,2928770
Nicotiana repanda,2928778
Nicotiana rustica,2928775
Nicotiana sanderae,3799170
Nicotiana suaveolens,2928764
Nicotiana sylvestris,2928767
Nicotiana tabacum,2928774
Nicotiana wigandioides,7411875
Nidorella aegyptiaca,8339120
Nidorella ulmifolia,9500571
Nierembergia linariifolia,7299427
Nierembergia minima,3798438
Nierembergia scoparia,2928991
Nigella arvensis,7278276
Nigella damascena,5371702
Nigella sativa,5371700
Nigella segetalis,5616659
Nipponanthemum nipponicum,3151854
Noccaea caerulescens brachypetala,3045464
Noccaea caerulescens caerulescens,7068613
Noccaea perfoliata,7639623
Noltea africana,3877365
Nonea echioides,4060691
Nonea lutea,2926042
Nonea pallens,7622027
Nonea pulla,7294644
Nonea rosea,2926041
Nonea rossica,4060361
Nonea versicolor,4060258
Nonea vesicaria,2926043
Noronhia emarginata,8227431
Nothofagus alpina,2874878
Nothofagus obliqua,2874984
Nothosaerva brachiata,3675362
Nothoscordum bivalve,2855600
Nothoscordum borbonicum,2855486
Nothoscordum gracile,2855519
Notobasis syriaca,3122323
Nuphar advena,6434985
Nuphar japonica,7326938
Nuphar lutea,7551339
Nuphar rubrodisca,3697714
Nuphar variegata,6434989
Nuttallanthus canadensis,3172134
Nuttallanthus texanus,3172129
Nyctanthes arbor-tristis,3683008
Nymphaea alba,2882437
Nymphaea daubeniana,7797006
Nymphaea elegans,2882415
Nymphaea lotus,2882429
Nymphaea lotus thermalis,4940234
Nymphaea marliacea,7802465
Nymphaea mexicana,2882420
Nymphaea nouchali,7326947
Nymphaea nouchali caerulea,3697635
Nymphaea odorata,2882412
Nymphaea odorata tuberosa,3697489
Nymphaea rubra,7365664
Nymphaea tetragona,2882422
Nymphaea thiona,2882439
Nymphoides aquatica,5341508
Nymphoides geminata,5592338
Nymphoides hydrophylla,5592249
Nymphoides indica,5341503
Nymphoides peltata,8810827
Nypa fruticans,2738422
Oberna cserei,3809336
Oberna multifida,3809271
Oberna uniflora,7267217
Ochagavia carnea,2696031
Ochna atropurpurea,3695385
Ochna ciliata,3694999
Ochna jabotapita,3189676
Ochna kirkii,3189678
Ochna serrulata,3189680
Ochna thomasiana,3189677
Ochroma pyramidale,3152240
Ochrosia elliptica,3169645
Ocimum africanum,3898584
Ocimum americanum,2927097
Ocimum basilicum,2927096
Ocimum campechianum,2927098
Ocimum gratissimum,2927094
Ocimum minimum,3896957
Ocimum ovatum,3896673
Ocimum tenuiflorum,2927100
Ocotea foetens,4180201
Odontarrhena alpestris,3044956
Odontarrhena argentea,3045113
Odontarrhena corsica,11062190
Odontites glutinosus,7399947
Odontites jaubertianus,7564934
Odontites luteus,7855120
Odontites vulgaris,5415024
Odontocarya tamoides,7268771
Odontonema cuspidatum,5415341
Odontonema nitidum,5415338
Odontonema tubaeforme,5575932
Oeceoclades maculata,2840119
Oemleria cerasiformis,2988485
Oenanthe aquatica,5371888
Oenanthe fistulosa,5371890
Oenanthe globulosa,5540405
Oenanthe javanica,5371886
Oenanthe pimpinelloides,5371889
Oenanthe sarmentosa,5371891
Oenothera,3188799
Oenothera acaulis,7322571
Oenothera adriatica,3666037
Oenothera affinis,3188847
Oenothera albicaulis,7732613
Oenothera anomala,3665571
Oenothera berlandieri,3188799
Oenothera berlandieri pinifolia,3665276
Oenothera biennis,3188924
Oenothera braunii,7800930
Oenothera cinerea,7161122
Oenothera clelandii,3188824
Oenothera curtiflora,3667406
Oenothera drawertii,3667007
Oenothera drummondii,3188857
Oenothera editicaulis,3666916
Oenothera elata,3188829
Oenothera fallacoides,7861535
Oenothera fallax,7915783
Oenothera filiformis,3666633
Oenothera fruticosa,7884360
Oenothera gaura,3666302
Oenothera glaucifolia,3666072
Oenothera glazioviana,3188894
Oenothera grandis,7776230
Oenothera heiniana,3665611
Oenothera heterophylla,3188804
Oenothera hispida,7711250
Oenothera humifusa,3188891
Oenothera indecora,7322393
Oenothera italica,3664928
Oenothera jamesii,3188805
Oenothera jueterbogensis,7322362
Oenothera kunthiana,3188917
Oenothera laciniata,3188867
Oenothera lamarckiana,3188799
Oenothera lindheimeri,3664589
Oenothera longiflora,8340805
Oenothera macrocarpa,3188904
Oenothera mollissima,3188811
Oenothera nuda,3667628
Oenothera nuttallii,7744278
Oenothera oakesiana,3188884
Oenothera odorata,7808784
Oenothera oehlkersi,8153538
Oenothera parodiana,7322757
Oenothera parviflora,8994150
Oenothera perennis,3188838
Oenothera picensis,7322734
Oenothera pilosella,3188916
Oenothera polgarii,3666929
Oenothera pubescens,3188850
Oenothera punctulata,3666491
Oenothera rhombipetala,3188826
Oenothera rosea,3188875
Oenothera salicifolia,7616556
Oenothera sandiana,3665614
Oenothera serrulata,3189369
Oenothera sinuosa,3665147
Oenothera spachiana,3188883
Oenothera speciosa,3188859
Oenothera stricta,3188830
Oenothera strigosa depressa,7601942
Oenothera suffrutescens,3664650
Oenothera tetragona,6427785
Oenothera tetraptera,3188815
Oenothera triloba,3188906
Oenothera villosa,3188896
Oenothera villosa strigosa,3663752
Ohwia caudata,2942986
Oldenlandia capensis,2916000
Oldenlandia corymbosa,2911970
Oldenlandia corymbosa caespitosa,2912001
Oldenlandia corymbosa corymbosa,7067153
Oldenlandia herbacea,2911992
Oldenlandia lancifolia,2916221
Oldenlandia pumila,2916211
Oldenlandia salzmannii,2916304
Oldenlandiopsis callitrichoides,2897129
Olea europaea,5415040
Olea europaea cerasiformis,5549475
Olea europaea cuspidata,5830157
Olearia avicenniifolia,5404996
Olearia haastii,5405015
Olearia lyallii,5405201
Olearia macrodonta,5405000
Olearia paniculata,5405261
Olearia traversii,5405403
Olimarabidopsis pumila,3042459
Olyra latifolia,5290105
Omalotheca sylvatica,3103192
Omphalodes verna,2926048
Oncidium altissimum,5321947
Oncosiphon grandiflorus,3118646
Oncosiphon piluliferum,3118650
Oncosiphon suffruticosum,3118663
Onobrychis aequidentata,2972545
Onobrychis arenaria,2972841
Onobrychis viciifolia,2972595
Onoclea sensibilis,2650903
Onoclea struthiopteris,2651005
Ononis alopecuroides,2977222
Ononis alopecuroides exalopecuroides,3970675
Ononis arvensis,2977171
Ononis natrix,2977234
Ononis spinosa,2977149
Ononis spinosa procurrens,2977156
Onopordum acanthium,3094900
Onopordum acaulon,3094884
Onopordum bracteatum,3094945
Onopordum illyricum,3094910
Onopordum majori,7985495
Onopordum myriacanthum,3094925
Onopordum nervosum,3094921
Onopordum tauricum,3094939
Onychium japonicum,7707728
Operculina turpethum,5341747
Operculina ventricosa,5549382
Ophioglossum californicum,2650150
Ophioglossum pendulum,2650130
Ophiopogon japonicus,2774158
Ophiuros exaltatus,4144505
Opizia stolonifera,2703060
Oplismenus burmanni,2705738
Oplismenus compositus,2705733
Oplismenus hirtellus,2705737
Oplismenus undulatifolius,7745203
Opuntia,3084187
Opuntia aurantiaca,5384186
Opuntia austrina,5621448
Opuntia cochenillifera,5384050
Opuntia decumbens,7280334
Opuntia dejecta,5620308
Opuntia demissa,5384158
Opuntia elata,7388512
Opuntia elatior,5620016
Opuntia engelmannii,8014872
Opuntia engelmannii lindheimeri,5619968
Opuntia engelmannii linguiformis,5619965
Opuntia ficus-indica,5384064
Opuntia fragilis,5384113
Opuntia humifusa,5384047
Opuntia leucotricha,5384076
Opuntia macrorhiza,5384048
Opuntia microdasys,7283961
Opuntia monacantha,5384142
Opuntia phaeacantha,5384038
Opuntia polyacantha erinacea,5625429
Opuntia polyacantha hystricina,5625426
Opuntia pubescens,5625358
Opuntia robusta,8171268
Opuntia scheeri,5624922
Opuntia spinulifera,5624755
Opuntia streptacantha,7283335
Opuntia stricta,5384075
Opuntia tomentosa,5384035
Opuntia tuna,5384105
Orbea variegata,3574727
Oreocarya spiculifera,2926156
Oreomecon alpina,12076717
Origanum majorana,2926615
Origanum majoricum,3894423
Origanum vulgare,2926612
Origanum vulgare hirtum,9508942
Origanum vulgare virens,7666117
Origanum vulgare viridulum,4931129
Orlaya daucorlaya,3638293
Orlaya grandiflora,3638282
Ormocarpum cochinchinense,2954036
Ornithogalum arabicum,8243662
Ornithogalum boucheanum,2773055
Ornithogalum divergens,2773453
Ornithogalum narbonense,2772958
Ornithogalum nutans,2773281
Ornithogalum orthophyllum,2773142
Ornithogalum pyramidale,2772885
Ornithogalum pyrenaicum,2772902
Ornithogalum thyrsoides,2773545
Ornithogalum umbellatum,2773448
Ornithopus compressus,5358265
Ornithopus perpusillus,5358256
Ornithopus pinnatus,5358260
Ornithopus sativus,5358266
Ornithopus sativus isthmocarpus,5708631
Orobanche aegyptiaca,3735365
Orobanche amethystea,7519710
Orobanche brassicae,3734775
Orobanche cernua,3173260
Orobanche crenata,3173273
Orobanche gracilis,7750780
Orobanche hederae,3733128
Orobanche minor,3173271
Orobanche mutelii,7565789
Orobanche nana,3731991
Orobanche purpurea,6651
Orobanche ramosa,7767780
Orobanche rubi,3731228
Orobanche sanguinea,7686533
Orontium aquaticum,5330733
Oropetium thomaeum,4142653
Orthocarpus bracteosus,3171637
Orthocarpus luteus,3171645
Orthosiphon aristatus,7308026
Orthrosanthus chimboracensis,2746374
Orychophragmus violaceus,3041285
Oryza glaberrima,2703464
Oryza latifolia,2703456
Oryza rufipogon,2703463
Oryza sativa,2703459
Oryzopsis hymenoides,2703429
Osbeckia octandra,5600551
Oscularia deltoides,3707693
Osmanthus fragrans,3172278
Osmanthus heterophyllus,3172276
Osmoxylon luzoniense,3037154
Osmunda regalis,8049341
Osteospermum calendulaceum,7792005
Osteospermum moniliferum,4252828
Osteospermum moniliferum rotundatum,9520185
Osteospermum monstrosum,8154248
Osteospermum spinescens,7793397
Othonna daucifolia,9251599
Ottelia alismoides,5329515
Ottelia ovalifolia,5329501
Oxalis acetosella,8211958
Oxalis articulata,2891664
Oxalis articulata crassipes,3628049
Oxalis barrelieri,2891750
Oxalis bifurca,3627557
Oxalis bowiei,7461212
Oxalis brasiliensis,10905755
Oxalis caprina,3626594
Oxalis chnoodes,3626265
Oxalis compressa,8180794
Oxalis corniculata,8427624
Oxalis corniculata pilosa,6423144
Oxalis debilis,2891707
Oxalis decaphylla,2891652
Oxalis dehradunensis,3627330
Oxalis depressa,3627194
Oxalis dillenii,2891677
Oxalis exilis,3626311
Oxalis flava,3626045
Oxalis glabra,3627724
Oxalis hirta,2891754
Oxalis incarnata,2891720
Oxalis intermedia,2891758
Oxalis latifolia,2891755
Oxalis laxa,2891716
Oxalis magellanica,3626991
Oxalis megalorrhiza,7318087
Oxalis obtusa,3627834
Oxalis perdicaria,3626967
Oxalis perennans,3626958
Oxalis pes-caprae,2891661
Oxalis polyphylla,3626374
Oxalis polyphylla pentaphylla,7504218
Oxalis ptychoclada,7318270
Oxalis purpurata,8315947
Oxalis purpurea,2891764
Oxalis rosea,7156959
Oxalis spiralis,7156841
Oxalis stricta,9823072
Oxalis tetraphylla,7560711
Oxalis thompsoniae,3627672
Oxalis triangularis,7156971
Oxalis tuberosa,2891751
Oxalis valdiviensis,7318131
Oxalis versicolor,8097265
Oxalis violacea,2891708
Oxybaphus nyctagineus,5927666
Oxybasis,7339868
Oxybasis glauca,8290282
Oxycaryum cubense,2710864
Oxydendrum arboreum,2882708
Oxygonum atriplicifolium,4038306
Oxygonum sinuatum,4036410
Oxypetalum coeruleum,3572841
Oxypolis occidentalis,3034747
Oxyrhynchus volubilis,5357235
Oxyspora paniculata,3188629
Oxytropis campestris varians,5361574
Oxytropis deflexa,5361424
Oxytropis floribunda,5361002
Oxytropis glabra,5361642
Oxytropis pumilio,5361469
Ozothamnus diosmifolius,3111921
Pabstiella yauaperyensis,2832146
Pachira aquatica,3152235
Pachira glabra,4073899
Pachira insignis,3152236
Pachyphragma macrophyllum,5373292
Pachypodium saundersii,5535440
Pachyrhizus ahipa,2974665
Pachyrhizus erosus,2974683
Pachyrhizus tuberosus,2974678
Pachysandra procumbens,2984677
Pachysandra terminalis,2984676
Pachystachys coccinea,3778711
Pachystachys lutea,3778625
Pachystachys spicata,3172977
Packera glabella,3113939
Packera plattensis,3113959
Padus pensylvanica,8592272
Paederia cruddasiana,2909512
Paederia foetida,2909527
Paeonia lactiflora,3083486
Paeonia mascula,7155281
Paeonia officinalis,3083488
Paeonia suffruticosa,7155259
Paesia scaberula,5532267
Palafoxia callosa,3121697
Palafoxia texana,3121716
Palafoxia texana ambigua,4240929
Palaquium gutta,7520030
Palicourea ownbeyi,8834999
Palisota bracteosa,2763793
Paliurus spina-christi,5372457
Pallenis spinosa,5385215
Pancratium maritimum,2853283
Pancratium zeylanicum,2853243
Pandanus amaryllifolius,9296315
Pandanus dubius,5328028
Pandanus gracilis,5327849
Pandanus hahnii,5534830
Pandanus livingstonianus,5328103
Pandanus maximus,5328470
Pandanus odorifer,5327293
Pandanus tectorius,8023236
Pandanus utilis,5327557
Pandanus whitmeeanus,5327748
Pandorea jasminoides,7298716
Pandorea pandorana,5668503
