refinedScientificName,usageKey
Leptosiphon androsaceus,5659461
Leptosiphon nuttallii pubescens,5659969
Leptospermum laevigatum,3181709
Leptospermum lanigerum,3181859
Leptospermum morrisonii,3181893
Leptospermum petersonii,3181958
Leptospermum polygalifolium,3181788
Leptospermum rotundifolium,3181898
Leptospermum scoparium,3181762
Leptospron adenanthum,7989033
Lepyrodiclis holosteoides,3085346
Lespedeza bicolor,2955759
Lespedeza cyrtobotrya,2955621
Lespedeza davidii,2955816
Lespedeza davurica,2955802
Lespedeza floribunda,2955761
Lespedeza homoloba,2955727
Lespedeza inschanica,2955606
Lespedeza intermixta,2955791
Lespedeza juncea,8458528
Lespedeza stuevei,2955756
Lespedeza thunbergii,2955644
Lespedeza thunbergii satsumensis,6405396
Lespedeza thunbergii thunbergii,7224815
Lespedeza virgata,2955629
Lessertia frutescens,5633333
Leucadendron argenteum,5638376
Leucaena diversifolia,2970394
Leucaena esculenta,2970341
Leucaena leucocephala,2970418
Leucaena leucocephala glabrata,2970421
Leucaena shannonii,2970363
Leucaena spontanea,2970417
Leucaena trichandra,2970374
Leucaena trichodes,2970408
Leucanthemella serotina,3088405
Leucanthemopsis alpina,3122039
Leucanthemum lacustre,5401010
Leucanthemum maximum,5401002
Leucanthemum superbum,5401007
Leucas aspera,5607947
Leucas cephalotes,5606847
Leucas decemdentata,7307245
Leucas lavandulifolia,7307152
Leucas martinicensis,7775217
Leucas tettensis,5606231
Leucas zeylanica,7621903
Leucas zeylanica walkeri,8400333
Leucocasia gigantea,2870285
Leucojum aestivum,2860425
Leucojum aestivum pulchellum,2860430
Leucojum vernum,2860409
Leucophyllum frutescens,3172138
Leucophysalis grandiflora,2928967
Leucospora multifida,3171908
Leucothoe axillaris,5333357
Leucothoe fontanesiana,5333354
Leucothrinax morrisii,2731966
Leuenbergeria bleo,10629177
Leuenbergeria zinniiflora,11035307
Levisticum officinale,5371772
Leycesteria formosa,2888579
Leymus angustus,2706347
Leymus chinensis,4134259
Leymus karelinii,4130335
Leymus multicaulis,2706326
Leymus paboanus,4129970
Leymus racemosus,2706374
Leymus ramosus,4129814
Leymus triticoides,2706379
Leymus villosissimus,4129467
Liatris aspera,3104265
Liatris cylindracea,3104278
Liatris ligulistylis,3104285
Liatris punctata,3104349
Liatris pycnostachya,3104293
Liatris pycnostachya pycnostachya,7222241
Liatris spicata,3104314
Liatris squarrosa,3104295
Libertia chilensis,5296860
Libidibia coriaria,2958707
Libidibia punctata,3931553
Licuala spinosa,2736405
Ligularia dentata,5395475
Ligularia przewalskii,5395559
Ligularia stenocephala,5395542
Ligusticum canadense,3034793
Ligustrum henryi,3683253
Ligustrum japonicum,3172301
Ligustrum lucidum,3172297
Ligustrum obtusifolium,3172296
Ligustrum obtusifolium microphyllum,3682678
Ligustrum ovalifolium,3172291
Ligustrum quihoui,3172299
Ligustrum robustum,6432960
Ligustrum robustum walkeri,3682409
Ligustrum sinense,3172294
Ligustrum tschonoskii,6432927
Ligustrum vulgare,3172300
Lilaeopsis attenuata,10850644
Lilaeopsis carolinensis,3034173
Lilium,2752977
Lilium bulbiferum,2753079
Lilium candidum,2753090
Lilium formosanum,2753371
Lilium hansonii,2753520
Lilium lancifolium,2753380
Lilium longiflorum,2753336
Lilium martagon,2753146
Lilium monadelphum,12216490
Lilium philippinense,2753045
Lilium pyrenaicum,2753026
Lilium regale,2753135
Limnanthes douglasii,5334527
Limnocharis flava,5328736
Limnocharis laforestii,5328742
Limnodea arkansana,2705459
Limnophila chinensis,6033875
Limnophila heterophylla,5563158
Limnophila indica,5415004
Limnophila ludoviciana,5415002
Limnophila rugosa,5563114
Limnophila sessiliflora,5415001
Limoniastrum monopetalum,4088889
Limonium binervosum,9035514
Limonium bonducellii,4089947
Limonium brassicifolium,7298130
Limonium companyonis,4088675
Limonium diffusum,4090372
Limonium gougetianum,7298070
Limonium hyblaeum,4088788
Limonium leptostachyum,3082314
Limonium lobatum,8419208
Limonium meyeri,4089989
Limonium otolepis,3082317
Limonium perezii,7699652
Limonium platyphyllum,4088624
Limonium preauxii,4088489
Limonium ramosissimum,7136769
Limonium sinuatum,3082297
Limonium vulgare,3082322
Limosella australis,3172213
Linanthus pungens,4056786
Linaria angustissima,5415014
Linaria arenaria,8105164
Linaria arvensis,5562956
Linaria bordiana,7400199
Linaria chalepensis,7963687
Linaria dalmatica,5415011
Linaria dominii,8159267
Linaria genistifolia,5415013
Linaria incarnata,5415018
Linaria maroccana,5415016
Linaria nigricans,8047281
Linaria odora,8361818
Linaria pelisseriana,7886077
Linaria pinifolia,5415007
Linaria purpurea,5415012
Linaria reflexa,8151790
Linaria repens,5415019
Linaria sepium,5415022
Linaria simplex,8287616
Linaria spartea,5415017
Linaria supina,5415009
Lindackeria bukobensis,3879739
Lindackeria fragrans,3879706
Lindera aggregata,7304587
Lindernia dubia,3171888
Lindernia procumbens,8602699
Lindsaea ensifolia,2650772
Lindsaea guianensis,2650769
Lindsaea lancea,2650765
Lindsaea quadrangularis,2650767
Lindsaea stricta,7525515
Lindsaea stricta parvula,3604981
Linnaea amabilis,7529757
Linnaea chinensis,5599048
Linnaea floribunda,5599027
Linum austriacum,2873877
Linum bienne,2873896
Linum compactum,2873906
Linum flavum,7293238
Linum floridanum,2873890
Linum grandiflorum,2873926
Linum marginale,7293158
Linum medium,2873936
Linum narbonense,4048802
Linum perenne,2873878
Linum prostratum,7293229
Linum rigidum,2873856
Linum striatum,2873857
Linum strictum,7426242
Linum trigynum,2873874
Linum usitatissimum,2873861
Linum virginianum,2873915
Linzia glabra,4241144
Linzia nigritiana,9395535
Liparis yamadae,5322832
Lipocarpha aristulata,2711745
Lipocarpha maculata,2711753
Lipocarpha mexicana,2711722
Lipocarpha micrantha,2711814
Lipotriche pungens,9507486
Lipotriche scandens dregei,9479504
Lipotriche scandens scandens,9450957
Lipotriche triternata,9361043
Lippia abyssinica,4086591
Lippia alba,2925385
Lippia lippioides,4086272
Lippia origanoides,7297353
Liquidambar styraciflua,3152824
Liriodendron chinense,3152873
Liriodendron tulipifera,3152861
Liriope graminifolia,3685274
Liriope muscari,5549949
Liriope spicata,3685256
Lisaea heterocarpa,5539156
Listia bainesii,6710076
Litchi chinensis,3190002
Lithodora fruticosa,5661164
Lithospermum latifolium,2926085
Lithospermum occidentale,6560101
Lithospermum officinale,2926086
Lithraea caustica,3660323
Litsea glutinosa,7304140
Litsea monopetala,4182444
Livistona australis,2733456
Livistona chinensis,2733469
Lobelia angulata,3160243
Lobelia appendiculata,5408772
Lobelia cardinalis,5408269
Lobelia chevalieri,5408632
Lobelia chinensis,5409093
Lobelia cliffortiana,5408958
Lobelia erinus,5408087
Lobelia fervens,5408802
Lobelia gruina,5407933
Lobelia inflata,5408737
Lobelia kalmii,5408030
Lobelia laxiflora,5408996
Lobelia pedunculata,5408682
Lobelia pratiana,7837877
Lobelia puberula,5408342
Lobelia purpurascens,5408220
Lobelia speciosa,5408828
Lobelia tupa,5408516
Lobelia urens,5408353
Lobularia maritima,5373358
Logfia minima,3088922
Lolium boucheanum,4133390
Lolium hubbardii,7958851
Lolium multiflorum,4129708
Lolium persicum,2706225
Lolium remotum,2706236
Lolium rigidum,2706218
Lolium temulentum,2706242
Lomariopsis tenuifolia,2651522
Lomatia fraseri,7287174
Lomelosia palestina,4103087
Lomelosia stellata,4102909
Lonchocarpus heptaphyllus,2969089
Lonchocarpus punctatus,2969116
Lonchocarpus semideserti,3907971
Lonchocarpus sericeus,2969156
Lonicera acuminata,5598598
Lonicera alpigena,6369729
Lonicera americana,5598788
Lonicera bella,5334244
Lonicera caerulea cauriana,5598586
Lonicera canadensis,5334256
Lonicera caprifolium,5334227
Lonicera caucasica,7272746
Lonicera confusa,7272667
Lonicera dioica,5334261
Lonicera etrusca,5334247
Lonicera flava,5334229
Lonicera fragrantissima,5334268
Lonicera heckrottii,5334243
Lonicera involucrata,5334253
Lonicera japonica,5334240
Lonicera korolkowii,5334228
Lonicera ligustrina pileata,8125558
Lonicera ligustrina yunnanensis,5598812
Lonicera maackii,7902463
Lonicera minutiflora,5334251
Lonicera morrowii,5334275
Lonicera nigra,7768870
Lonicera notha,5334233
Lonicera periclymenum,5334277
Lonicera purpusii,5598839
Lonicera quinquelocularis,5598821
Lonicera reticulata,5334271
Lonicera ruprechtiana,5334254
Lonicera salicifolia,5598715
Lonicera sempervirens,5334239
Lonicera standishii,5334222
Lonicera tatarica,5334242
Lonicera xylosteoides,5334276
Lonicera xylosteum,5334259
Lophospermum erubescens,8280065
Lophostemon confertus,3188429
Loropetalum chinense,7329104
Lotus angustissimus,5356931
Lotus australis,5356808
Lotus conimbricensis,5356971
Lotus conjugatus,5356945
Lotus corniculatus,5357013
Lotus corniculatus corniculatus,7111792
Lotus corniculatus preslii,5356967
Lotus creticus,5356939
Lotus dorycnium,5632022
Lotus drepanocarpus,5356964
Lotus herbaceus,7815140
Lotus hirsutus,5354799
Lotus krylovii,5356866
Lotus maritimus,5356973
Lotus ornithopodioides,5357035
Lotus palustris,5356941
Lotus parviflorus,5356892
Lotus pedunculatus,5356854
Lotus rectus,5354797
Lotus schoelleri,5356998
Lotus subbiflorus,5356841
Lotus tenuis,7515045
Lotus tetragonolobus,5356862
Lotus ucrainicus,5356830
Ludwigia adscendens,7322187
Ludwigia adscendens diffusa,11064259
Ludwigia affinis,7322182
Ludwigia alternifolia,5420992
Ludwigia arcuata,5421037
Ludwigia bonariensis,5421018
Ludwigia brevipes,5421000
Ludwigia decurrens,5421002
Ludwigia erecta,5420986
Ludwigia grandiflora,5421039
Ludwigia hyssopifolia,8924323
Ludwigia kentiana,5545273
Ludwigia leptocarpa,5421007
Ludwigia linearis,5420989
Ludwigia longifolia,5421003
Ludwigia octovalvis,5420987
Ludwigia palustris,5421025
Ludwigia peploides,5420991
Ludwigia peploides glabrescens,5545162
Ludwigia peploides montevidensis,5545159
Ludwigia perennis,8129014
Ludwigia peruviana,5421024
Ludwigia polycarpa,5420996
Ludwigia prostrata,5545149
Ludwigia repens,5421030
Luehea speciosa,5406662
Luetkea pectinata,3002138
Luffa acutangula,2874601
Luma apiculata,5420309
Luma chequen,5420322
Lumnitzera racemosa,6435171
Lunaria annua,5373324
Lunaria rediviva,5373322
Lupinus albus,2964167
Lupinus albus graecus,2964170
Lupinus angustifolius,2964025
Lupinus arboreus,2963807
Lupinus cosentinii,2963937
Lupinus hybridus,2964176
Lupinus luteus,2963817
Lupinus mexiae,3908982
Lupinus mexicanus,2963859
Lupinus multiflorus,2964241
Lupinus mutabilis,2964711
Lupinus nanus,2964223
Lupinus perennis,2964435
Lupinus pilosus,2964596
Lupinus polycarpus,2963812
Lupinus polyphyllus,2964355
Lupinus pseudopolyphyllus,3907823
Lupinus regalis,2964309
Lupinus texensis,2963880
Lupinus vallicola,2964417
Lupinus vallicola apricus,2964418
Luziola peruviana,2706177
Luziola subintegra,4125429
Luzula campestris,2700828
Luzula congesta,2700896
Luzula flaccida,2700866
Luzula forsteri,2700706
Luzula kobayasii,2700869
Luzula luzulina,7893447
Luzula luzuloides,2700874
Luzula pallescens,2700640
Luzula piperi,2701040
Lychnis fulgens,7587600
Lycianthes laevis,7299606
Lycianthes rantonnetii,3799026
Lycianthes repens,3799000
Lycium afrum,3798497
Lycium barbarum,2928835
Lycium barbatum,3798323
Lycium chinense,2928809
Lycium europaeum,3797421
Lycium ferocissimum,3797394
Lycium nodosum,7300162
Lycium shawii,7300058
Lycopersicon lycopersicum,2930155
Lycopodiella alopecuroides,2688363
Lycopodiella caroliniana,2688362
Lycopodiella caroliniana meridionalis,3991391
Lycopodiella cernua,2688348
Lycopus asper,5341458
Lycopus europaeus,5341478
Lycopus rubellus,5341465
Lycoris radiata,7920353
Lycoris squamigera,5326179
Lygodesmia exigua,3150109
Lygodesmia juncea,3091139
Lygodium japonicum,2650436
Lygodium microphyllum,2650435
Lygodium palmatum,2650432
Lysichiton americanus,2869311
Lysichiton camtschatcensis,2869301
Lysiloma latisiliquum,2965822
Lysiloma sabicu,2965836
Lysimachia arvensis,8184903
Lysimachia arvensis caerulea,3169330
Lysimachia atropurpurea,4006064
Lysimachia barystachys,3169347
Lysimachia candida,4005921
Lysimachia ciliata,3169391
Lysimachia clethroides,3169331
Lysimachia hybrida,3169333
Lysimachia japonica,3169390
Lysimachia linum-stellatum,4007682
Lysimachia minima,7939955
Lysimachia monelli,8076173
Lysimachia nummularia,3169379
Lysimachia ovalis,7932640
Lysimachia punctata,3169340
Lysimachia tenella,4005183
Lysimachia terrestris,3169365
Lysimachia verna,7363753
Lysimachia vulgaris,3169386
Lysiphyllum binatum,2953850
Lythrum alatum,3188732
Lythrum borysthenicum,7892122
Lythrum californicum,3188740
Lythrum hyssopifolia,3188747
Lythrum hyssopifolium,3188731
Lythrum junceum,3988701
Lythrum maritimum,3188746
Lythrum portula,3188743
Lythrum salicaria,3188736
Lythrum thymifolia,3188745
Lythrum tribracteatum,3188749
Lythrum virgatum,3188735
Lythrum volgense,3989443
Maackia amurensis,5360278
Macadamia integrifolia,2891785
Macadamia ternifolia,8406703
Macadamia tetraphylla,2891787
Macaranga mappa,3074290
Macaranga tanarius,3074251
Machaeranthera tanacetifolia,3095447
Machaerium arboreum,5355155
Machaerium cobanense,5355090
Machaerium seemannii,5355162
Mackaya bella,5574043
Macleaya cordata,5334194
Macleaya kewensis,5530751
Maclura pomifera,2984580
Maclura tinctoria,2984583
Maclura tricuspidata,9130387
Macropharynx peltata,9319506
Macropsychanthus aureus,11377867
Macropsychanthus wilsonii,10990808
Macroptilium atropurpureum,2945047
Macroptilium gibbosifolium,2945016
Macroptilium lathyroides,2945063
Macrothelypteris torresiana,8846035
Macrotyloma axillare,2976978
Macrotyloma axillare glabrum,2976979
Macrotyloma geocarpum,2976970
Macrotyloma uniflorum,2976931
Macrotyloma uniflorum stenocarpum,2976936
Madia glomerata,3140920
Madia gracilis,8222011
Madia sativa,3140910
Maesa lanceolata,7330870
Maesopsis eminii,3039521
Magnolia acuminata,3153837
Magnolia alba,3987892
Magnolia champaca,3153099
Magnolia figo,3152997
Magnolia fraseri,3153619
Magnolia grandiflora,9605163
Magnolia kobus,3153260
Magnolia macrophylla,3153783
Magnolia macrophylla ashei,3153786
Magnolia montana,3153381
Magnolia obovata,3153160
Magnolia soulangeana,7925303
Magnolia stellata,3153912
Magnolia sumatrana glauca,7756510
Magnolia tripetala,3153215
Magnolia virginiana,3153639
Maianthemum dilatatum,2769435
Maianthemum purpureum,2769394
Maihuenia poeppigii,3952375
Maireana brevifolia,3756029
Majidea zanguebarica,3784540
Malachra alceifolia,3152767
Malachra capitata,3152763
Malachra fasciata,3152764
Malachra radiata,3152762
Malcolmia africana,8139063
Malcolmia flexuosa,5373160
Malcolmia graeca,5373201
Malcolmia maritima,5373124
Malephora crocea,3084858
Malephora purpureocrocea,4935877
Mallotus philippensis,5378605
Mallotus rhamnifolius,5378690
Malope malacoides,7278926
Malope trifida,3935421
Malpighia coccigera,5421430
Malpighia emarginata,5421427
Malpighia glabra,5421429
Malpighia mexicana,5634512
Malus arnoldiana,3001090
Malus baccata,3001362
Malus coronaria,3001166
Malus domestica,3001244
Malus floribunda,3001365
Malus hupehensis,3001077
Malus ioensis,3001596
Malus magdeburgensis,8464872
Malus mandshurica,4272229
Malus prunifolia,3001157
Malus pumila,3001068
Malus purpurea,3001270
Malus robusta,3001694
Malus sargentii,3001372
Malus sieversii,7864241
Malus soulardii,3001445
Malus spectabilis,3001108
Malus sylvestris,3001509
Malus toringo,7848132
Malus zumi,3001536
Malva aegyptia,7278899
Malva alcea,3152365
Malva arborea,3935079
Malva assurgentiflora,3935047
Malva cretica,8109348
Malva longiflora,7931915
Malva ludwigii,7760775
Malva moschata,3152379
Malva multiflora,3933415
Malva neglecta,3152373
Malva nicaeensis,3152367
Malva olbia,3933289
Malva pamiroalaica,3933195
Malva parviflora,3152378
Malva preissiana,3941038
Malva pusilla,3152372
Malva sinensis,3940621
Malva sylvestris,3152374
Malva thuringiaca,3940423
Malva trimestris,3940326
Malva verticillata,3152377
Malvastrum americanum,3152264
Malvastrum corchorifolium,3152282
Malvastrum coromandelianum,3152268
Malvastrum tomentosum,7279233
Malvaviscus arboreus,3152775
Malvaviscus penduliflorus,3152776
Malvella leprosa,3152693
Malvella sherardiana,3936886
Mammea americana,3189421
Mandevilla laxa,3617571
Mangifera indica,3190638
Mangifera odorata,3190636
Manicaria saccifera,2735044
Manihot carthaginensis glaziovii,3060801
Manihot dichotoma,3060953
Manihot esculenta,3060998
Manihot grahamii,3060710
Manihot rhomboidea microcarpa,3060944
Manilkara kauki,2885150
Manilkara zapota,2885158
Mansoa alliacea,3172603
Mansoa hymenaea,4094496
Mantisalca salmantica,3141571
Maoutia australis,5671125
Mapania assimilis,5292551
Mapania pycnocephala,5292574
Maranta arundinacea,2761352
Maranta gibba,2761346
Maranta leuconeura,2761337
Maranta ruiziana,8291606
Margyricarpus pinnatus,3030248
Markhamia lutea,5668625
Marrubium peregrinum,3905970
Marrubium vulgare,2927069
Marsilea drummondii,7275825
Marsilea hirsuta,5274865
Marsilea macropoda,5274866
Marsilea minuta,5274876
Marsilea mutica,5613347
Marsilea oligospora,5274869
Marsilea quadrifolia,5274875
Marsilea vestita,5274877
Marsypianthes chamaedrys,2926970
Martynia annua,3172618
Mascarenhasia arborescens,7316625
Massularia acuminata,5337264
Matricaria chamomilla,8370958
Matricaria recutita,3103774
Matthiola fruticulosa,5377429
Matthiola incana,5377378
Matthiola longipetala,5377395
Matthiola longipetala bicornis,7740944
Matthiola torulosa,5377351
Maurandya antirrhiniflora,3171140
Maurandya barclayana,8418857
Maurandya scandens,8132535
Mauranthemum paludosum,3096529
Maxonia apiifolia dualis,4045002
Mayaca fluviatilis,2707865
Maytenus boaria,3790726
Maytenus peduncularis,3791001
Maytenus phyllanthoides,3169100
Mazus miquelii,3171302
Mazus pumilus,3171304
Mecardonia procumbens,3172014
Medicago,2965200
Medicago arabica,2965527
Medicago arborea,2965379
Medicago blancheana,2965473
Medicago brachycarpa,2965494
Medicago carstiensis,2965232
Medicago ciliaris,7373959
Medicago coronata,2965505
Medicago disciformis,2965208
Medicago falcata,2965354
Medicago falcata falcata,2965367
Medicago falcata glandulosa,8275366
Medicago heldreichii,2965374
Medicago hybrida,2965316
Medicago intertexta,2965405
Medicago laciniata,2965221
Medicago littoralis,2965485
Medicago lupulina,2965201
Medicago minima,8073758
Medicago monantha,2965226
Medicago monspeliaca,2965434
Medicago murex,2965209
Medicago orbicularis,2965299
Medicago orthoceras,2965471
Medicago polymorpha,2965531
Medicago praecox,2965419
Medicago radiata,2965388
Medicago rigidula,2965438
Medicago rugosa,2965584
Medicago sativa,9151957
Medicago scutellata,2965397
Medicago soleirolii,2965516
Medicago tornata,2965250
Medicago truncatula,2965280
Medicago turbinata,2965461
Medicago varia,2965331
Medinilla cummingii,4935920
Medinilla heterophylla,3866918
Medinilla intermedia,3866753
Medinilla magnifica,3188507
Medinilla venosa,3188508
Megaskepasma erythrochlamys,3773061
Meibomia malacophylla,3964432
Meiogyne virgata,3158371
Melaleuca armillaris,5415719
Melaleuca cajuputi,5415885
Melaleuca citrina,5014
Melaleuca densa,5416061
Melaleuca diosmifolia,5415881
Melaleuca glauca,5415753
Melaleuca hypericifolia,5415972
Melaleuca incana,5415853
Melaleuca leucadendra,5415976
Melaleuca linariifolia,5415842
Melaleuca linearis,5415474
Melaleuca linearis linearis,5415474
Melaleuca lophantha,11054444
Melaleuca microphylla,5415814
Melaleuca nesophila,5415829
Melaleuca quinquenervia,5415832
Melaleuca styphelioides,5416005
Melaleuca uncinata,5416071
Melaleuca viminalis,5415476
Melaleuca viminea,5415846
Melaleuca viridiflora,5416109
Melampodium americanum,3138962
Melampodium cinereum,3138974
Melampodium divaricatum,3138949
Melampodium perfoliatum,3138953
Melampodium sericeum,7733780
Melampyrum arvense,7331741
Melampyrum nemorosum,7331666
Melanthera scandens madagascariensis,6304102
Melastoma malabathricum,3188511
Melastoma malabathricum malabathricum,5834766
Melastoma sanguineum,3188512
Melia azedarach,5914287
Melianthus comosus,3845268
Melianthus major,3845298
Melica altissima,2703109
Melica aristata,2703099
Melica bulbosa,2703112
Melica ciliata,2703124
Melica minuta,4119222
Melicoccus bijugatus,3189990
Melicope elleryana,3833337
Melilotus altissimus,2971042
Melilotus dentatus,8349589
Melilotus elegans,2971036
Melilotus indicus,2971016
Melilotus infestus,2971033
Melilotus italicus,2971064
Melilotus neapolitanus,2971074
Melilotus segetalis,2971032
Melilotus siculus,10773250
Melilotus suaveolens,2971041
Melilotus sulcatus,2971112
Melilotus tauricus,2971103
Melilotus wolgicus,2971068
Melinis minutiflora,2702503
Melinis nerviglumis,4125031
Melinis repens,2702504
Melissa officinalis,5341501
Melocanna baccifera,4115908
Melochia compacta,7491782
Melochia corchorifolia,3152125
Melochia lanceolata,7636373
Melochia nodiflora,6686377
Melochia pyramidata,6686326
Melochia tomentosa,6686267
Melochia umbellata,3152126
Melothria pendula,2874550
Memecylon caeruleum,3867900
Meniocus linifolius,3045206
Menispermum dauricum,3830405
Mentha aquatica,2927208
Mentha arvensis,2927192
Mentha australis,3903405
Mentha carinthiaca,3902478
Mentha dalmatica,7309134
Mentha diemenica,7309108
Mentha dumetorum,2927181
Mentha gentilis,8053703
Mentha kuemmerlei,3899511
Mentha longifolia,7510173
Mentha longifolia asiatica,6838604
Mentha micrantha,7578429
Mentha piperita,8707933
Mentha pulegium,2927189
Mentha rotundifolia,8974899
Mentha spicata,2927175
Mentha spicata condensata,3895566
Mentha suaveolens,2927190
Mentha verticillata,8172952
Mentha villosa,8004895
Mentha villosa-nervata,7740342
Mentha wirtgeniana,3893979
Mentzelia albescens,7529287
Mentzelia decapetala,5331485
Mentzelia nuda,5331460
Mentzelia oligosperma,5331429
Mercurialis annua,3062975
Mercurialis perennis,3063016
Merremia aegyptia,5341738
Merremia dissecta,3679601
Merremia emarginata,5549041
Merremia gemella,8569291
Merremia hederacea,5341744
Merremia umbellata,11378775
Mertensia virginica,5341242
Mesembryanthemum aitonis,3708351
Mesembryanthemum cordifolium,8185812
Mesembryanthemum crystallinum,3084839
Mesembryanthemum geniculiflorum,8235218
Mesembryanthemum granulicaule,3704503
Mesembryanthemum guerichianum,3704460
Mesembryanthemum nodiflorum,3084837
Mesembryanthemum parviflorum,8280004
Mespilus germanica,3031774
Metasequoia glyptostroboides,5284231
Meterostachys sikokianus,4197607
Metrosideros excelsa,3185393
Metrosideros kermadecensis,3185314
Metroxylon sagu,2733781
Meum athamanticum,6026490
Mibora minima,2705682
Miconia bicolor,3858919
Miconia calvescens,3188585
Miconia crenata,9404220
Miconia leamarginata,10755747
Miconia neoepiphytica,10725679
Miconia nervosa,3859839
Miconia racemosa,3188564
Miconia tonduzii,3864099
Micranthes ferruginea,5567699
Microchloa indica,4112143
Microchloa kunthii,2703589
Micrococca mercurialis,3072557
Microgramma nana,9765065
Microlepia platyphylla,3605436
Microlepia speluncae,2650730
Microlicia phlogiformis,11846850
Microloma incanum,8042176
Micromeria juliana,7774615
Micropsis dasycarpa,5403878
Micropsis nana,5403877
Micropyrum tenellum,4118792
Microseris cuspidata,5399495
Microseris douglasii,5399454
Microseris lindleyi,5398366
Microstachys chamaelea,3074608
Microstachys corniculata,3074638
Microstegium glabratum,5674970
Microstegium nudum,4123541
Microstegium vimineum,5289808
Microsteris gracilis,6394304
Mikania cordata,5398634
Mikania cordifolia,5398689
Mikania glomerata,7337157
Mikania micrantha,5398421
Mikania scandens,5398828
Milium vernale,2706195
Millettia dura,5355670
Millettia thonningii,5355788
Millingtonia hortensis,7629955
Mimosa albida,2969310
Mimosa albida albida,7224655
Mimosa albida glabrior,2969322
Mimosa bimucronata,9217666
Mimosa caesalpiniifolia,2970230
Mimosa candollei,2969714
Mimosa casta,2969870
Mimosa debilis angusta,8116403
Mimosa diplotricha,7808904
Mimosa diplotricha diplotricha,2969352
Mimosa hirsutissima,2969510
Mimosa hirsutissima barbigera,2969515
Mimosa invisa,2969353
Mimosa latispinosa,2969983
Mimosa pigra,2969431
Mimosa pigra asperata,10791725
Mimosa polydactyla,2969617
Mimosa pudica,2969284
Mimosa pudica tetrandra,2969290
Mimosa pudica unijuga,2969288
Mimosa quadrivalvis,2969669
Mimosa quadrivalvis angustata,2969688
Mimosa quadrivalvis nuttallii,2969750
Mimosa scabrella,2970213
Mimosa velloziana,2969958
Mimulus ringens,6070732
Mimulus robertsii,5563498
Mimusops balata,2883784
Mimusops coriacea,2883694
Mimusops elengi,2883768
Minuartia glabra,3085547
Minuartia hybrida,6364297
Minuartia mediterranea,7267616
Minuartia viscosa,3810783
Mirabilis albida,3086179
Mirabilis hirsuta,9862208
Mirabilis jalapa,3086240
Mirabilis linearis,3086141
Mirabilis longiflora,3086235
Mirabilis viscosa,3700642
Miscanthus floridulus,2706022
Miscanthus longiberbis,4149689
Miscanthus nepalensis,2706031
Miscanthus sacchariflorus,7738766
Miscanthus sinensis,2706026
Misopates orontium,3171145
Mitracarpus hirtus,2912993
Mitreola petiolata,5414382
Mnesithea laevis,4122105
Modiola caroliniana,8338793
Moehringia trinervia,3085370
Moenchia erecta,7841283
Mollugo cerviana,3084607
Mollugo flavescens,3783333
Mollugo nudicaulis,3084609
Mollugo pentaphylla,3084608
Mollugo verticillata,3084611
Molopospermum peloponnesiacum,6026454
Moluccella laevis,2926881
Moluccella spinosa,3884141
Momordica balsamina,2874582
Momordica charantia,2874581
Momordica cochinchinensis,2874580
Monarda citriodora,5341423
Monarda clinopodia,5341398
Monarda didyma,5341407
Monarda fistulosa,5341411
Monarda fistulosa menthifolia,5605437
Monarda media,5341410
Monarda pectinata,5341397
Monarda punctata,5341413
Monarda punctata occidentalis,5605234
Monarda punctata villicaulis,7842101
Monolepis spathulata,5383903
Monoon longifolium,11001249
Monopsis debilis,5413030
Monstera adansonii,2868136
Monstera deliciosa,2868241
Montanoa bipinnatifida,5406093
Montanoa hibiscifolia,8318356
Montia chamissoi,5384299
Montia fontana chondrosperma,5384292
Montia linearis,3084807
Montia parvifolia,5384300
Mora gonggrijpii,5355417
Moraea aristata,2744746
Moraea bellendenii,2744512
Moraea collina,2744625
Moraea flaccida,2744738
Moraea fugacissima,2744290
Moraea fugax,2744583
Moraea lewisiae,2744721
Moraea miniata,2744198
Moraea ochroleuca,2744476
Moraea polystachya,2744685
Moraea setifolia,2744657
Moraea sisyrinchium,2744255
Moraea spathulata,2744183
Moraea vegeta,2744337
Moraea virgata,2744535
Moricandia arvensis,5376035
Morinda bracteata,5339880
Morinda citrifolia,5339879
Morinda lucida,5339834
Moringa oleifera,3054181
Moringa pterygosperma,3054182
Morisonia mollicella,9668425
Morus alba,5361889
Morus cathayana,7262430
Morus celtidifolia,5570117
Morus indica,5569978
Morus japonica,8420838
Morus nigra,5361888
Morus rubra,5361886
Mosla dianthera,2926630
Mouriri myrtilloides parvifolia,3870232
Mucuna macrocarpa,2951365
Mucuna novoguineensis,4929618
Mucuna platyphylla,2951446
Mucuna pruriens,2951499
Mucuna pruriens utilis,7732339
Mucuna rostrata,2951411
Muehlenbeckia complexa,2888859
Muehlenbeckia hastulata,6390838
Muehlenbeckia sagittifolia,4032465
Muellera monilis,7995855
Muhlenbergia alopecuroides,4121066
Muhlenbergia asperifolia,2703974
Muhlenbergia bushii,2704014
Muhlenbergia cenchroides,6067995
Muhlenbergia cuspidata,2703983
Muhlenbergia diversiglumis,4120061
Muhlenbergia dumosa,2704021
Muhlenbergia emersleyi,2703980
Muhlenbergia expansa,4105224
Muhlenbergia filiformis,2703943
Muhlenbergia frondosa,2704029
Muhlenbergia glabrifloris,4108630
Muhlenbergia glomerata,2703976
Muhlenbergia mexicana,2704038
