"gbif_species","gbif_species.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"arnica intermedia turcz.","arnica intermedia turcz.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,2263,2,"wfo-0000063814","urn:lsid:ipni.org:names:178970-1","GCC-F00DCF3D-4B8E-44DF-A08D-267001192C39","Arnica intermedia","species","wfo-4000003092","Turcz.","Asteraceae","","",NA,"Arnica","","intermedia","","species","Valid","Bull. Soc. Imp. Naturalistes Moscou 24(I): 203 (1851)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Bull. Soc. Imp. Naturalistes Moscou 24(1): 203. 1851  to Bull. Soc. Imp. Naturalistes Moscou 24(I): 203 (1851), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a h","http://www.theplantlist.org/tpl1.1/record/gcc-20780","The Asteraceaae TEN","A","gcc-20780","",FALSE,"","","","Not a synonym"
"trisetum molle trin.","trisetum molle trin.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2264,1,"wfo-0000905397","urn:lsid:ipni.org:names:425384-1","448109","Trisetum spicatum","species","wfo-4000039353","(L.) K.Richt.","Poaceae","","",NA,"Trisetum","","spicatum","","species","Valid","Pl. Eur. 1: 59 (1890).","Accepted","","wfo-0000845213",NA,"Source in seed data: wcs Updated namepublishedIn from Pl. Eur. 1: 59 1890  to Pl. Eur. 1: 59 (1890). , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-448109 >The ","http://www.theplantlist.org/tpl1.1/record/kew-448109","The Poaceae TEN","A","kew-448109","",TRUE,"Synonym","wfo-0000905281","Trisetum molle",""
"saxifraga ×ursina sipliv.","saxifraga ×ursina sipliv.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,2265,1,"wfo-0000494505","urn:lsid:ipni.org:names:794695-1","718176","Saxifraga ursina","species","","Sipliv.","Saxifragaceae","","",NA,"Saxifraga","","ursina","","species","","Novosti Sist. Vyssh. Rast. 13: 144 (1976)","Unchecked","","",NA,"Source in seed data: ksu Update namepublishedIn from Novosti Sist. Vyssh. Rast. 13: 144 1976  to Novosti Sist. Vyssh. Rast. 13: 144 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:794695-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2584563","",FALSE,"","","",""
"lychnis ajanensis regel & tiling","lychnis ajanensis regel & tiling",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,16,2266,1,"wfo-0001291279","urn:lsid:ipni.org:names:155013-1","6300115","Lychnis ajanensis","species","wfo-4000022476","(Regel & Tiling) Regel","Caryophyllaceae","","",NA,"Lychnis","","ajanensis","","species","Valid","Bull. Soc. Imp. Naturalistes Moscou 34(II): 564 (1862)","Accepted","","",NA,"Source in seed data: tro Updated scientificnameAuthorship from Regel to (Regel & Tiling) Regel, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6300115 >The Plant ","http://www.theplantlist.org/tpl1.1/record/tro-6300115","The Caryophyllales Taxonomic Expert Network","A","tro-6300115","",FALSE,"","","",""
"silene ajanensis","silene ajanensis (regel & tiling) vorosch.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2267,1,"wfo-0001291279","urn:lsid:ipni.org:names:155013-1","6300115","Lychnis ajanensis","species","wfo-4000022476","(Regel & Tiling) Regel","Caryophyllaceae","","",NA,"Lychnis","","ajanensis","","species","Valid","Bull. Soc. Imp. Naturalistes Moscou 34(II): 564 (1862)","Accepted","","",NA,"Source in seed data: tro Updated scientificnameAuthorship from Regel to (Regel & Tiling) Regel, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6300115 >The Plant ","http://www.theplantlist.org/tpl1.1/record/tro-6300115","The Caryophyllales Taxonomic Expert Network","A","tro-6300115","",TRUE,"Synonym","wfo-0001292190","Silene ajanensis",""
"urtica dioica l.","urtica dioica l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,4,2268,1,"wfo-0000416616","urn:lsid:ipni.org:names:260630-2","586104","Urtica dioica","species","wfo-4000039887","L.","Urticaceae","","",NA,"Urtica","","dioica","","species","Valid","Sp. Pl. : 984 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 984 1753  to Sp. Pl. : 984 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2448560 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2448560","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2448560","",FALSE,"","","",""
"urtica angustifolia fisch. ex hornem.","urtica angustifolia fisch. ex hornem.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,19,2269,1,"wfo-0001143256","urn:lsid:ipni.org:names:1071604-2","33400023","Urtica dioica  subsp. holosericea","subspecies","wfo-0000416616","(Nutt.) Thorne","Urticaceae","","",NA,"Urtica","","dioica","holosericea","subspecies","Valid","Aliso 6(3): 68. 1967","Accepted","","wfo-0001143538",NA,"Source in seed data: tro Updated namePublishedIn from Aliso 6(3): 68 1967  to Aliso 6(3): 68. 1967 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/tro-33400023","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-33400023","",TRUE,"Synonym","wfo-0001143535","Urtica angustifolia",""
"rumex crispus l.","rumex crispus l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,4,2270,1,"wfo-0000403671","urn:lsid:ipni.org:names:224413-2","562388","Rumex crispus","species","wfo-4000033616","L.","Polygonaceae","","",NA,"Rumex","","crispus","","species","Valid","Sp. Pl. : 335 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 335 1753  to Sp. Pl. : 335 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2424294 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2424294","The Caryophyllales Taxonomic Expert Network","A","kew-2424294","",FALSE,"","","",""
"eriophorum polystachion sm.","eriophorum polystachion sm.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,11,2271,2,"wfo-0000414886","urn:lsid:ipni.org:names:307335-1","244512","Eriophorum angustifolium","species","wfo-4000013860","Honck.","Cyperaceae","","",NA,"Eriophorum","","angustifolium","","species","Valid","Verz. Gew. Teutschl. 1: 153 (1782)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Verz. Gew. Teutschl. 1: 153 1782  to Verz. Gew. Teutschl. 1: 153 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-244512","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244512","",TRUE,"Synonym","wfo-0000811275","Eriophorum polystachion subsp. minus","smallest ID"
"astragalus pseudadsurgens jurtzev","astragalus pseudadsurgens jurtzev",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,2272,1,"wfo-0000208144","urn:lsid:ipni.org:names:479341-1","54239","Astragalus pseudoadsurgens","species","wfo-4000003460","Jurtzev","Fabaceae","","",NA,"Astragalus","","pseudoadsurgens","","species","Valid","Novosti Sist. Vyssh. Rast.2: 315 (1965)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Novosti Sist. Vyssh. Rast. 1965, 315 (1965).  to Novosti Sist. Vyssh. Rast. 2: 315 (1965), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thep","https://www.legumedata.org/taxonomy/taxon/662113","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-54239","",FALSE,"","","",""
"diphasiastrum complanatum","diphasiastrum complanatum (l.) holub",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2273,1,"wfo-0001107343","urn:lsid:ipni.org:names:147263-2","26600200","Lycopodium complanatum","species","wfo-4000022509","L.","Lycopodiaceae","Lycopodioideae","",NA,"Lycopodium","","complanatum","","species","Valid","Sp. Pl. 2: 1104. 1753 [1 May 1753]","Accepted","","",NA,"Source in seed data: tro Updated namepublishedIn from Sp. Pl. 2: 1104 1753  to Sp. Pl. 2: 1104. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro","http://www.theplantlist.org/tpl1.1/record/tro-26600200","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","P","tro-26600200","",TRUE,"Synonym","wfo-0001111176","Diphasiastrum complanatum",""
"sparganium minimum wallr.","sparganium minimum wallr.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,2274,1,"wfo-0000554024","urn:lsid:ipni.org:names:836776-1","266110","Sparganium natans","species","wfo-4000035857","L.","Typhaceae","","",NA,"Sparganium","","natans","","species","Valid","Sp. Pl. : 971 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 971. 1753 [1 May 1753]  to Sp. Pl. : 971 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26","http://www.theplantlist.org/tpl1.1/record/kew-266110","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-266110","",TRUE,"Synonym","wfo-0000554001","Sparganium minimum","smallest ID"
"melica subulata","melica subulata (griseb.) scribn.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2275,1,"wfo-0000879452","urn:lsid:ipni.org:names:408166-1","423836","Melica subulata","species","wfo-4000023630","Scribn.","Poaceae","","",NA,"Melica","","subulata","","species","Valid","Proc. Acad. Nat. Sci. Philadelphia 37: 47 (1885)","Accepted","","wfo-0000856636",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Griseb.) Scribn. to Scribn., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-423836 >The Plant List","http://www.theplantlist.org/tpl1.1/record/kew-423836","The Poaceae TEN","A","kew-423836","",FALSE,"","","",""
"bromopsis inermis","bromopsis inermis (leyss.) holub",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2276,1,"wfo-0000855743","urn:lsid:ipni.org:names:74816-3","401195","Bromus inermis","species","wfo-4000005481","Leyss.","Poaceae","","",NA,"Bromus","","inermis","","species","Valid","Flora Halensis 1761","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Fl. Halens. 16 1761  to Flora Halensis 1761 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-401195 >The Pla","http://www.theplantlist.org/tpl1.1/record/kew-401195","The Poaceae TEN","A","kew-401195","",TRUE,"Synonym","wfo-0000854998","Bromopsis inermis",""
"bromus inermis leyss.","bromus inermis leyss.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,8,2277,1,"wfo-0000855743","urn:lsid:ipni.org:names:74816-3","401195","Bromus inermis","species","wfo-4000005481","Leyss.","Poaceae","","",NA,"Bromus","","inermis","","species","Valid","Flora Halensis 1761","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Fl. Halens. 16 1761  to Flora Halensis 1761 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-401195 >The Pla","http://www.theplantlist.org/tpl1.1/record/kew-401195","The Poaceae TEN","A","kew-401195","",FALSE,"","","","Not a synonym"
"poa leptocoma trin.","poa leptocoma trin.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2278,1,"wfo-0000892804","urn:lsid:ipni.org:names:417389-1","436360","Poa leptocoma","species","wfo-4000030438","Trin.","Poaceae","","",NA,"Poa","","leptocoma","","species","Valid","Mém. Acad. Imp. Sci. St.-Pétersbourg, Sér. 6, Sci. Math. 1: 374 (1830)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mém. Acad. Imp. Sci. St.-Pétersbourg, Sér. 6, Sci. Math. 1: 374 1831  to Mém. Acad. Imp. Sci. St.-Pétersbourg, Sér. 6, Sci. Math. 1: 374 (1830), information provided by Alan E. on email Jun. 07 2","http://www.theplantlist.org/tpl1.1/record/kew-436360","The Poaceae TEN","A","kew-436360","",FALSE,"","","",""
"poa palustris l.","poa palustris l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,2279,1,"wfo-0000893213","urn:lsid:ipni.org:names:204398-2","436739","Poa palustris","species","wfo-4000030438","L.","Poaceae","","",NA,"Poa","","palustris","","species","Valid","Syst. Nat. ed. 10 , 2: 874 (1759)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Syst. Nat. ed. 10 2: 874 1759  to Syst. Nat. ed. 10 , 2: 874 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-436739","The Poaceae TEN","A","kew-436739","",TRUE,"Synonym","wfo-0000893219","Poa palustris f. turfosa",""
"poa rotundata trin.","poa rotundata trin.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,2280,1,"wfo-0000893213","urn:lsid:ipni.org:names:204398-2","436739","Poa palustris","species","wfo-4000030438","L.","Poaceae","","",NA,"Poa","","palustris","","species","Valid","Syst. Nat. ed. 10 , 2: 874 (1759)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Syst. Nat. ed. 10 2: 874 1759  to Syst. Nat. ed. 10 , 2: 874 (1759), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-436739","The Poaceae TEN","A","kew-436739","",TRUE,"Synonym","wfo-0000893645","Poa rotundata",""
"puccinellia vaginata","puccinellia vaginata (lange) fernald & weath.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2281,1,"wfo-0000895547","urn:lsid:ipni.org:names:214443-2","438895","Puccinellia vaginata","species","wfo-4000032149","Fernald & Weath.","Poaceae","","",NA,"Puccinellia","","vaginata","","species","Valid","Rhodora 18: 14 (1917)","Accepted","","wfo-0000873384",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Lange) Fernald & Weath. to Fernald & Weath., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-438895","http://www.theplantlist.org/tpl1.1/record/kew-438895","The Poaceae TEN","A","kew-438895","",FALSE,"","","",""
"puccinellia distans","puccinellia distans (jacq.) parl.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2282,1,"wfo-0000895236","urn:lsid:ipni.org:names:1026660-2","438643","Puccinellia distans","species","wfo-4000032149","(Jacq.) Parl.","Poaceae","","",NA,"Puccinellia","","distans","","species","Valid","Fl. Ital. 1: 367 (1850)","Accepted","","wfo-0000892163",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Ital. 1: 367 1850  to Fl. Ital. 1: 367 (1850), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-438643 >The","http://www.theplantlist.org/tpl1.1/record/kew-438643","The Poaceae TEN","A","kew-438643","",FALSE,"","","",""
"agrostis hyemalis","agrostis hyemalis (walter) britton, sterns & poggenb.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2283,1,"wfo-0000843786","urn:lsid:ipni.org:names:385827-1","389728","Agrostis hyemalis","species","wfo-4000000996","(Walter) Britton, Sterns & Poggenb.","Poaceae","","",NA,"Agrostis","","hyemalis","","species","Valid","Prelim. Cat. : 68 (1888)","Accepted","","wfo-0000860571",NA,"Source in seed data: wcs Update namepublishedIn from Prelim. Cat. 68 1888  to Prelim. Cat. : 68 (1888), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-389728 >The","http://www.theplantlist.org/tpl1.1/record/kew-389728","The Poaceae TEN","A","kew-389728","",FALSE,"","","",""
"carex capillaris subsp. chlorostachys","carex capillaris subsp. chlorostachys (steven) á.löve, d.löve & raymond",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,2284,1,"wfo-0000345522","urn:lsid:ipni.org:names:45968-2","225514","Carex chlorostachys","species","wfo-4000006709","Steven","Cyperaceae","","",NA,"Carex","","chlorostachys","","species","Valid","Mém. Soc. Imp. Naturalistes Moscou 4: 68 (1813)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mém. Soc. Imp. Naturalistes Moscou 4: 68 1813  to Mém. Soc. Imp. Naturalistes Moscou 4: 68 (1813), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://","http://www.theplantlist.org/tpl1.1/record/kew-225514","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-225514","",TRUE,"Synonym","wfo-0000345296","Carex capillaris subsp. chlorostachys",""
"carex kreczetoviczii t.v.egorova","carex kreczetoviczii t.v.egorova",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,2285,1,"wfo-0000347992","urn:lsid:ipni.org:names:300480-1","227829","Carex kreczetoviczii","species","wfo-4000006709","T.V.Egorova","Cyperaceae","","",NA,"Carex","","kreczetoviczii","","species","Valid","Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 19: 62 (1959)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 19: 62. 1959  to Bot. Mater. Gerb. Bot. Inst. Komarova Akad. Nauk S.S.S.R. 19: 62 (1959), information provided by Alan E. on email Jun. 07 2021","http://www.theplantlist.org/tpl1.1/record/kew-227829","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-227829","",FALSE,"","","",""
"carex rigidioides","carex rigidioides (gorodkov) v.i.krecz.",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,2286,2,"wfo-0000350735","","230400","Carex rigidioides","species","wfo-4000006709","(Gorodkov) V.I.Krecz.","Cyperaceae","","",NA,"Carex","","rigidioides","","species","Valid","Fl. URSS 3: 228 1935","Accepted","","wfo-0000350729",NA,"Source in seed data: wcs More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-230400 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/kew-230400 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/kew-230400","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-230400","",FALSE,"","","","smallest ID"
"eriophorum russeolum fr. ex hartm.","eriophorum russeolum fr. ex hartm.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,15,2287,1,"wfo-0000414942","urn:lsid:ipni.org:names:307348-1","244534","Eriophorum chamissonis","species","wfo-4000013860","C.A.Mey.","Cyperaceae","","",NA,"Eriophorum","","chamissonis","","species","Valid","Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 1: 204 (1831)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Mém. Sav. Étr. Acad. St. Pétersbourg 1: 204 1831  to Mém. Acad. Imp. Sci. St.-Pétersbourg Divers Savans 1: 204 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be f","http://www.theplantlist.org/tpl1.1/record/kew-244534","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244534","",TRUE,"Synonym","wfo-0000415108","Eriophorum russeolum",""
