"gbif_species","gbif_species.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"salix sphenophylla subsp. pseudotorulosa a.k.skvortsov","salix sphenophylla subsp. pseudotorulosa a.k.skvortsov",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,37,341,1,"wfo-0000930253","urn:lsid:ipni.org:names:297246-2","1034939","Salix sphenophylla","species","wfo-4000033844","A.K.Skvortsov","Salicaceae","","",NA,"Salix","","sphenophylla","","species","Valid","Sched. Herb. Fl. Ross. 16: 62 (1966)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sched. Herb. Fl. Ross. 16: 62 1966  to Sched. Herb. Fl. Ross. 16: 62 (1966), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/kew-5003294","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-5003294","",FALSE,"","","",""
"poa glauca vahl","poa glauca vahl",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,342,1,"wfo-0000892407","urn:lsid:ipni.org:names:204239-2","435996","Poa glauca","species","wfo-4000030438","Vahl","Poaceae","","",NA,"Poa","","glauca","","species","Valid","Fl. Dan. 17: 3 (1790)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Fl. Dan. [Oeder] 6(17): 3 (plate 964). 1790  to Fl. Dan. 17: 3 (1790), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/re","http://www.theplantlist.org/tpl1.1/record/kew-435996","The Poaceae TEN","A","kew-435996","",FALSE,"","","","Not a synonym"
"poa arctostepporum jurtzev & n.s.prob.","poa arctostepporum jurtzev & n.s.prob.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,21,343,1,"wfo-0001096116","urn:lsid:ipni.org:names:77172823-1","25511402","Poa glauca  subsp. glauca","subspecies","wfo-0000892407","","Poaceae","","",NA,"Poa","","glauca","glauca","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25511402 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25511402 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77172823-1","The Poaceae TEN","A","tro-25511402","",TRUE,"Synonym","wfo-0000891598","Poa arctostepporum",""
"poa pekulnejensis jurtzev & tzvelev","poa pekulnejensis jurtzev & tzvelev",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,19,344,1,"wfo-0001096116","urn:lsid:ipni.org:names:77172823-1","25511402","Poa glauca  subsp. glauca","subspecies","wfo-0000892407","","Poaceae","","",NA,"Poa","","glauca","glauca","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25511402 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25511402 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77172823-1","The Poaceae TEN","A","tro-25511402","",TRUE,"Synonym","wfo-0000893282","Poa pekulnejensis",""
"poa glauca subsp. glauca","poa glauca subsp. glauca",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,345,1,"wfo-0001096116","urn:lsid:ipni.org:names:77172823-1","25511402","Poa glauca  subsp. glauca","subspecies","wfo-0000892407","","Poaceae","","",NA,"Poa","","glauca","glauca","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25511402 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25511402 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77172823-1","The Poaceae TEN","A","tro-25511402","",FALSE,"","","",""
"eriophorum polystachion l.","eriophorum polystachion l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,346,1,"wfo-0000414889","urn:lsid:ipni.org:names:77168867-1","244513","Eriophorum angustifolium  subsp. angustifolium","subspecies","wfo-0000414886","","Cyperaceae","","",NA,"Eriophorum","","angustifolium","angustifolium","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-244513 >The Plant List v.1.1.</a> Origin","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168867-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244513","",TRUE,"Synonym","wfo-0000794774","Eriophorum polystachion f. elegans",""
"eriophorum angustifolium honck.","eriophorum angustifolium honck.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,347,1,"wfo-0000414886","urn:lsid:ipni.org:names:307335-1","244512","Eriophorum angustifolium","species","wfo-4000013860","Honck.","Cyperaceae","","",NA,"Eriophorum","","angustifolium","","species","Valid","Verz. Gew. Teutschl. 1: 153 (1782)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Verz. Gew. Teutschl. 1: 153 1782  to Verz. Gew. Teutschl. 1: 153 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-244512","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244512","",FALSE,"","","",""
"eriophorum","eriophorum angustifolium roth, 1802",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,378,FALSE,FALSE,NA,348,1,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",FALSE,"","","","no match found"
"eriophorum angustifolium subsp. subarcticum","eriophorum angustifolium subsp. subarcticum (v.n.vassil.) hultén ex kartesz & gandhi",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,1,349,2,"wfo-0000414886","urn:lsid:ipni.org:names:307335-1","244512","Eriophorum angustifolium","species","wfo-4000013860","Honck.","Cyperaceae","","",NA,"Eriophorum","","angustifolium","","species","Valid","Verz. Gew. Teutschl. 1: 153 (1782)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Verz. Gew. Teutschl. 1: 153 1782  to Verz. Gew. Teutschl. 1: 153 (1782), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/","http://www.theplantlist.org/tpl1.1/record/kew-244512","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244512","",TRUE,"Synonym","wfo-0001301624","Eriophorum angustifolium subsp. subarcticum","smallest ID"
"eriophorum komarovii v.n.vassil.","eriophorum komarovii v.n.vassil.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,350,1,"wfo-0000414895","urn:lsid:ipni.org:names:987694-1","244515","Eriophorum angustifolium  subsp. komarovii","subspecies","wfo-0000414886","(V.N.Vassil.) Vorosch.","Cyperaceae","","",NA,"Eriophorum","","angustifolium","komarovii","subspecies","Valid","Florist. Issl. Razn. Raionakh SSSR : 152 (1985)","Accepted","","wfo-0000415024",NA,"Source in seed data: wcs Update namepublishedIn from Florist. Issl. Razn. Raionakh SSSR 152 1985  to Florist. Issl. Razn. Raionakh SSSR : 152 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/kew-244515","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244515","",TRUE,"Synonym","wfo-0000415024","Eriophorum komarovii",""
"eriophorum angustifolium subsp. angustifolium","eriophorum angustifolium subsp. angustifolium",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,351,1,"wfo-0000414889","urn:lsid:ipni.org:names:77168867-1","244513","Eriophorum angustifolium  subsp. angustifolium","subspecies","wfo-0000414886","","Cyperaceae","","",NA,"Eriophorum","","angustifolium","angustifolium","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-244513 >The Plant List v.1.1.</a> Origin","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168867-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244513","",FALSE,"","","",""
"eriophorum angustifolium subsp. komarovii","eriophorum angustifolium subsp. komarovii (v.n.vassil.) vorosch.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,352,1,"wfo-0000414895","urn:lsid:ipni.org:names:987694-1","244515","Eriophorum angustifolium  subsp. komarovii","subspecies","wfo-0000414886","(V.N.Vassil.) Vorosch.","Cyperaceae","","",NA,"Eriophorum","","angustifolium","komarovii","subspecies","Valid","Florist. Issl. Razn. Raionakh SSSR : 152 (1985)","Accepted","","wfo-0000415024",NA,"Source in seed data: wcs Update namepublishedIn from Florist. Issl. Razn. Raionakh SSSR 152 1985  to Florist. Issl. Razn. Raionakh SSSR : 152 (1985), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","http://www.theplantlist.org/tpl1.1/record/kew-244515","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-244515","",FALSE,"","","",""
"papaver macounii subsp. discolor","papaver macounii subsp. discolor (hultén) rändel ex d.f.murray",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,353,1,"wfo-0001090498","urn:lsid:ipni.org:names:1152087-2","24000865","Papaver macounii  subsp. discolor","subspecies","wfo-0001090293","(Hultén) Rändel ex D.F.Murray","Papaveraceae","Papaveroideae","Papavereae",NA,"Papaver","","macounii","discolor","subspecies","Valid","Novon 5: 294. 1995","Accepted","","wfo-0001090360",NA,"Source in seed data: tro Updated namePublishedIn from Novon 5(3): 294 1995  to Novon 5: 294. 1995 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-24000865","The Papaveraceae TEN","A","tro-24000865","",FALSE,"","","",""
"papaver keelei a.e.porsild","papaver keelei a.e.porsild",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,13,354,1,"wfo-0001090498","urn:lsid:ipni.org:names:1152087-2","24000865","Papaver macounii  subsp. discolor","subspecies","wfo-0001090293","(Hultén) Rändel ex D.F.Murray","Papaveraceae","Papaveroideae","Papavereae",NA,"Papaver","","macounii","discolor","subspecies","Valid","Novon 5: 294. 1995","Accepted","","wfo-0001090360",NA,"Source in seed data: tro Updated namePublishedIn from Novon 5(3): 294 1995  to Novon 5: 294. 1995 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-24000865","The Papaveraceae TEN","A","tro-24000865","",TRUE,"Synonym","wfo-0001090323","Papaver keelei",""
"papaver macounii subsp. discolor","papaver macounii subsp. discolor (hultén) rändel",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,355,1,"wfo-0001090498","urn:lsid:ipni.org:names:1152087-2","24000865","Papaver macounii  subsp. discolor","subspecies","wfo-0001090293","(Hultén) Rändel ex D.F.Murray","Papaveraceae","Papaveroideae","Papavereae",NA,"Papaver","","macounii","discolor","subspecies","Valid","Novon 5: 294. 1995","Accepted","","wfo-0001090360",NA,"Source in seed data: tro Updated namePublishedIn from Novon 5(3): 294 1995  to Novon 5: 294. 1995 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/tro-24000865","The Papaveraceae TEN","A","tro-24000865","",FALSE,"","","",""
"papaver macounii greene","papaver macounii greene",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,8,356,1,"wfo-0001090293","urn:lsid:ipni.org:names:182765-2","24000136","Papaver macounii","species","wfo-4000027914","Greene","Papaveraceae","Papaveroideae","Papavereae",NA,"Papaver","","macounii","","species","Valid","Pittonia 3: 247 (1897)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Pittieria 3(17C): 247–248 1897  to Pittonia 3: 247 (1897), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-2","http://www.theplantlist.org/tpl1.1/record/tro-24000136","The Papaveraceae TEN","A","tro-24000136","",FALSE,"","","",""
"papaver alaskanum var. macranthum hultén","papaver alaskanum var. macranthum hultén",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,24,357,1,"wfo-0001090316","urn:lsid:ipni.org:names:182740-2","24000257","Papaver alaskanum","species","","Hultén","Papaveraceae","Papaveroideae","Papavereae",NA,"Papaver","","alaskanum","","species","","Fl. Aleutian Isl. : 190 (1937)","Unchecked","","",NA,"Source in seed data: tro Update namepublishedIn from Fl. Aleut. Isl. 190–191, pl. 10 1937  to Fl. Aleutian Isl. : 190 (1937), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.","http://www.theplantlist.org/tpl1.1/record/tro-24000257","The Papaveraceae TEN","A","tro-24000257","",FALSE,"","","",""
"honckenya peploides","honckenya peploides (l.) ehrh.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,358,1,"wfo-0000724435","urn:lsid:ipni.org:names:154821-1","979876","Honckenya peploides","species","wfo-4000018211","(L.) Ehrh.","Caryophyllaceae","","",NA,"Honckenya","","peploides","","species","Valid","Neues Mag. Aerzte 5: 206 (1783)","Accepted","","wfo-0000546414",NA,"Source in seed data: cmp Update namepublishedIn from Neues Mag. Aerzte 5: 206 1783  to Neues Mag. Aerzte 5: 206 (1783), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2853020","The Caryophyllales Taxonomic Expert Network","A","kew-2853020","",FALSE,"","","",""
"honckenya peploides subsp. diffusa","honckenya peploides subsp. diffusa (hornem.) hultén",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,359,1,"wfo-0000724435","urn:lsid:ipni.org:names:154821-1","979876","Honckenya peploides","species","wfo-4000018211","(L.) Ehrh.","Caryophyllaceae","","",NA,"Honckenya","","peploides","","species","Valid","Neues Mag. Aerzte 5: 206 (1783)","Accepted","","wfo-0000546414",NA,"Source in seed data: cmp Update namepublishedIn from Neues Mag. Aerzte 5: 206 1783  to Neues Mag. Aerzte 5: 206 (1783), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2853020","The Caryophyllales Taxonomic Expert Network","A","kew-2853020","",TRUE,"Synonym","wfo-0000734445","Honckenya peploides subsp. diffusa",""
"honckenya diffusa","honckenya diffusa (hornem.) á.löve & d.löve",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,360,1,"wfo-0000724435","urn:lsid:ipni.org:names:154821-1","979876","Honckenya peploides","species","wfo-4000018211","(L.) Ehrh.","Caryophyllaceae","","",NA,"Honckenya","","peploides","","species","Valid","Neues Mag. Aerzte 5: 206 (1783)","Accepted","","wfo-0000546414",NA,"Source in seed data: cmp Update namepublishedIn from Neues Mag. Aerzte 5: 206 1783  to Neues Mag. Aerzte 5: 206 (1783), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2853020","The Caryophyllales Taxonomic Expert Network","A","kew-2853020","",TRUE,"Synonym","wfo-0001292051","Honckenya diffusa",""
"honckenya peploides subsp. major","honckenya peploides subsp. major (hook.) hultén",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,2,361,1,"wfo-0001291782","urn:lsid:ipni.org:names:123779-2","6301667","Honckenya peploides  subsp. major","subspecies","wfo-0000724435","(Hook.) Hultén","Caryophyllaceae","","",NA,"Honckenya","","peploides","major","subspecies","Valid","Fl. Aleutian Isl. : 171 (1937)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Fl. Aleut. Isl. 171 1937  to Fl. Aleutian Isl. : 171 (1937), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6","http://www.theplantlist.org/tpl1.1/record/tro-6301667","The Caryophyllales Taxonomic Expert Network","A","tro-6301667","",FALSE,"","","",""
"honckenya oblongifolia torr. & a.gray","honckenya oblongifolia torr. & a.gray",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,16,362,1,"wfo-0001291782","urn:lsid:ipni.org:names:123779-2","6301667","Honckenya peploides  subsp. major","subspecies","wfo-0000724435","(Hook.) Hultén","Caryophyllaceae","","",NA,"Honckenya","","peploides","major","subspecies","Valid","Fl. Aleutian Isl. : 171 (1937)","Accepted","","",NA,"Source in seed data: tro Update namepublishedIn from Fl. Aleut. Isl. 171 1937  to Fl. Aleutian Isl. : 171 (1937), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6","http://www.theplantlist.org/tpl1.1/record/tro-6301667","The Caryophyllales Taxonomic Expert Network","A","tro-6301667","",TRUE,"Synonym","wfo-0001292052","Honckenya oblongifolia",""
"honckenya peploides subsp. diffusa","honckenya peploides subsp. diffusa (hornem.) hultén ex v.v.petrovsky",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,363,1,"wfo-0000724435","urn:lsid:ipni.org:names:154821-1","979876","Honckenya peploides","species","wfo-4000018211","(L.) Ehrh.","Caryophyllaceae","","",NA,"Honckenya","","peploides","","species","Valid","Neues Mag. Aerzte 5: 206 (1783)","Accepted","","wfo-0000546414",NA,"Source in seed data: cmp Update namepublishedIn from Neues Mag. Aerzte 5: 206 1783  to Neues Mag. Aerzte 5: 206 (1783), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2853020","The Caryophyllales Taxonomic Expert Network","A","kew-2853020","",TRUE,"Synonym","wfo-0000734445","Honckenya peploides subsp. diffusa",""
"honckenya peploides var. diffusa","honckenya peploides var. diffusa (hornem.) ostenf.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,364,1,"wfo-0000724435","urn:lsid:ipni.org:names:154821-1","979876","Honckenya peploides","species","wfo-4000018211","(L.) Ehrh.","Caryophyllaceae","","",NA,"Honckenya","","peploides","","species","Valid","Neues Mag. Aerzte 5: 206 (1783)","Accepted","","wfo-0000546414",NA,"Source in seed data: cmp Update namepublishedIn from Neues Mag. Aerzte 5: 206 1783  to Neues Mag. Aerzte 5: 206 (1783), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2853020","The Caryophyllales Taxonomic Expert Network","A","kew-2853020","",TRUE,"Synonym","wfo-0001291923","Honckenya peploides var. diffusa",""
"ranunculus pygmaeus wahlenb.","ranunculus pygmaeus wahlenb.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,10,365,1,"wfo-0000461383","urn:lsid:ipni.org:names:30253244-2","660493","Ranunculus pygmaeus","species","wfo-4000032540","Wahlenb.","Ranunculaceae","","",NA,"Ranunculus","","pygmaeus","","species","Valid","Fl. Lapp. : 157 (1812)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Lapp. 157 1812  to Fl. Lapp. : 157 (1812), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2524440 >The Pl","http://www.theplantlist.org/tpl1.1/record/kew-2524440","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2524440","",FALSE,"","","",""
"ranunculus nivalis l.","ranunculus nivalis l.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,366,1,"wfo-0000462800","urn:lsid:ipni.org:names:713334-1","662235","Ranunculus nivalis","species","wfo-4000032540","L.","Ranunculaceae","","",NA,"Ranunculus","","nivalis","","species","Valid","Sp. Pl. : 553 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 553 1753  to Sp. Pl. : 553 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2526187 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2526187","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2526187","",TRUE,"Synonym","wfo-0001129694","Ranunculus nivalis f. nivalis",""
"silene acaulis","silene acaulis (l.) jacq.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,367,1,"wfo-0000438305","urn:lsid:ipni.org:names:60452326-2","621805","Silene acaulis","species","wfo-4000035363","(L.) Jacq.","Caryophyllaceae","","",NA,"Silene","","acaulis","","species","Valid","Enum. Stirp. Vindob. : 242 (1762)","Accepted","","wfo-0000628622",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Stirp. Vindob. 242 1762  to Enum. Stirp. Vindob. : 242 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-2485026","The Caryophyllales Taxonomic Expert Network","A","kew-2485026","",FALSE,"","","",""
"silene acaulis subsp. subacaulescens","silene acaulis subsp. subacaulescens (f.n.williams) c.l.hitchc. & maguire",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,368,1,"wfo-0000438305","urn:lsid:ipni.org:names:60452326-2","621805","Silene acaulis","species","wfo-4000035363","(L.) Jacq.","Caryophyllaceae","","",NA,"Silene","","acaulis","","species","Valid","Enum. Stirp. Vindob. : 242 (1762)","Accepted","","wfo-0000628622",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Stirp. Vindob. 242 1762  to Enum. Stirp. Vindob. : 242 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-2485026","The Caryophyllales Taxonomic Expert Network","A","kew-2485026","",TRUE,"Synonym","wfo-0001291518","Silene acaulis subsp. subacaulescens",""
"silene acaulis subsp. subacaulescens","silene acaulis subsp. subacaulescens (f.n.williams) hultén",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,369,1,"wfo-0000438305","urn:lsid:ipni.org:names:60452326-2","621805","Silene acaulis","species","wfo-4000035363","(L.) Jacq.","Caryophyllaceae","","",NA,"Silene","","acaulis","","species","Valid","Enum. Stirp. Vindob. : 242 (1762)","Accepted","","wfo-0000628622",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Stirp. Vindob. 242 1762  to Enum. Stirp. Vindob. : 242 (1762), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","http://www.theplantlist.org/tpl1.1/record/kew-2485026","The Caryophyllales Taxonomic Expert Network","A","kew-2485026","",TRUE,"Synonym","wfo-0001291518","Silene acaulis subsp. subacaulescens",""
"carex saxatilis l.","carex saxatilis l.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,370,1,"wfo-0000344915","urn:lsid:ipni.org:names:77171416-1","224950","Carex bigelowii  subsp. bigelowii","subspecies","wfo-0000344910","","Cyperaceae","","",NA,"Carex","","bigelowii","bigelowii","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-224950 >The Plant List v.1.1.</a> Origin","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171416-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-224950","",TRUE,"Synonym","wfo-0000350999","Carex saxatilis f. lutosa","smallest ID"
"carex saxatilis subsp. laxa","carex saxatilis subsp. laxa (trautv.) kalela",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,371,1,"wfo-0000350993","urn:lsid:ipni.org:names:302087-1","230640","Carex saxatilis","species","wfo-4000006709","L.","Cyperaceae","","",NA,"Carex","","saxatilis","","species","Valid","Sp. Pl. : 976 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 2: 976. 1753 [1 May 1753]  to Sp. Pl. : 976 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-23","http://www.theplantlist.org/tpl1.1/record/kew-230640","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-230640","",TRUE,"Synonym","wfo-0000350997","Carex saxatilis subsp. laxa",""
"carex physocarpa j.presl & c.presl","carex physocarpa j.presl & c.presl",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,19,372,1,"wfo-0000344194","urn:lsid:ipni.org:names:298425-1","224278","Carex acutata","species","wfo-4000006709","Boott","Cyperaceae","","",NA,"Carex","","acutata","","species","Valid","Proc. Linn. Soc. London 1: 287. 1846","Accepted","","",NA,"Source in seed data: wcs Updated namepublishedIn from Proc. Linn. Soc. London 1: 287 1846  to Proc. Linn. Soc. London 1: 287. 1846 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/","http://www.theplantlist.org/tpl1.1/record/kew-224278","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-224278","",TRUE,"Synonym","wfo-0000350031","Carex physocarpa","smallest ID"
