"scientificName"
"Dactyloctenium aegyptium"
"Hilleria latifolia"
"Sohmaea laxiflora"
"Steinchisma laxum"
"Zoysia matrella  var. pacifica"
"Euphorbia milii"
"Digitaria nuda"
"Ceiba pentandra"
"Zapoteca portoricensis"
"Kallstroemia pubescens"
"Lysimachia ovalis"
"Mimosa candollei"
"Washingtonia robusta"
"Tabebuia rosea"
"Heliconia rostrata"
"Gonolobus rostratus"
"Xanthosoma sagittifolium"
"Solanum scabrum"
"Cajanus scarabaeoides"
"Allamanda schottii"
"Cordia sebestena"
"Lagerstroemia speciosa"
"Paliurus spina-christi"
"Eucalyptus tereticornis"
"Euphorbia tithymaloides"
"Corymbia torelliana"
"Antiaris toxicaria  var. africana"
"Lantana trifolia"
"Opuntia tuna"
"Vigna umbellata"
"Teramnus uncinatus"
"Vigna unguiculata  subsp. baoulensis"
"Balanites aegyptiaca"
"Bothriochloa ischaemum"
"Melaleuca quinquenervia"
"Scaevola taccada"
"Epipremnum aureum"
"Philodendron giganteum"
"Oeceoclades maculata"
"Nephrolepis brownii"
"Grona adscendens"
"Lemna aequinoctialis"
"Faidherbia albida"
"Hibiscus cannabinus"
"Euphorbia cotinifolia"
"Stenotaphrum dimidiatum"
"Schoenefeldia gracilis"
"Elaeis guineensis"
"Acacia holosericea"
"Hyptis lanceolata"
"Heteropogon melanocarpus"
"Indigofera microcarpa"
"Trapa natans"
"Psophocarpus palustris"
"Thespesia"
"Sesamum radiatum"
"Plectranthus rotundifolius"
"Ischaemum rugosum"
"Blighia sapida"
"Ipomoea setifera"
"Pennisetum sieberianum"
"Jacquemontia tamnifolia"
"Tephrosia villosa"
"Pennisetum violaceum"
"Plumbago zeylanica"
"Sphenoclea zeylanica"
"Veronica acinifolia"
"Chenopodium acuminatum"
"Adonis aestivalis"
"Plantago afra"
"Vitex agnus-castus"
"Euphorbia agraria"
"Artemisia alba"
"Bryonia alba"
"Lupinus albus  subsp. graecus"
"Malva alcea"
"Euphorbia aleppica"
"Mummenhoffia alliacea"
"Crypsis alopecuroides"
"Cota altissima"
"Picris altissima"
"Fraxinus americana"
"Sison amomum"
"Sicyos angulatus"
"Lavandula angustifolia"
"Solanum angustifolium"
"Stachys annua"
"Xeranthemum annuum"
"Lathyrus annuus"
"Lathyrus aphaca"
"Asteriscus aquaticus"
"Ceratocarpus arenarius"
"Vicia articulata"
"Polycnemum arvense"
"Filago arvensis"
"Torilis arvensis  subsp. heterophylla"
"Lysimachia atropurpurea"
"Allium atropurpureum"
"Scandix australis"
"Cota austriaca"
"Conringia austriaca"
"Trigonella balansae"
"Lappula barbata"
"Convolvulus betonicifolius"
"Fimbristylis bisumbellata"
"Vicia bithynica"
"Bituminaria bituminosa"
"Chenopodium bonus-henricus"
"Lythrum borysthenicum"
"Dysphania botrys"
"Cerastium brachypetalum  subsp. tauricum"
"Cerastium brachypetalum"
"Onopordum bracteatum"
"Pentanema britannicum"
"Daucus broteri"
"Althaea cannabina"
"Aegilops caudata"
"Anthriscus cerefolium"
"Orobanche cernua"
"Linaria chalepensis"
"Euphorbia chamaesyce"
"Chenopodium chenopodioides"
"Erodium ciconium"
"Anthyllis circinnata"
"Avena clauda"
"Fibigia clypeata"
"Polygonum cognatum"
"Geranium columbinum"
"Aegilops columnaris"
"Commelina communis"
"Silene conica subsp. subconica"
"Medicago coronata"
"Valerianella coronata"
"Bryonia cretica  subsp. dioica"
"Silene cretica"
"Amaranthus crispus"
"Rumex cristatus"
"Xeranthemum cylindraceum"
"Aegilops cylindrica"
"Veronica cymbalaria"
"Aethusa cynapium"
"Allium cyrilli"
"Orlaya daucorlaya"
"Populus deltoides"
"Valeriana dentata"
"Melilotus dentatus"
"Rumex dentatus  subsp. halacsyi"
"Centaurea depressa"
"Oxalis dillenii"
"Tripleurospermum disciforme"
"Rochelia disperma"
"Geranium divaricatum"
"Corynephorus divaricatus"
"Heliotropium dolosum"
"Cerastium dubium"
"Fallopia dumetorum"
"Pulicaria dysenterica"
"Sambucus ebulus"
"Bombycilaena erecta"
"Avena eriantha"
"Bunias erucago"
"Schoenus ferrugineus"
"Chenopodium ficifolium"
"Adonis flammea"
"Pycreus flavidus"
"Montia fontana  subsp. chondrosperma"
"Veronica fruticulosa"
"Cyperus fuscus"
"Myricaria germanica"
"Pentanema germanicum"
"Amaranthus graecizans"
"Najas graminea"
"Vicia grandiflora"
"Thymelaea gussonei"
"Daucus guttatus"
"Solanum heterodoxum"
"Polycnemum heuffelii"
"Picris hieracioides"
"Malva cretica"
"Erodium hoefftianum"
"Satureja hortensis"
"Vicia hybrida"
"Chenopodium hybridum"
"Rumex hydrolapathum"
"Amaranthus hypochondriacus"
"Lathyrus inconspicuus"
"Reseda inodora"
"Gladiolus italicus"
"Torilis japonica"
"Clypeola jonthlaspi"
"Poa jubata"
"Fumaria kralikii"
"Plantago lagopus"
"Bassia laniflora"
"Ranunculus lateriflorus"
"Turgenia latifolia"
"Cistus laurifolius"
"Leontice leontopetalum"
"Torilis leptophylla"
"Tyrimnus leucographus"
"Echinocystis lobata"
"Festulolium × loliaceum"
"Cuscuta lupuliformis"
"Parietaria lusitanica"
"Opuntia macrorhiza"
"Vinca major  subsp. balcanica"
"Polycnemum majus"
"Lappula marginata"
"Achillea maritima  subsp. maritima"
"Chaiturus marrubiastrum"
"Corispermum marschallii"
"Stellaria media  subsp. cupaniana"
"Azolla microphylla"
"Cyperus michelianus"
"Logfia minima"
"Cerinthe minor"
"Cuscuta monogyna"
"Sideritis montana"
"Elaeagnus multiflora"
"Gypsophila muralis"
"Parvotrisetum myrianthum"
"Ornithogalum narbonense"
"Vicia narbonensis"
"Melilotus neapolitanus"
"Allium nigrum"
"Medicago orthoceras"
"Koelreuteria paniculata"
"Bufonia paniculata"
"Polygonum patulum"
"Picris pauciflora"
"Legousia pentagonia"
"Vicia peregrina"
"Rapistrum perenne"
"Cerastium perfoliatum"
"Convolvulus persicus"
"Fumaria petteri  subsp. thuretii"
"Fumaria petteri"
"Urtica pilulifera"
"Salvia pinnata"
"Papaver pinnatifidum"
"Conringia planisiliqua"
"Veronica polita"
"Sisymbrium polyceratium"
"Chenopodium polyspermum"
"Artemisia pontica"
"Lythrum portula"
"Veronica praecox"
"Trigonella procumbens"
"Petrorhagia prolifera"
"Bassia prostrata"
"Malva pusilla"
"Tragus racemosus"
"Bifora radians"
"Equisetum ramosissimum"
"Delphinium consolida"
"Rheum rhaponticum"
"Dianthus nudiflorus"
"Medicago rigidula"
"Fumaria rostellata"
"Capsella rubella"
"Camelina rumelica"
"Polygonum rurivagum"
"Anthemis ruthenica"
"Rumex sanguineus"
"Vicia sativa  subsp. amphicarpa"
"Vicia sativa  subsp. incisa"
"Petrorhagia saxifraga"
"Fumaria schleicheri"
"Fumaria schrammii"
"Bromus scoparius"
"Coronilla scorpioides"
"Calystegia sepium"
"Cyperus serotinus"
"Vicia serratifolia"
"Lathyrus setifolius"
"Malvella sherardiana"
"Legousia speculum-veneris"
"Aegilops speltoides"
"Lepidium spinosum"
"Crepis sprengeriana"
"Bromus squarrosus"
"Rhagadiolus stellatus"
"Euphorbia stricta"
"Anchusa stylosa"
"Heliotropium suaveolens"
"Ceratophyllum submersum"
"Cephalaria syriaca"
"Hibiscus syriacus"
"Andrachne telephioides"
"Tripleurospermum tenuifolium"
"Polycarpon tetraphyllum  subsp. diphyllum"
"Anchusa thessala"
"Lythrum thymifolia"
"Seseli tortuosum"
"Cephalaria transsylvanica"
"Potamogeton trichoides"
"Beta trigyna"
"Eriolobus trilobatus"
"Veronica triphyllos"
"Torilis ucranica"
"Anchusa undulata  subsp. hybrida"
"Chenopodium urbicum"
"Fumaria vaillantii"
"Veronica verna"
"Ammannia verticillata"
"Dasypyrum villosum"
"Acalypha virginica"
"Lythrum volgense"
"Dracunculus vulgaris"
"Pulicaria vulgaris"
"Bidens vulgata"
"Cyclachaena xanthiifolia"
"Colubrina asiatica"
"Passiflora biflora"
"Cestrum diurnum"
"Dracaena hyacinthoides"
"Casuarina junghuhniana"
"Albizia procera"
"Neyraudia reynaudiana"
"Acacia salicina"
"Jasminum sambac"
"Selenicereus grandiflorus"
"Acalypha indica"
"Phenax sonneratii"
"Dioscorea trifida"
"Crepis alpina"
"Saussurea amara"
"Axyris amaranthoides"
"Erigeron strigosus  var. septentrionalis"
"Wolffia arrhiza"
"Thesium linophyllon"
"Nigella arvensis"
"Artemisia austriaca"
"Sibbaldianthe bifurca"
"Thlaspi caerulescens"
"Dianthus campestris"
"Bromus carinatus"
"Epilobium ciliatum  subsp. watsonii"
"Salsola collina"
"Suaeda corniculata"
"Corispermum declinatum"
"Erysimum diffusum"
"Puccinellia dolicholepis"
"Artemisia dubia"
"Brassica elongata  subsp. integrifolia"
"Euphorbia esula"
"Erucastrum gallicum"
"Medicago falcata  subsp. glandulosa"
"Elymus hispidus"
"Artemisia integrifolia"
"Salsola kali  subsp. ruthenica"
"Atriplex laciniata"
"Artemisia latifolia"
"Potentilla longifolia"
"Cakile maritima  subsp. euxina"
"Achillea micrantha"
"Tanacetum millefolium"
"Erodium neuradifolium"
"Atriplex oblongifolia"
"Eremopyrum orientale"
"Corispermum pallasii  subsp. membranaceum"
"Amaranthus palmeri"
"Gypsophila perfoliata"
"Lolium persicum"
"Sisymbrium polymorphum"
"Epilobium pseudorubescens"
"Leymus racemosus"
"Roemeria refracta"
"Bromus riparius"
"Alyssum rostratum"
"Crepis sancta"
"Seriphidium schrenkianum"
"Artemisia scoparia"
"Gypsophila scorzonerifolia"
"Sisyrinchium septentrionale"
"Elymus sibiricus"
"Artemisia siversiana"
"Heracleum sosnowskyi"
"Hordeum spontaneum"
"Festuca subverticillata"
"Gnaphalium supinum"
"Lactuca tatarica"
"Ambrosia trifida"
"Eremopyrum triticeum"
"Aegilops triuncialis"
"Spinacia turkestanica"
"Carlina vulgaris"
"Melilotus wolgicus"
"Musa balbisiana"
"Hyparrhenia bracteata"
"Eragrostis gangetica"
"Codariocalyx gyroides"
"Melaleuca leucadendra"
"Pennisetum polystachion"
"Sesuvium portulacastrum"
"Passiflora seemannii"
"Hellenia speciosa"
"Trachypogon spicatus"
"Abutilon abutilon"
"Solanum aculeatissimum"
"Veronica agrestis"
"Cyperus alternifolius"
"Trachyspermum ammi"
"Sterculia apetala"
"Anredera baselloides"
"Calophyllum calaba"
"Eupatorium capillifolium"
"Iberis carnosa"
"Prunus caroliniana"
"Livistona chinensis"
"Pimenta dioica"
"Ptychosperma elegans"
"Noronhia emarginata"
"Commelina erecta"
"Ardisia guianensis"
"Furcraea hexapetala"
"Valantia hispida"
"Oxalis intermedia"
"Lantana involucrata"
"Sporobolus junceus"
"Pteris longifolia"
"Podocarpus macrophyllus"
"Solandra maxima"
"Phyllanthus niruri"
"Salvinia auriculata"
"Smyrnium olusatrum"
"Tabebuia pallida"
"Eustachys petraea"
"Ficus retusa"
"Sideritis romana"
"Veronica salicifolia"
"Verbena scabra"
"Phymatosorus scolopendria"
"Salvia serotina"
"Bursera simaruba"
"Jasminum simplicifolium"
"Spermacoce tenuior"
"Spermacoce tetraquetra"
"Verbascum thapsum"
"Hibiscus tilliaceus"
"Euphorbia tithymaloides  subsp. parasitica"
"Plantago virginica"
"Ilex vomitoria"
"Chamaecrista absus"
"Laportea aestuans"
"Solanum amygdalifolium"
"Machaerium arboreum"
"Ranunculus asiaticus"
"Limosella australis"
"Euphorbia berteroana"
"Ranunculus bulbosus"
"Clerodendrum bungei"
"Nelsonia canescens"
"Lippia lippioides"
"Annona cherimola"
"Capsicum chinense"
"Caladium clavatum"
"Machaerium cobanense"
"Polycarpaea corymbosa"
"Parietaria debilis"
"Thelypteris dentata"
"Salvia dombeyi"
"Clerodendrum dusenii"
"Cassia fastuosa"
"Grona heterocarpos"
"Scleria lacustris"
"Oldenlandia lancifolia"
"Myosotis latifolia"
"Dalea leporina"
"Schizachyrium maclaudii"
"Vasconcellea monoica"
"Annona montana"
"Rollinia mucosa"
"Thelypteris opulenta"
"Rudgea panurensis"
"Ipomoea pinifolia"
"Pteris propinqua"
"Linum prostratum"
"Physalis pruinosa"
"Capsicum pubescens"
"Vasconcellea pubescens"
"Sambucus racemosa"
"Ipomoea rubens"
"Microlepia speluncae"
"Cecropia strigosa"
"Salvia tiliifolia"
"Macrothelypteris torresiana"
"Aneilema umbrosum"
"Eulophia alta"
"Artocarpus altilis"
"Clibadium armanii"
"Tilesia baccata"
"Eleutherine bulbosa"
"Capsicum coccineum"
"Physalis cordata"
"Kalanchoe crenata"
"Digitaria fuscescens"
"Limnocharis laforestii"
"Acmella oleracea"
"Acmella oppositifolia"
"Carludovica palmata"
"Paullinia parvibractea"
"Clibadium surinamense"
"Pteris tripartita"
"Pteris vittata"
"Dieffenbachia amoena"
"Ipomoea aristolochiifolia"
"Digitaria eriantha  subsp. pentzii"
"Hackelochloa granularis"
"Cymbopogon nardus"
"Musa × paradisiaca"
"Macropharynx peltata"
"Syngonium angustatum"
"Pachira aquatica"
"Brachiaria arrecta"
"Calyptocarpus brasiliensis"
"Polycarpon depressum"
"Gossypium herbaceum"
"Digitaria insularis"
"Eragrostis japonica"
"Ischaemum latifolium"
"Arachniodes macrostegia"
"Syzygium malaccense"
"Roystonea oleracea"
"Selaginella plana"
"Brachiaria plantaginea"
"Eriochloa polystachya"
"Hiraea schultesii"
"Psophocarpus tetragonolobus"
"Pachyrhizus tuberosus"
"Cymbopogon densiflorus"
"Ischaemum guianense"
"Dodecastigma integrifolium"
"Ipomoea leucantha"
"Hydrolea spinosa"
"Aristida adscensionis"
"Brachiaria adspersa"
"Acmella alba"
"Selenicereus anthonyanus"
"Dendrocalamus asper"
"Grevillea banksii"
"Alternanthera bettzickiana"
"Cardamine bonariensis"
"Panicum brevifolium"
"Pilea cadierei"
"Mimosa caesalpiniifolia"
"Enneapogon cenchroides"
"Calyptrochilum christyanum"
"Boerhavia coccinea"
"Evolvulus convolvuloides"
"Briquetia denudata"
"Panicum deustum"
"Clitoria fairchildiana"
"Chenopodium hircinum"
"Evolvulus incanus"
"Nymphoides indica"
"Condylocarpon isthmicum"
"Dicranopteris linearis"
"Nymphaea lotus"
"Paspalum maritimum"
"Plectranthus monostachyus"
"Epiphyllum oxypetalum"
"Ipomoea parasitica"
"Brachiaria paucispicata"
"Cuscuta pentagona"
"Pentodon pentandrus"
"Eragrostis plana"
"Mazus pumilus"
"Clusia rosea"
"Lepidium ruderale"
"Sesbania sesban"
"Ipomoea carolina"
"Brachiaria mollis"
"Brachiaria platyphylla"
"Baltimora recta"
"Gigantochloa apus"
"Ipomoea cordatotriloba"
"Phyllostachys edulis"
"Cuscuta glomerata"
"Urochloa jubata"
"Swietenia macrophylla"
"Ipomoea neurocephala"
"Pinus oocarpa"
"Cerastium rivulare"
"Eulophia ruwenzoriensis"
"Bambusa tuldoides"
"Caryota urens"
"Toona ciliata"
"Sterculia foetida"
"Deparia petersenii"
"Piper amalago"
"Ipomoea cheirophylla"
"Spermacoce dasycephala"
"Waltheria indica"
"Paspalum millegrana"
"Stemodia trifoliata"
"Brachiaria dictyoneura"
"Eragrostis pectinacea"
"Ipomoea meyeri"
"Eugenia wullschlaegeliana"
"Bambusa blumeana"
"Corchorus capsularis"
"Hedychium coccineum"
"Houttuynia cordata"
"Cerastium dicrotrichum"
"Hyperthelia dissoluta"
"Drepanostachyum falcatum"
"Crinum jagus"
"Veronica javanica"
"Microchloa kunthii"
"Arenaria lanuginosa"
"Cenchrus latifolius"
"Cerastium mollissimum"
"Cyperus mundtii"
"Geranium nepalense"
"Eucalyptus robusta"
"Salmea scandens"
"Cuscuta tinctoria"
"Tephrosia vogelii"
"Acmella alpestris"
"Discocactus ferricola"
"Acmella grisea"
"Aldama tuberosa"
"Palicourea ownbeyi"
"Coffea canephora"
"Ischaemum timorense"
"Musa ornata"
"Hyparrhenia diplandra"
"Marsilea minuta"
"Brachiaria oligobrachiata"
"Pycreus pumilus"
"Ipomoea tuboides"
"Ipomoea violacea"
"Cerastium commersonianum"
"Lobelia fervens"
"Pinus glabra"
"Clinopodium gracile"
"Ligustrum japonicum"
"Lilium longiflorum"
"Senna macranthera"
"Pinus maximinoi"
"Eryngium mesopotamicum"
"Scrophularia peregrina"
"Apium prostratum"
"Pinus pseudostrobus"
"Cardionema ramosissimum"
"Bidens rubicundula"
"Eryngium stenophyllum"
"Zeuxine strateumatica"
"Coreopsis tinctoria"
"Triraphis andropogonoides"
"Mimusops balata"
"Curculigo capitulata"
"Pteris cretica"
"Bambusa dissimulator"
"Bambusa multiplex"
"Bambusa tulda"
"Pleurothyrium trianae"
"Vellosiella spathacea"
"Cyperus berroi"
"Parodia buiningii"
"Sagina chilensis"
"Archontophoenix cunninghamiana"
"Sarcocornia fruticosa"
"Spergularia grandis"
"Parodia herteri"
"Cerastium humifusum"
"Ophiopogon japonicus"
"Sisyrinchium minus"
"Rubus rosifolius"
"Cerastium selloi"
"Paronychia setigera"
"Cyperus strigosus"
"Senecio viravira"
"Brachylaena discolor"
"Arenaria groenlandica"
"Sedum mexicanum"
"Portulaca thellusonii"
"Melocanna baccifera"
"Bambusa beecheyana"
"Dichondra carolinensis"
"Tripsacum lanceolatum"
"Dendrocalamus latiflorus"
"Physalis minuta"
"Euterpe oleracea"
"Sida poeppigiana"
"Dendrocalamus strictus"
"Bambusa textilis"
"Hydrilla verticillata"
"Echinochloa walteri"
"Urceolina amazonica"
"Maurandya antirrhiniflora"
"Themeda arguens"
"Enterolobium cyclocarpum"
"Breynia disticha"
"Ruellia elegans"
"Russelia equisetiformis"
"Cassia grandis"
"Vincetoxicum indicum"
"Ipomoea mauritiana"
"Cassia moschata"
"Garcia nutans"
"Aristolochia odoratissima"
"Tabernaemontana pandacaqui"
"Glycosmis parviflora"
"Ixora pavetta"
"Erythrina poeppigiana"
"Sanchezia speciosa"
"Cleome speciosa"
"Crinum zeylanicum"
"Trichodesma zeylanicum"
"Eragrostis barbinodis"
"Flaveria bidentis"
"Sonchus dregeanus"
"Dactyloctenium geminatum"
"Acanthospermum glabratum"
"Aeschynomene indica"
"Sacciolepis interrupta"
"Cereus jamacaru"
"Pupalia lappacea  var. velutina"
"Hibiscus lobatus"
"Astripomoea malvacea"
"Cladium mariscus  subsp. jamaicense"
"Cardiospermum microcarpum"
"Ranunculus multifidus"
"Caldesia parnassifolia"
"Maytenus peduncularis"
"Brugmansia aurea"
"Cymbopogon pospischilii"
"Lipotriche pungens"
"Bidens schimperi"
"Acalypha segetalis"
"Myriophyllum spicatum"
"Amaranthus standleyanus"
"Salvia stenophylla"
"Lantana viburnoides"
"Phedimus aizoon"
"Mirabilis albida"
"Typha angustifolia"
"Potentilla argentea"
"Salvia arrabidae"
"Geum aurantiacum"
"Artemisia biennis"
"Trigonella caerulea"
"Pilosella caespitosa"
"Astragalus cicer"
"Silene conoidea"
"Potamogeton crispus"
"Agropyron cristatum"
"Silene csereii"
"Salix daphnoides"
"Dianthus deltoides"
"Rumex dentatus"
"Alyssum desertorum"
"Ventenata dubia"
"Triticum durum"
"Gypsophila elegans"
"Scolochloa festucacea"
"Agropyron fragile"
"Adlumia fungosa"
"Sparganium glomeratum"
"Rudbeckia hirta"
"Rheum × hybridum"
"Phedimus hybridus"
"Persicaria hydropiper"
"Psathyrostachys juncea"
"Neuontobotrys linearifolius"
"Cotoneaster lucidus"
"Chaenorhinum minus"
"Verbascum nigrum"
"Oxybaphus nyctagineus"
"Cynoglossum officinale"
"Spinacia oleracea"
"Zizania palustris"
"Gypsophila paniculata"
"Dyssodia papposa"
"Salix pentandra"
"Verbascum phlomoides"
"Linaria pinifolia"
"Eryngium planum"
"Dianthus plumarius"
"Hippophae rhamnoides"
"Lythrum salicaria"
"Dianthus seguieri"
"Ononis arvensis"
"Nasturtium sterile"
"Erigeron strigosus"
"Clematis tangutica"
"Lonicera tatarica"
"Fagopyrum tataricum"
"Ranunculus testiculatus"
"Dracocephalum thymiflorum"
"Butomus umbellatus"
"Nonea vesicaria"
"Odontites vulgaris"
"Ionopsidium acaule"
"Oxalis acetosella"
"Clinopodium acinos"
"Panicum agrostoides"
"Nicotiana alata"
"Rubus allegheniensis"
"Clematis alpina"
"Solidago altissima  subsp. gilvocanescens"
"Leymus angustus"
"Cuscuta approximata"
"Stellaria aquatica"
"Zizania aquatica"
"Zizania aquatica  var. interior"
"Shepherdia argentea"
"Pediomelum argophyllum"
"Sonchus arvensis  subsp. uliginosus"
"Scirpus atrovirens"
"Veronica austriaca"
"Corylus avellana"
"Anchusa azurea"
"Veronica beccabunga"
"Bidens beckii"
"Veronica biloba"
"Camissoniopsis bistorta"
"Nothoscordum bivalve"
"Amaranthus blitum  subsp. emarginatus"
"Euphorbia boissieriana"
"Hypericum boreale"
"Muscari botryoides"
"Wolffia brasiliensis"
"Ammophila breviligulata"
"Bromus briziformis"
"Amaranthus × budensis"
"Elodea callitrichoides"
"Papaver cambricum"
"Lactuca canadensis"
"Corynephorus canescens"
"Eupatorium cannabinum"
"Rorippa cantoniensis"
"Adiantum capillus-veneris"
"Gilia capitata"
"Solanum carolinense"
"Azolla caroliniana"
"Fragaria chiloensis"
"Tamarix chinensis"
"Monarda citriodora"
"Juncus compressus"
"Symphyotrichum cordifolium"
"Vaccinium corymbosum"
"Carthamus creticus"
"Cotoneaster crispii"
"Vicia lens"
"Scirpus cyperinus"
"Aubrieta deltoidea"
"Spartina densiflora"
"Castanea dentata"
"Agropyron desertorum"
"Limnanthes douglasii"
"Juncus effusus  subsp. solutus"
"Galanthus elwesii"
"Lonicera etrusca"
"Sanicula europaea"
"Lycopus europaeus"
"Astragalus falcatus"
"Deschampsia flexuosa"
"Isotoma fluviatilis"
"Agastache foeniculum"
"Carex frankii"
"Hypericum fraseri"
"Filago germanica"
"Ulmus glabra"
"Schoenoplectus glaucus"
"Bolboschoenus glaucus"
"Pilosella glomerata"
"Digitalis grandiflora"
"Carex granularis"
"Physalis grisea"
"Silene hampeana"
"Cyclamen hederifolium"
"Epipactis helleborine"
"Festuca heterophylla"
"Erechtites hieraciifolius"
"Mirabilis hirsuta"
"Carex hirta"
"Rudbeckia hirta  var. pulcherrima"
"Robinia hispida"
"Elymus hispidus  subsp. barbulatus"
"Bromus hordeaceus  subsp. thominei"
"Lythrum hyssopifolium"
"Rorippa indica"
"Lobelia inflata"
"Sorbus intermedia"
"Polypogon interruptus"
"Sagina japonica"
"Zostera japonica"
"Luzula kobayasii"
"Lotus krylovii"
"Hieracium lachenalii"
"Rudbeckia laciniata  var. ampla"
"Campanula lactiflora"
"Pilosella lactucella"
"Hieracium laevigatum"
"Digitalis lanata"
"Viola lanceolata"
"Bromus lanceolatus"
"Symphyotrichum lateriflorum"
"Vicia lathyroides"
"Bromus latiglumis"
"Daphne laureola"
"Carex longii"
"Persicaria longiseta"
"Geranium lucidum"
"Lactuca ludoviciana"
"Hieracium maculatum"
"Hypericum maculatum"
"Lamium maculatum"
"Hypericum maculatum  subsp. obtusiusculum"
"Chelidonium majus"
"Juncus marginatus"
"Fumaria reuteri"
"Helianthus maximiliani"
"Plantago media"
"Clinopodium menthifolium"
"Daphne mezereum"
"Camissoniopsis micrantha"
"Mibora minima"
"Iris missouriensis"
"Solidago mollis"
"Jasione montana"
"Soldanella montana"
"Amberboa moschata"
"Lactuca muralis"
"Hypericum mutilum"
"Euphorbia myrsinites"
"Aconitum napellus  subsp. vulgare"
"Acer negundo  subsp. interius"
"Euphrasia nemorosa"
"Salvia nemorosa"
"Crepis nicaeensis"
