"x"
"Dactyloctenium aegyptium"
"Cupressus funebris"
"Cienfuegosia gerrardii"
"Angophora hispida"
"Carya illinoinensis"
"Ipomoea intrapilosa"
"Parkia javanica"
"Gossypium klotzschianum"
"Brunfelsia latifolia"
"Gossypium longicalyx"
"Crotalaria macrocarpa"
"Sapindus mukorossi"
"Alpinia nutans"
"Syzygium paniculatum"
"Panicum pilosum"
"Piscidia piscipula"
"Aphanamixis polystachya"
"Gossypium raimondii"
"Pachypodium saundersii"
"Eucalyptus siderophloia"
"Gossypium somalense"
"Pavonia spinifex"
"Oropetium thomaeum"
"Juniperus thurifera"
"Gossypium trilobum"
"Schlumbergera truncata"
"Pyrenacantha kaurabassana"
"Costus afer"
"Quercus pyrenaica"
"Dicliptera leonotis"
"Centaurea praecox"
"Stipa capensis"
"Asteriscus sericeus"
"Sclerophylax spinescens"
"Cistanche violacea"
"Aristolochia anguicida"
"Justicia brasiliana"
"Calliandra falcata"
"Ruellia fulgida"
"Bellucia grossularioides"
"Pandanus hahnii"
"Bravaisia integerrima"
"Ixora laxiflora"
"Erythroxylum lineolatum"
"Costus lucanusianus"
"Pandanus maximus"
"Baccharis nervosa"
"Pandanus odorifer"
"Cyperus pectinatus"
"Mimosa polydactyla"
"Aphelandra pulcherrima"
"Maranta ruiziana"
"Virola surinamensis"
"Odontocarya tamoides"
"Phlogacanthus turgidus"
"Pandanus utilis"
"Ehretia acuminata"
"Santalum album"
"Platycerium alcicorne"
"Ischaemum aristatum"
"Gmelina asiatica"
"Leucas aspera"
"Syngonium auritum"
"Juniperus bermudiana"
"Strophanthus boivinii"
"Helanthium bolivianum"
"Aeschynomene brevifolia"
"Cynanchum callialata"
"Acmella caulirhiza"
"Solanum commersonii"
"Elaeagnus conferta"
"Cyperus corymbosus"
"Caesalpinia crista"
"Cyperus cyperoides  subsp. flavus"
"Cyperus denudatus"
"Bulbostylis festucoides"
"Impatiens flaccida"
"Cymbopogon flexuosus"
"Hyptis floribunda"
"Elaeocarpus floribundus"
"Isolepis fluitans"
"Dracaena forskaliana"
"Rubus fraxinifolius"
"Digitalis fuscescens"
"Tectaria gemmifera"
"Vitex glabrata"
"Cuphea glutinosa"
"Litsea glutinosa"
"Edrastima goreensis"
"Claoxylon grandifolium"
"Oldenlandia herbacea"
"Clitoria heterophylla"
"Iris hexagona"
"Euphorbia heyneana"
"Queenslandiella hyalina"
"Trichodesma indicum"
"Acalypha integrifolia  var. longifolia"
"Vachellia leucophloea"
"Typhonodorum lindleyanum"
"Searsia longipes"
"Boehmeria holosericea"
"Aponogeton madagascariensis"
"Anisomeles malabarica"
"Miconia leamarginata"
"Adenostemma mauritianum"
"Setaria megaphylla"
"Cyperus mitis"
"Cordia monoica"
"Litsea monopetala"
"Dyschoriste nagchana"
"Rhamnus napalensis"
"Phyllanthus niruroides"
"Cyperus nutans  var. eleusinoides"
"Rumex obovatus"
"Osbeckia octandra"
"Trema orientalis"
"Decalobanthus peltatus"
"Boehmeria penduliflora"
"Pogostemon plectrantoides"
"Acalypha poiretii"
"Basilicum polystachyon"
"Juncus prismatocarpus"
"Crotalaria pulchra"
"Asparagus racemosus"
"Hippeastrum reginae"
"Breynia retusa"
"Entada rheedii"
"Ligustrum robustum  subsp. walkeri"
"Dracaena roxburghiana"
"Crassocephalum rubens"
"Dioscorea sansibarensis"
"Rotheca serrata"
"Lepidium serratum"
"Alectra sessiliflora"
"Passiflora stipulata"
"Panicum subalbidum"
"Hibiscus surattensis"
"Chamaecrista telfairiana"
"Azima tetracantha"
"Ipomoea tiliacea"
"Tadehagi triquetrum"
"Aeschynomene uniflora"
"Arctotis venusta"
"Pleroma viminea"
"Rhynchosia viscosa  var. breviracemosa"
"Halodule wrightii"
"Sphaeranthus africanus"
"Crotalaria cleomifolia"
"Varronia cylindrostachya"
"Crotalaria cytisoides"
"Viola hederacea"
"Adiantum latifolium"
"Horsfieldia parviflora"
"Wikstroemia ridleyi"
"Puccinellia acroxantha"
"Malva aegyptia"
"Aristolochia albida"
"Phyllanthus angolensis"
"Trigonella anguina"
"Rhipsalis baccifera"
"Dysphania x bontei"
"Plantago cafra"
"Boerhavia cordobensis"
"Mesembryanthemum geniculiflorum"
"Trigonella glabra"
"Persicaria hystricula"
"Geranium incanum"
"Tragus koelerioides"
"Sonchus maritimus"
"Rotala mexicana"
"Solanum pimpinellifolium"
"Prosopis pubescens"
"Launaea rarifolia"
"Euphorbia systyloides"
"Matthiola torulosa"
"Corallocarpus triangularis"
"Atriplex vestita"
"Mirabilis viscosa"
"Dovyalis zeyheri"
"Gleditsia australis"
"Cynoglossum australe"
"Pelargonium inodorum"
"Erythrina caffra"
"Plantago debilis"
"Eucalyptus fibrosa"
"Rubus fruticosus"
"Cyperus gracilis"
"Citrus jambhiri"
"Metrosideros kermadecensis"
"Linum marginale"
"Glycine microphylla"
"Delarbrea paradoxa"
"Acacia parramattensis"
"Ranunculus sessiliflorus"
"Geranium solanderi"
"Erythrina speciosa"
"Digitaria iburua"
"Cyamopsis tetragonoloba"
"Bronwenia acapulcensis"
"Panicum aciculare"
"Mimosa albida"
"Mimosa albida  var. glabrior"
"Pecluma alfredii"
"Sparattanthelium amazonum"
"Zeugites americanus"
"Pleopeltis angusta"
"Guadua angustifolia"
"Picramnia antidesma  subsp. fessonia"
"Maxonia apiifolia  var. dualis"
"Panicum aquaticum"
"Centrosema arenarium"
"Chrysophyllum argenteum  subsp. panamense"
"Cucurbita argyrosperma"
"Mapania assimilis"
"Araucaria bidwillii"
"Croton billbergianus"
"Eriochloa boxiana"
"Centrosema brasilianum"
"Doliocarpus brevipedicellatus"
"Oplismenus burmanni"
"Trichomanes capillaceum"
"Stylosanthes capitata"
"Frangula capreifolia"
"Lobelia cardinalis"
"Lycopodiella caroliniana var. meridionalis"
"Phyllanthus caroliniensis"
"Helosis cayennensis"
"Thelypteris cheilanthoides"
"Calyptranthes chytraculia var. americana"
"Piriqueta cistoides"
"Heliconia collinsiana"
"Costus comosus  var. bakeri"
"Cavendishia complectens"
"Hemionitis concolor"
"Hyptis conferta"
"Jacaranda copaia  subsp. spectabilis"
"Psychotria costivenia"
"Ficus cotinifolia"
"Ficus hondurensis"
"Eriosema crinitum"
"Guettarda crispiflora subsp. poasana"
"Huperzia curvifolia var. parvifolia"
"Bidens cynapiifolia"
"Thelypteris decussata"
"Doliocarpus dentatus"
"Chamaecrista desvauxii  var. brevipes"
"Xyris difformis  var. curtissii"
"Lasiacis divaricata"
"Cyathea tuerckheimii"
"Parapolystichum effusum  subsp. effusum"
"Castilla elastica  subsp. costaricana"
"Hauya elegans  subsp. cornuta"
"Panicum ensifolium"
"Philodendron ensifolium"
"Miconia neoepiphytica"
"Ctenitis equestris"
"Elaphoglossum erinaceum"
"Trigonia eriosperma  subsp. membranacea"
"Lastreopsis exculta"
"Erythrostemon exostemma"
"Rhynchospora fascicularis"
"Anthurium flexile"
"Jamesonia flexuosa"
"Xyris floridana"
"Zapoteca formosa"
"Dichaea fragrantissima"
"Paullinia fuscescens"
"Kalanchoe gastonis-bonnieri"
"Calyptrogyne ghiesbreghtiana  subsp. glauca"
"Arpophyllum giganteum  subsp. alpinum"
"Chamaecrista glandulosa  var. flavicoma"
"Thelypteris glandulosa  var. brachyodus"
"Brunfelsia grandiflora"
"Thelypteris grandis  var. pallescens"
"Lasiacis grisebachii"
"Costus guanaiensis  var. macrostrobilus"
"Pouzolzia guatemalana"
"Senna guatemalensis"
"Gouinia guatemalensis"
"Lagenocarpus guianensis"
"Lindsaea guianensis"
"Mimosa hirsutissima  var. barbigera"
"Mimosa hirsutissima"
"Heliconia irrasa"
"Lindsaea lancea"
"Sagittaria lancifolia  subsp. media"
"Vigna lasiocarpa"
"Adenostemma lavenia"
"Thelypteris leprieurii"
"Philodendron ligulatum"
"Costus lima"
"Huperzia linifolia"
"Pectis linifolia"
"Hypolytrum longifolium  subsp. nicaraguense"
"Bambusa longispiculata"
"Pachystachys lutea"
"Annona macroprophyllata"
"Peperomia magnoliifolia"
"Doliocarpus major"
"Malpighia mexicana"
"Acalypha microphylla"
"Salacia multiflora"
"Bauhinia multinervia"
"Ceratophyllum muricatum  subsp. australe"
"Mouriri myrtilloides  subsp. parvifolia"
"Naucleopsis naga"
"Eriochloa nelsonii"
"Styrax nicaraguensis"
"Inga nobilis  subsp. quaternata"
"Lasiacis oaxacensis  var. maxonii"
"Lasiacis oaxacensis"
"Pouzolzia occidentalis"
"Turpinia occidentalis"
"Corallorhiza odontorhiza  var. pringlei"
"Pterocarpus officinalis"
"Dictyostega orobanchoides"
"Acalypha ostryifolia"
"Capparidastrum pachaca subsp. oxysepalum"
"Raritebe palicoureoides  subsp. dwyerianum"
"Senna pallida"
"Psychotria panamensis  var. compressicaulis"
"Amphilophium paniculatum"
"Pharus parvifolius"
"Thelypteris schizotis"
"Anthurium pentaphyllum  var. bombacifolium"
"Senna pilifera  var. subglabra"
"Polypodium polypodioides var. aciculare"
"Pleopeltis polypodioides"
"Adenophyllum porophyllum  var. radiatum"
"Zapoteca portoricensis  subsp. flavida"
"Aeschynomene pratensis"
"Pecluma ptilota  var. bourgaeana"
"Thelypteris puberula"
"Trichomanes punctatum  subsp. labiatum"
"Aristida purpurascens"
"Callisia purpurascens"
"Triplasis purpurea"
"Mapania pycnocephala"
"Lindsaea quadrangularis"
"Hirtella racemosa  var. hexandra"
"Pilocarpus racemosus"
"Huperzia reflexa"
"Osmunda regalis"
"Thelypteris resinifera"
"Pouteria reticulata"
"Philodendron rhodoaxis"
"Manihot rhomboidea  subsp. microcarpa"
"Eragrostis rufescens"
"Commelina rufipes  var. glabrata"
"Lasiacis rugelii"
"Rhynchospora rugosa  subsp. americana"
"Lasiacis ruscifolia"
"Aquarius scaber"
"Philodendron schottii  subsp. talamancae"
"Heliconia secunda"
"Chamaecrista serpens"
"Bernardia sidoides"
"Goeppertia silvicola"
"Rhododendron simsii"
"Dichanthelium sphaerocarpon var. sphaerocarpon"
"Frangula sphaerosperma"
"Streptochaeta spicata"
"Panicum stoloniferum"
"Lindsaea stricta  var. parvula"
"Dichanthelium strigosum var. strigosum"
"Dimerocostus strobilaceus"
"Microgramma nana"
"Setaria tenax"
"Protium tenuifolium  subsp. sessiliflorum"
"Hemionitis ternifolia"
"Renealmia thyrsoidea"
"Melochia tomentosa"
"Miconia tonduzii"
"Pouteria torta  subsp. tuberculata"
"Hirtella triandra  subsp. media"
"Trichilia trifolia"
"Ruellia tetrastichantha"
"Clerodendrum umbellatum"
"Brunfelsia undulata"
"Chione venosa"
"Piriqueta viscosa"
"Tetracera volubilis"
"Cymbopogon winterianus"
"Chamaecrista zygophylloides var. deamii"
"Micropyrum tenellum"
"Carlina acaulis"
"Pulmonaria affinis"
"Potentilla alba"
"Hylotelephium anacampseros"
"Allium angulosum"
"Helichrysum arenarium"
"Noccaea caerulescens  subsp. brachypetala"
"Dianthus carthusianorum"
"Pinus cembra"
"Anacyclus clavatus"
"Cytisus decumbens"
"Androsace elongata"
"Pentanema ensifolium"
"Cuscuta europaea"
"Hylotelephium ewersii"
"Rhododendron brachycarpum  subsp. fauriei"
"Luzula forsteri"
"Veronica gentianoides"
"Waldsteinia geoides"
"Chelone glabra"
"Dasiphora glabrata"
"Orobanche gracilis"
"Bromus kalmii"
"Sisymbrium luteum"
"Stachys macrantha"
"Pulmonaria montana"
"Melampyrum nemorosum"
"Phyteuma nigrum"
"Corydalis nobilis"
"Amelanchier ovalis"
"Gladiolus palustris"
"Centaurea phrygia"
"Alchemilla plicata"
"Gagea pratensis"
"Alchemilla propinqua"
"Galium rotundifolium"
"Alchemilla sarmatica"
"Puschkinia scilloides"
"Capnoides sempervirens"
"Nepeta sibirica"
"Myosotis sparsiflora"
"Lamprocapnos spectabilis"
"Rhododendron sutchuenense"
"Waldsteinia ternata  subsp. trifolia"
"Clerodendrum canescens"
"Murdannia dimorpha"
"Mitreola petiolata"
"Cuphea procumbens"
"Schoenoplectiella supina"
"Pycreus unioloides"
"Cassinia aculeata"
"Ptilostemon afer"
"Cyclodium heterodon  var. abbreviatum"
"Sparmannia africana"
"Oenanthe aquatica"
"Leucadendron argenteum"
"Haloragis aspera"
"Pomaderris aspera"
"Grevillea aspleniifolia"
"Rytidosperma auriculatum"
"Syzygium australe"
"Alchemilla australiana"
"Gypsophila australis"
"Livistona australis"
"Mentha australis"
"Collomia biflora"
"Austrostipa bigeniculata"
"Senecio bipinnatisectus"
"Austrostipa blackii"
"Maytenus boaria"
"Photinia bodinieri"
"Juncus brachycarpus"
"Cirsium brevistylum"
"Agropyron brownei"
"Carex brownii"
"Amphilophium buccinatorium"
"Rytidosperma caespitosum"
"Hedera canariensis"
"Crassothonna capensis"
"Rubus cardiophyllus"
"Oxalis chnoodes"
"Disphyma clavellatum"
"Crassula coccinea"
"Dahlia coccinea"
"Embothrium coccineum"
"Crassula colorata  var. acuminata"
"Parochetus communis"
"Calandrinia compressa"
"Juncus continuus"
"Pentanema conyzae"
"Solanum crispum"
"Vittadinia cuneata"
"Geitonoplesium cymosum"
"Pultenaea daphnoides"
"Callianthe darwinii"
"Galium debile"
"Eremophila debilis"
"Daucus decipiens"
"Sedum decumbens"
"Eucalyptus delegatensis"
"Euphorbia depauperata"
"Dryopteris dilatata"
"Solenogyne dominii"
"Juncus dregeanus"
"Sporobolus elongatus"
"Rytidosperma erianthum"
"Chenopodium erosum"
"Rubus errabundus"
"Senecio esleri"
"Eucalyptus eugenioides"
"Dahlia excelsa"
"Himalayacalamus falconeri"
"Scleranthus fasciculatus"
"Eucalyptus fastigata"
"Juncus filicaulis"
"Antenoron filiforme"
"Luzula flaccida"
"Stipa flavescens"
"Juncus flavidus"
"Nemesia floribunda"
"Juncus fockei"
"Nymphoides geminata"
"Utricularia geminiscapa"
"Rytidosperma geniculatum"
"Hakea gibbosa"
"Pauridia glabella"
"Medicago brachycarpa"
"Vittadinia gracilis"
"Salix gracilistyla"
"Kalanchoe grandiflora"
"Trozelia grandiflora"
"Cyperus gunnii"
"Solenogyne gunnii"
"Hypericum henryi"
"Teucrium hircanicum"
"Festulolium x holmbergii"
"Juncus homalocaulis"
"Galium humifusum"
"Minuartia hybrida"
"Alchemilla incisa"
"Baloghia inophylla"
"Escallonia iveyi"
"Carex iynx"
"Poa labillardierei"
"Rytidosperma laeve"
"Taraxacum lambinonii"
"Calotis lappulacea"
"Solenopsis laurentia"
"Hieracium levicaule  subsp. lepidulum"
"Rubus leptothyrsus"
"Hypericum linariifolium"
"Senecio linearifolius"
"Utricularia livida"
"Juncus lomatophyllus"
"Carex longibrachiata"
"Goodia lotifolia"
"Carex lurida"
"Entolasia marginata"
"Philadelphus mexicanus"
"Azara microphylla"
"Scutellaria minor"
"Passiflora mixta"
"Selaginella moellendorffii"
"Hypericum montanum"
"Rubus mucronulatus"
"Stuartina muelleri"
"Bomarea multiflora"
"Rubus nemoralis"
"Miscanthus nepalensis"
"Austrostipa nitida"
"Stipa nodosa"
"Silene nutans"
"Eucalyptus obliqua"
"Trifolium ochroleucon"
"Leonotis ocymifolia"
"Malva olbia"
"Bambusa oldhamii"
"Telopea oreades"
"Eucalyptus ovata"
"Pandorea pandorana"
"Glyceria pedicellata"
"Rytidosperma penicillatum"
"Tropaeolum pentaphyllum"
"Oxalis perennans"
"Rytidosperma pilosum"
"Eucalyptus pilularis"
"Passiflora pinnatistipula"
"Viburnum plicatum"
"Centaurea podospermifolia"
"Idesia polycarpa"
"Persicaria polystachya"
"Juncus procerus"
"Polystichum proliferum"
"Lepidium pseudotasmanicum"
"Cistus laxus"
"Helenium puberulum"
"Cassytha pubescens"
"Persicaria punctata"
"Epacris purpurascens"
"Eupatorium quaternum"
"Aegonychon purpurocaeruleum"
"Frangula purshiana"
"Pentapogon quadrifidus"
"Rytidosperma racemosum"
"Dichelachne rara"
"Elaeagnus x reflexa"
"Eucalyptus regnans"
"Salvia repens"
"Australopyrum retrofractum"
"Trifolium retusum"
"Passiflora x rosea"
"Ficus rubiginosa"
"Stipa rudis"
"Briza rufa"
"Pseudosclerochloa rupestris"
"Helianthus salicifolius"
"Buddleja salviifolia"
"Brugmansia sanguinea"
"Oenanthe sarmentosa"
"Eccremocarpus scaber"
"Stipa scabra"
"Asplenium scolopendrium"
"Pilosella scouleri"
"Echeveria secunda"
"Polystichum setiferum"
"Echeveria setosa"
"Poa sieberiana"
"Gamochaeta simplicicaulis"
"Senecio skirrhodon"
"Bartlettina sordida"
"Lampranthus spectabilis"
"Centrolepis strigosa"
"Austrostipa stuposa"
"Bupleurum subovatum"
"Juncus subsecundus"
"Eucalyptus tenuiramis"
"Rytidosperma tenuius"
"Macadamia tetraphylla"
"Oxalis thompsoniae"
"Clematis tibetana  var. vernayi"
"Clerodendrum trichotomum"
"Einadia trigonos  subsp. stellulata"
"Hydrocotyle tripartita"
"Bowlesia tropaeolifolia"
"Rubus tuberculatus"
"Oxalis tuberosa"
"Salvia uliginosa"
"Chamelaucium uncinatum"
"Aeonium undulatum"
"Oberna uniflora"
"Aeonium urbicum"
"Aeonium x velutinum"
"Pleioblastus viridistriatus"
"Pelargonium vitifolium"
"Olearia lyallii"
"Uncinia uncinata"
"Hydrocotyle bowlesioides"
"Sophora chathamica"
"Arthropodium cirrhatum"
"Poa cita"
"Eucomis comosa"
"Pelargonium crispum"
"Anthemis cupaniana"
"Lepidium desvauxii"
"Fuchsia excorticata"
"Taraxacum hamatum"
"Juncus holoschoenus"
"Arctotis hybrida"
"Juncus kraussii"
"Corynocarpus laevigatus"
"Nemophila menziesii"
"Sophora microphylla"
"Pelargonium radens"
"Watsonia zeyheri"
"Blumea axillaris"
"Ruellia ciliatiflora"
"Tecomella undulata"
"Crinum americanum"
"Syzygium syzygioides"
"Pimpinella adscendens"
"Magnolia alba"
"Ludwigia alternifolia"
"Brunfelsia americana"
"Diospyros andamanica"
"Wrightia antidysenterica"
"Cylindrolobus aporoides"
"Annona atemoya"
"Solanum graciliflorum"
"Neololeba atra"
"Adinobotrys atropurpureus"
"Typhonium blumei"
"Schizostachyum brachycladum"
"Sonchus brachyotus"
"Dendrocalamus brandisii"
"Brunfelsia brasiliensis"
"Carissa carandas"
"Cynometra cauliflora"
"Musanga cecropioides"
"Handroanthus chrysanthus"
"Dalea cliffortiana"
"Dalbergia cochinchinensis"
"Ixora cuneifolia"
"Hoppea dichotoma"
"Melampodium americanum"
"Solanum diphyllum"
"Bambusa dolichoclada"
"Artemisia dubia  var. asiatica"
"Diospyros ehretioides"
"Corchorus fascicularis"
"Typhonium flagelliforme"
"Pseudomussaenda flava"
"Cordia gerascanthus"
"Artocarpus gomezianus"
"Brownea grandiceps"
"Cavanillesia hylogeiton"
"Mansoa hymenaea"
"Chrysobalanus icaco"
"Elytraria imbricata"
"Garcinia intermedia"
"Peucedanum japonicum"
"Manilkara kauki"
"Paracarphalea kirondron"
"Inga laurina"
"Coffea liberica  var. dewevrei"
"Posoqueria longiflora"
"Lagerstroemia loudonii"
"Hibiscus macrophyllus"
"Bambusa maculata"
"Dypsis madagascariensis"
"Meibomia malacophylla"
"Globba marantina"
"Pterocarpus marsupium"
"Adenanthera microsperma"
"Fridericia mollissima"
"Aglaia odorata"
"Chrysophyllum oliviforme"
"Crotalaria orixensis"
"Sisyrinchium palmifolium"
"Xantolis parvifolia"
"Gardenia philastrei"
"Sarcococca coriacea"
"Maianthemum purpureum"
"Pyrus pyrifolia"
"Cyrtostachys renda"
"Hippeastrum reticulatum"
"Chrysopogon serrulatus"
"Medinilla intermedia"
"Ledebouria socialis"
"Inga spectabilis"
"Scutellaria splendens"
"Lagenophora stipitata"
"Lagerstroemia subcostata"
"Seemannia sylvatica"
"Cupressus torulosa"
"Bambusa utilis"
"Brachiaria villosa"
"Diospyros virginiana"
"Rhynchosia volubilis"
"Pancratium zeylanicum"
"Selinum alatum"
"Odontarrhena argentea"
"Crepis aurea"
"Geranium bohemicum"
"Tsuga canadensis"
"Rosa carolina"
"Lonicera caucasica"
"Carya cordiformis"
"Tetradium daniellii"
"Rosa davurica"
"Sanguisorba dodecandra"
"Aesculus flava"
"Oenothera x drawertii"
"Erysimum hungaricum"
"Alnus incana  subsp. rugosa"
"Oenothera jueterbogensis"
"Carya laciniosa"
"Typha minima"
"Lonicera minutiflora"
"Mentha x rotundifolia"
"Picea orientalis"
"Carya ovata"
"Lathyrus pannonicus"
"Trifolium patens"
"Oenothera x braunii"
"Oenothera punctulata"
"Bidens radiata"
"Allium ramosum"
"Festuca rupicaprina"
"Acer saccharum"
"Alchemilla sericata"
"Linaria spartea"
"Symphyotrichum tradescantii"
"Helleborus viridis"
"Albizia adinocephala"
"Ceiba aesculifolia"
"Evolvulus alsinoides"
"Jacquinia arborea"
"Tabebuia aurea"
"Saccharum bengalense"
"Pera bumeliifolia"
"Myrosma cannifolia"
"Albizia carbonaria"
"Arthraxon castratus"
"Ruellia chartacea"
"Begonia convolvulacea"
"Casuarina cristata"
"Calathea crotalifera"
"Hebestigma cubense"
"Triplaris cumingiana"
"Pilea depressa"
"Ficus drupacea"
"Caloncoba echinata"
"Funtumia elastica"
"Hibiscus elatus"
"Stylosanthes erecta"
"Aeschynomene evenia"
"Aechmea fasciata"
"Asplenium flabellulatum"
"Wisteria floribunda"
"Cabomba furcata"
"Calopogonium galactioides"
"Arachis glabrata"
"Evolvulus glomeratus"
"Combretum grandiflorum"
"Pleroma granulosum"
"Begonia heracleifolia"
"Epiphyllum hookeri"
"Plumbago indica"
"Flacourtia inermis"
"Petunia integrifolia"
"Ochna jabotapita"
"Clerodendrum laevifolium"
"Ficus lutea"
"Pterocarpus macrocarpus"
"Paspalum macrophyllum"
"Trichomanes membranaceum"
"Salvinia minima"
"Verbena montevidensis"
"Terminalia myriocarpa"
"Terminalia oblonga"
"Posidonia oceanica"
"Pelargonium odoratissimum"
"Philodendron ornatum"
"Bauhinia pauletia"
"Aglaonema pictum"
"Forchhammeria polyandra"
"Tynanthus polyanthus"
"Selenicereus pteranthus"
"Chrysothemis pulchella"
"Acmella pusilla"
"Sida repens"
"Agathis robusta"
"Lysiloma sabicu"
"Crotalaria saltiana"
"Handroanthus serratifolius"
"Luehea speciosa"
"Echinochloa stagnina"
"Heliconia stricta"
"Congea tomentosa"
"Passiflora tuberosa"
"Eugenia umbellulifera"
"Pseuderanthemum variabile"
"Rauvolfia vomitoria"
"Spathiphyllum wallisii"
"Prunus armeniaca var. mandshurica"
"Pinus hakkodensis"
"Pinus tabuliformis"
"Cullen americanum"
"Cleretum apetalum"
"Rhododendron arboreum"
"Brahea armata"
"Diascia barberae"
"Dimorphotheca barberae"
"Howea belmoreana"
"Platycerium bifurcatum"
"Avena brevis"
"Calodendrum capense"
"Diplotaxis catholica"
"Blechnum spinulosum"
"Bencomia caudata"
"Ipomoea cholulensis"
"Lotus conimbricensis"
"Protea cynaroides"
"Tinantia erecta"
"Erythrina falcata"
"Gamochaeta filaginea"
"Hymenosporum flavum"
"Howea forsteriana"
"Sparaxis fragrans"
"Vulpia geniculata"
"Pelargonium glutinosum"
"Aizoanthemopsis hispanica"
"Euphorbia ingens"
"Cymbidium insigne"
"Paphiopedilum insigne"
"Farfugium japonicum"
"Encephalartos lehmannii"
"Plantago loeflingii"
"Campanula lusitanica"
"Markhamia lutea"
"Erythrina lysistemon"
"Sobralia macrantha"
"Chambeyronia macrocarpa"
"Agathis macrophylla"
