"x"
"Dactyloctenium aegyptium"
"Melaleuca cajuputi"
"Glossocardia calva"
"Marsypianthes chamaedrys"
"Stereospermum chelonoides"
"Scolopia chinensis"
"Fuirena ciliaris"
"Eriocaulon cinereum"
"Thunbergia coccinea"
"Excoecaria cochinchinensis"
"Wissadula contracta"
"Lannea coromandelica"
"Cullen corylifolium"
"Fuchsia corymbiflora"
"Rhynchospora corymbosa"
"Eriocaulon decangulare"
"Scleromitrion diffusum"
"Cyperus distans"
"Chloranthus elatior"
"Heliotropium elongatum"
"Podachaenium eminens"
"Aglaia erythrosperma"
"Anthurium berrioense"
"Borassus flabellifer"
"Bacopa floribunda"
"Bocconia frutescens"
"Rolandra fruticosa"
"Alpinia galanga"
"Sida glabra"
"Fimbristylis griffithii"
"Sagittaria guayanensis"
"Bruguiera gymnorhiza"
"Eriocaulon heterolepis"
"Jaegeria hirta"
"Cuphea hookeriana"
"Pseuderanthemum hookerianum"
"Viola inconspicua"
"Wikstroemia indica"
"Xyris indica"
"Hibiscus indicus"
"Solanum jamaicense"
"Schoenoplectiella juncoides"
"Rungia klossii"
"Goodenia koningsbergeri"
"Euphorbia lacei"
"Kalanchoe laciniata"
"Knoxia roxburghii"
"Schoenoplectiella lateriflora"
"Chamaecrista leschenaultiana"
"Alpinia malaccensis"
"Philodendron mamei"
"Decalobanthus mammosus"
"Gigantochloa manggong"
"Aegle marmelos"
"Trimezia martinicensis"
"Rhinacanthus nasutus"
"Alnus nepalensis"
"Diospyros nigra"
"Eragrostis nigra"
"Gigantochloa nigrociliata"
"Allmania nodiflora"
"Clinacanthus nutans"
"Strychnos nux-vomica"
"Burckella obovata"
"Eleocharis ochrostachys"
"Schleichera oleosa"
"Brillantaisia owariensis"
"Panicum paludosum"
"Rungia pectinata"
"Piper peltatum"
"Diospyros philippinensis"
"Setaria plicata"
"Euphorbia plumerioides"
"Pseudechinolaena polystachya"
"Cyperus procerus"
"Bulbostylis puberula"
"Phyllanthus pulcher"
"Passiflora princeps"
"Piriqueta racemosa"
"Eleocharis retroflexa"
"Gigantochloa robusta"
"Clitoria falcata  var. falcata"
"Hexasepalum sarmentosum"
"Fimbristylis schoenoides"
"Chloranthus spicatus"
"Rostellularia procumbens"
"Ceriops tagal"
"Bothriospermum zeylanicum"
"Ayapana triplinervis"
"Eriocaulon truncatum"
"Fimbristylis umbellaris"
"Pontederia vaginalis"
"Cissus verticillata"
"Acaciella villosa"
"Canarium vulgare"
"Ruscus aculeatus"
"Viscum album"
"Hieracium argenteum"
"Crocus adamii"
"Polypodium cambricum"
"Oxalis decaphylla"
"Oenanthe fistulosa"
"Saxifraga granulata"
"Brachyglottis greyi"
"Circaea x intermedia"
"Taraxacum lamprophyllum"
"Hottonia palustris"
"Taraxacum pannucium"
"Mercurialis perennis"
"Asplenium ruta-muraria"
"Symphytum tuberosum"
"Galanthus woronowii"
"Croton bonplandianus"
"Sphagneticola calendulacea"
"Lysiloma latisiliquum"
"Ehretia microphylla"
"Dimeria ornithopoda"
"Cissampelos pareira"
"Chrozophora plicata"
"Scleromitrion tenelliflorum"
"Centrostachys aquatica"
"Solanum asperolanatum"
"Nothosaerva brachiata"
"Ipomoea coptica"
"Jatropha glandulifera"
"Aeluropus lagopoides"
"Allocasuarina littoralis"
"Solanum myriacanthum"
"Wissadula periplocifolia"
"Gisekia pharnaceoides"
"Oxalis spiralis"
"Erigeron sublyratus"
"Heliotropium subulatum"
"Dicoma tomentosa"
"Cardamine trichocarpa"
"Indigofera trita"
"Senna uniflora"
"Agave vera-cruz"
"Alisma gramineum"
"Cipura paludosa"
"Viola thomsonii"
"Lobelia chinensis"
"Craterostigma plantagineum"
"Stipagrostis plumosa"
"Dalbergia melanoxylon"
"Distimake quinatus"
"Senna planitiicola"
"Urochondra setulosa"
"Dactyliandra welwitschii"
"Carthamus oxyacantha"
"Tribulus pentandrus"
"Carpesium abrotanoides"
"Ribes alpestre"
"Themeda anathera"
"Galium asperifolium"
"Indigofera astragalina"
"Achyranthes bidentata"
"Bidens cernua"
"Rubia cordifolia"
"Hieracium crocatum"
"Epilobium cylindricum"
"Oxalis dehradunensis"
"Rotala densiflora"
"Lactuca dissecta"
"Ranunculus distans"
"Echinops echinatus"
"Galium elegans"
"Syringa emodi"
"Polypogon fugax"
"Rumex hastatus"
"Euphorbia hispida"
"Chrysojasminum fruticans"
"Arthraxon lancifolius"
"Buddleja lindleyana"
"Thymus linearis"
"Ranunculus lingua"
"Indigofera linifolia"
"Indigofera linnaei"
"Grangea maderaspatana"
"Digera muricata"
"Sorghum nitidum"
"Potamogeton nodosus"
"Carex notha"
"Blumea obliqua"
"Capillipedium parviflorum"
"Ludwigia perennis"
"Rhamnus persica"
"Chamaecrista pumila"
"Catharanthus pusillus"
"Lonicera quinquelocularis"
"Clinopodium umbrosum"
"Caragana versicolar"
"Artemisia vestita"
"Cirsium wallichii"
"Sambucus wightiana"
"Carduus edelbergii"
"Achillea falcata"
"Calceolaria mexicana"
"Oxygonum sinuatum"
"Centrosema virginianum"
"Lycianthes laevis"
"Eriochloa fatmensis"
"Malva ludwigii"
"Stipagrostis hirtigluma"
"Farsetia heliophila"
"Senecio vestitus"
"Genista canariensis"
"Chamaecytisus hirsutus"
"Searsia lancea"
"Echinops banaticus"
"Cardamine bulbifera"
"Callistephus chinensis"
"Dioscorea communis"
"Groenlandia densa"
"Verbascum densiflorum"
"Amomyrtus luma"
"Gonocarpus micranthus"
"Juncus planifolius"
"Ribes pallidum"
"Pinus brutia"
"Euphorbia lasiocarpa"
"Atriplex muelleri"
"Acacia sclerosperma"
"Acacia victoriae"
"Sorghum virgatum"
"Oenothera adriatica"
"Eleusine africana"
"Tamarix africana"
"Ottelia alismoides"
"Elatine ambigua"
"Apios americana"
"Cyperus amuricus"
"Gahnia aspera  subsp. globosa"
"Berberis bealei"
"Ornithogalum boucheanum"
"Phalaris brachystachys"
"Chaerophyllum bulbosum"
"Mollugo cerviana"
"Centaurea diluta"
"Oenothera fallacoides"
"Rotala filiformis"
"Eragrostis frankii"
"Muhlenbergia frondosa"
"Erodium glaucophyllum"
"Capsella grandiflora"
"Senecio grisebachii"
"Spiraea hypericifolia"
"Rotala indica"
"Lycium shawii"
"Oenanthe javanica"
"Limnophila x ludoviciana"
"Rumex lunaria"
"Mazus miquelii"
"Reynoutria multiflora"
"Coriaria myrtifolia"
"Spirodela oligorrhiza"
"Rheum palmatum"
"Cyclanthera pedata"
"Panicum philadelphicum"
"Ballota pseudodictamnus"
"Elaeagnus pungens"
"Oxalis purpurata"
"Rotala ramosior"
"Santolina rosmarinifolia"
"Juniperus sabina"
"Agave salmiana  var. ferox"
"Opuntia scheeri"
"Alcea setosa"
"Muhlenbergia cenchroides"
"Persicaria virginiana"
"Commelina virginica"
"Lampranthus elegans"
"Sesbania punicea"
"Agave salmiana"
"Mirabilis longiflora"
"Ficus watkinsiana"
"Alpinia nigra"
"Dendrosenecio adnivalis  subsp. friesiorum"
"Taraxacum aequisectum"
"Asphodelus albus"
"Taraxacum angustisquameum"
"Taraxacum aurosulum"
"Taxus baccata"
"Leptinella dioica"
"Taraxacum exsertum"
"Campanula fragilis"
"Iris hollandica"
"Dianthus hyssopifolius  subsp. gallicus"
"Sisyrinchium laxum"
"Taraxacum lucidum"
"Nuphar lutea"
"Pimpinella major"
"Arenaria montana"
"Angelica pachycarpa"
"Borago pygmaea"
"Sagittaria sagittifolia"
"Taraxacum subexpallidum"
"Equisetum telmateia"
"Taraxacum tenebricans"
"Allium ursinum"
"Erica vagans"
"Ranunculus abortivus"
"Arctotis acaulis"
"Rumex acetosella  subsp. pyrenaicus"
"Eriochloa acuminata"
"Physalis acutifolia"
"Stachys affinis"
"Lindera aggregata"
"Bouchea agrestis"
"Chamaecytisus albus"
"Drosera aliciae"
"Convolvulus althaeoides"
"Ageratina altissima"
"Polygala ambigua"
"Persicaria amblyophylla"
"Plantago amplexicaulis"
"Rumex amurensis"
"Veronica anagalloides"
"Trifolium angulatum"
"Carex annectens"
"Cotula anthemoides"
"Delphinium anthriscifolium"
"Artemisia carvifolia"
"Nymphoides aquatica"
"Arctotis arctotoides"
"Amaranthus arenicola"
"Rubus argutus"
"Carex argyi"
"Polygonum argyrocoleon"
"Festuca arizonica"
"Althaea armeniaca"
"Blumea aromatica"
"Lepironia articulata"
"Cyperus articulatus"
"Saccharum arundinaceum"
"Moricandia arvensis"
"Boltonia asteroides"
"Carex athrostachya"
"Helichrysum aurantiacum"
"Lotus australis"
"Scutellaria baicalensis"
"Myosotis laxa  subsp. baltica"
"Scutellaria barbata"
"Coreopsis basalis"
"Crotalaria sagittalis"
"Gynura bicolor"
"Euphorbia bifida"
"Ipomoea biflora"
"Galium bifolium"
"Drosera binata"
"Utricularia bisquamata"
"Senecio blochmanae"
"Verbena bracteata"
"Papaver bracteatum"
"Carex brevior"
"Utricularia breviscapa"
"Acer buergerianum"
"Persicaria bungeana"
"Houstonia caerulea"
"Amethystea caerulea"
"Brodiaea californica"
"Lythrum californicum"
"Prunus campanulata"
"Flaveria campestris"
"Convolvulus cantabrica"
"Drosera capillaris"
"Mentha x gentilis"
"Trifolium carolinianum"
"Alopecurus carolinianus"
"Medicago carstiensis"
"Aira caryophyllea var. multicaulis"
"Dysphania chilensis"
"Eomecon chionantha"
"Enteropogon chlorideus"
"Symphyotrichum ciliatum"
"Setaria cinerea"
"Boehmeria clidemioides  var. diffusa"
"Lathyrus clymenum"
"Penstemon cobaea"
"Phyllanthus cochinchinensis"
"Momordica cochinchinensis"
"Artemisia umbrosa"
"Digitaria cognata"
"Scabiosa columbaria"
"Melochia compacta"
"Dorstenia contrajerva"
"Fallopia x convolvuloides"
"Weigela coraeensis"
"Stipa coreana"
"Amaranthus crassipes"
"Erodium crinitum"
"Calotis cuneifolia"
"Bouteloua curtipendula"
"Buddleja curviflora"
"Strobilanthes cusia"
"Lespedeza davidii"
"Lespedeza davurica"
"Fallopia dentatoalata"
"Panicum dichotomum"
"Viola diffusa"
"Achillea distans  subsp. stricta"
"Chloris divaricata"
"Juncus dudleyi"
"Cyperus echinatus"
"Kaempferia elegans"
"Desmodium venustum"
"Merremia emarginata"
"Phyllanthus embergeri"
"Eleocharis erythropoda"
"Rubus ischyracanthus"
"Primula farinosa"
"Alnus fauriei"
"Crotalaria breviflora"
"Cyperus filiculmis"
"Drosera filiformis"
"Carex fissa"
"Monarda fistulosa"
"Aquilegia flabellata"
"Celastrus flagellaris"
"Potentilla flagellaris"
"Linum flavum"
"Pycnanthemum flexuosum"
"Lespedeza floribunda"
"Aquarius floribundus"
"Clematis florida"
"Reynoutria forbesii"
"Lactuca formosana"
"Tricyrtis formosana"
"Chloris formosana"
"Taraxacum mongolicum"
"Saccharum formosanum"
"Berberis fortunei"
"Trifolium fucatum"
"Amaranthus galii"
"Lemna gibba"
"Spermacoce glabra"
"Sigesbeckia glabrescens"
"Daucus glochidiatus"
"Andropogon glomeratus"
"Artemisia gmelinii"
"Acalypha gracilens"
"Sagittaria graminea"
"Orlaya grandiflora"
"Campsis grandiflora"
"Cerastium grandiflorum"
"Begonia grandis"
"Oenothera grandis"
"Carex gravida"
"Physalis crassifolia"
"Rumex hastatulus"
"Scirpus hattorianus"
"Indigofera hendecaphylla"
"Plantago heterophylla"
"Agalinis heterophylla"
"Potentilla heynii"
"Pseudosasa hindsii"
"Lepyrodiclis holosteoides"
"Lespedeza homoloba"
"Rhapis humilis"
"Cirsium lineare"
"Erythranthe x hybrida"
"Agrostis hyemalis"
"Corispermum hyssopifolium"
"Desmodium illinoense"
"Desmanthus illinoensis"
"Reinwardtia indica"
"Rothia indica"
"Anisomeles indica"
"Abutilon indicum  subsp. albescens"
"Lespedeza inschanica"
"Juncus interior"
"Drosera intermedia"
"Eragrostis intermedia"
"Dryopteris intermedia"
"Medicago ciliaris"
"Callirhoe involucrata"
"Saintpaulia ionantha"
"Citrus iriomotensis"
"Gynura japonica"
"Strobilanthes japonica"
"Iris japonica"
"Buchozia japonica"
"Rumex japonicus"
"Indigofera kirilowii"
"Aster koraiensis"
"Salix koriyanagi"
"Shibataea kumasasa"
"Piptatherum kuoi"
"Agrostis lachnantha"
"Helianthus laevigatus"
"Mnesithea laevis"
"Carex laevivaginata"
"Arthraxon lanceolatus"
"Persicaria lanigera"
"Polygonum lapathifolium var. lanatum"
"Chrysanthemum lavandulifolium"
"Panicum laxiflorum"
"Carex leavenworthii"
"Eulalia leschenaultiana"
"Sedum lineare"
"Ludwigia linearis"
"Montia linearis"
"Alopecurus longiaristatus"
"Wedelia lundii"
"Solidago luteus"
"Campylotropis macrocarpa"
"Oenothera macrocarpa"
"Eleocharis macrostachya"
"Cynodon magennisii"
"Hypericum majus"
"Euphorbia makinoi"
"Cyperus malaccensis  subsp. monophyllus"
"Solanum memphiticum"
"Scirpus microcarpus"
"Carex microptera"
"Paspalum minus"
"Zingiber mioga"
"Lantana mista"
"Digitaria mollicoma"
"Hypericum monogynum"
"Zehneria mucronata"
"Zeltnera muehlenbergii"
"Ipomoea multifida"
"Medicago murex"
"Veronica myriantha"
"Salvia napifolia"
"Carex nebraskensis"
"Vitex negundo  var. cannabifolia"
"Horsfordia newberryi"
"Solanum nigrescens"
"Dracaena nilotica"
"Avena nuda"
"Eragrostis nutans"
"Sphenopholis obtusata"
"Verbesina occidentalis"
"Glyceria x occidentalis"
"Vulpia octoflora"
"Linaria odora"
"Tradescantia ohiensis"
"Sedum oryzifolium"
"Cyperus oxylepis"
"Bromus pacificus"
"Viola palmata"
"Desmodium paniculatum"
"Carex pansa"
"Bidens parviflora"
"Chloris pectinata"
"Heteranthera peduncularis"
"Carex pellita"
"Melothria pendula"
"Parietaria pensylvanica"
"Hypericum perforatum  subsp. chinense"
"Convolvulus pilosellifolius"
"Eragrostis pilosissima"
"Polygonum plebeium"
"Bidens polylepis"
"Ipomoea polymorpha"
"Dioscorea polystachya"
"Chenopodium preissmannii"
"Pinguicula primuliflora"
"Triumfetta procumbens"
"Festuca prolifera"
"Atriplex prostrata  subsp. calotheca"
"Stenactis pseudoannua"
"Hydrocotyle pseudoconferta"
"Solidago ptarmicoides"
"Ipomoea pulchella"
"Monarda punctata  var. occidentalis"
"Dinetus racemosus"
"Valerianella radiata"
"Flaveria ramosissima"
"Polygonum ramosissimum"
"Bromus ramosus"
"Stevia rebaudiana"
"Chaerophyllum reflexum"
"Acmella repens"
"Piper retrofractum"
"Desmodium obtusum"
"Artemisia rubripes"
"Nuphar rubrodisca"
"Tetradium ruticarpum"
"Eriocapitella japonica"
"Nierembergia scoparia"
"Panicum scoparium"
"Solidago mexicana"
"Polygala senega"
"Smithia sensitiva"
"Crocus salzmannii"
"Pilea serpyllifolia"
"Setaria setosa"
"Alnus sieboldiana"
"Cinnamomum sieboldii"
"Artemisia sieversiana"
"Eragrostis silveana"
"Ribes sinanense"
"Caragana sinica"
"Astragalus sinicus"
"Acacia glaucoptera"
"Viola sororia"
"Stipa spartea"
"Pedicularis spicata"
"Capillipedium spicigerum"
"Plantago patagonica"
"Solanum spirale"
"Lycoris squamigera"
"Plantago squarrosa"
"Erodium stephanianum"
"Plagiobothrys stipitatus"
"Solanum stoloniferum"
"Cyperus stoloniferus"
"Verbena stricta"
"Adenophora stricta"
"Lespedeza stuevei"
"Chenopodium subglabrum"
"Symphyotrichum subulatum  var. ligulatum"
"Panicum sumatrense"
"Lagopsis supina"
"Artemisia sylvatica"
"Cyperus tenuiculmis"
"Rorippa teres"
"Callitriche terrestris"
"Amsinckia tessellata"
"Indocalamus tessellatus"
"Cyperus textilis"
"Fritillaria thunbergii"
"Persicaria tinctoria"
"Edgeworthia chrysantha"
"Juncus torreyi"
"Cenchrus tribuloides"
"Eragrostis trichodes"
"Xenostegia tridentata"
"Nicotiana obtusifolia"
"Asimina triloba"
"Vittadinia dissecta"
"Neptunia triquetra"
"Heteropogon triticeus"
"Musa troglodytarum"
"Operculina turpethum"
"Camonea pilosa"
"Selaginella uncinata"
"Crotalaria uncinella"
"Hedyotis uncinella"
"Solanum insanum"
"Carex unilateralis"
"Alpinia uraiensis"
"Orychophragmus violaceus"
"Albuca virens"
"Pterocaulon virgatum"
"Diodia virginiana"
"Aeschynomene virginica"
"Salicornia virginica"
"Artemisia viridissima"
"Polygonum viscosum"
"Poa wheeleri"
"Sonchus wightianus"
"Trifolium willdenovii"
"Chenopodium zahnii"
"Dracaena zeylanica"
"Kalanchoe beharensis"
"Acacia colei"
"Maesopsis eminii"
"Striga hermonthica"
"Dahlia imperialis"
"Trachelospermum jasminoides"
"Cestrum axillare"
"Rhodognaphalon mossambicense"
"Lathyrus chloranthus"
"Cerastium nemorale"
"Crambe orientalis"
"Malva pamiroalaica"
"Viola prionantha"
"Nigella sativa"
"Conocarpus erectus"
"Volkameria inermis"
"Leuenbergeria bleo"
"Pereskia grandifolia"
"Billbergia pyramidalis"
"Veronica americana"
"Rudbeckia amplexicaulis"
"Lisaea heterocarpa"
"Magnolia obovata"
"Gratiola officinalis"
"Rubus plicatus"
"Panicum virgatum"
"Linum virginianum"
"Dombeya acutangula"
"Bombax anceps"
"Clausena anisata"
"Rotula aquatica"
"Nyctanthes arbor-tristis"
"Ficus asperifolia"
"Cyperus babakan"
"Elettaria cardamomum"
"Morus cathayana"
"Aesculus chinensis"
"Aglaonema costatum"
"Apodytes dimidiata"
"Magnolia figo"
"Decaspermum fruticosum"
"Floscopa glomerata"
"Angelonia goyazensis"
"Artocarpus integer"
"Dioscorea japonica"
"Cunninghamia lanceolata"
"Aglaia malaccensis"
"Chloroleucon mangense  var. mangense"
"Castanea mollissima"
"Magnolia montana"
"Rheum officinale"
"Xanthosoma platylobum"
"Artocarpus rigidus  subsp. asperulus"
"Agastache rugosa"
"Sphaeranthus senegalensis"
"Magnolia sumatrana  var. glauca"
"Cnidoscolus ulei"
"Durio zibethinus"
"Triticum monococcum"
"Solanum rugosum"
"Trifolium isthmocarpum"
"Rosenbergiodendron formosum"
"Jasminum laurifolium  var. laurifolium"
"Vangueria madagascariensis"
"Hibiscus radiatus"
"Typhonium trilobatum"
"Curcuma zanthorrhiza"
"Petrosedum montanum"
"Buxus sempervirens"
"Erucastrum abyssinicum"
"Acalypha amentacea"
"Baccharoides anthelmintica"
"Passiflora antioquiensis"
"Blumea bovei"
"Begonia cucullata  var. cucullata"
"Melampodium divaricatum"
"Indigofera dosua"
"Soymida febrifuga"
"Pittosporum ferrugineum"
"Rubus glomeratus"
"Begonia humilis"
"Rotheca incisa"
"Lantana indica"
"Andira inermis"
"Stachytarpheta intercedens"
"Eupatorium inulifolium"
"Taraxacum javanicum"
"Rubus lineatus"
"Sesbania macrantha"
"Costus malortieanus"
"Aniseia martinicensis"
"Platostoma menthoides"
"Salvia nilotica"
"Mucuna novoguineensis"
"Primula obconica"
"Argyreia osyrensis"
"Exacum pallidum"
"Sphenodesme pentandra"
"Fuchsia regia"
"Cochlospermum religiosum"
"Zanthoxylum rhetsa"
"Schnella glabra"
"Eragrostis schweinfurthii"
"Clerodendrum schweinfurthii"
"Lantana splendens"
"Erythrophleum suaveolens"
"Dillenia suffruticosa"
"Ammannia capitellata"
"Stachytarpheta trimeni"
"Begonia ulmifolia"
"Melochia umbellata"
"Impatiens verticillata"
"Indigofera zollingeriana"
"Hydrocotyle americana"
"Taraxacum brachyglossum"
"Taraxacum breviscapum"
"Burchellia bubalina"
"Rubus cuneifolius"
"Eucalyptus dalrympleana"
"Taraxacum ekmanii"
"Carex glomerata"
"Taraxacum hamatiforme"
"Lappula heteracantha"
"Salix lasiandra"
"Eucalyptus lehmannii"
"Eucalyptus melliodora"
"Eucalyptus nitens"
"Hybanthus parviflorus"
"Taraxacum parvilobum"
"Pinus roxburghii"
"Eucalyptus rubida"
"Rosa rubignosa"
"Schoenoplectus tabernaemontani"
"Crassula vaillantii"
"Rubus vigorosus"
"Cerastium biebersteinii"
"Rosa blanda"
"Juglans cinerea"
"Tiarella cordifolia"
"Tanacetum corymbosum"
"Erysimum cuspidatum"
"Agropyron dasyanthum"
"Salvia dumetorum"
"Sedum pallidum"
"Galatella sedifolia  subsp. dracunculoides"
"Salix alba  subsp. micans"
"Corispermum algidum"
"Robinia ambigua"
"Carpinus betulus"
"Abies concolor"
"Crataegus douglasii"
"Potentilla fruticosa var. tenuiloba"
"Cruciata glabra"
"Rosa glabrifolia"
"Rosa gorenkensis"
"Ranunculus illyricus"
"Cotoneaster multiflorus"
"Robinia neomexicana"
"Chamaecytisus ratisbonensis"
"Malus mandshurica"
"Crataegus uhrovae"
"Oenothera x polgarii"
"Anagallis arvensis  var. parviflora"
"Scorzoneroides atlantica"
"Cuscuta epithymum  var. kotschyi"
"Scorzoneroides garnironii"
"Iris lutescens"
"Scorzoneroides oraria"
"Gypsophila pilosa"
"Triglochin striata"
"Silene vulgaris  subsp. angustifolia"
"Artemisia argyi"
"Anchusa arvensis  subsp. orientalis"
"Papaver laevigatum"
"Lallemantia iberica"
"Eriochloa succincta"
"Entada abyssinica"
"Cordia africana"
"Sesamum alatum"
"Wissadula amplissima"
"Soliva anthemidifolia"
"Alsophila speciosa"
"Oxygonum atriplicifolium"
"Persicaria barbata"
"Dalbergia baronii"
"Crotalaria berteroana"
"Eugenia biflora"
"Sebaea brachyphylla"
"Cymbopogon caesius"
"Blumea cafra"
"Dracaena canaliculata"
"Cyanotis ciliata"
"Ctenium concinnum"
"Laggera crispata"
"Cestrum cultum"
"Persicaria decipiens"
"Persicaria dichotoma"
"Adansonia digitata"
"Aeschynomene elaphroxylon"
"Striga elegans"
"Thelepogon elegans"
"Polycarpaea eriantha"
"Andropogon eucomus"
"Raphia farinifera"
"Crotalaria fiherenensis"
"Lantana fucata"
"Chrysopogon fulvus"
"Dendrocalamus giganteus"
"Linzia glabra"
"Indigofera glabra"
"Landolphia gummifera"
"Euphorbia hedyotoides"
"Acacia heterophylla"
"Cereus hexagonus"
"Cleome hirta"
"Crotalaria hirta"
"Microloma incanum"
"Pinus kesiya"
"Maesa lanceolata"
"Desmodium leiocarpum"
"Debregeasia longifolia"
"Solanum lycopersicoides"
"Aloe massawana"
"Gouania mauritiana"
"Lipocarpha mexicana"
"Sidastrum micranthum"
"Euphorbia milii  var. bevilaniensis"
"Rubus moluccanus"
"Pedalium murex"
"Crotalaria mysorensis"
"Paspalum nutans"
"Vigna oblongifolia"
"Elaeodendron orientale"
"Sesbania pachycarpa"
"Sporobolus paniculatus"
"Perotis patens"
"Vandellia anagallis"
"Senna petersiana"
"Piloselloides hirsuta"
"Paullinia pinnata"
"Hibiscus platanifolius"
"Ludwigia prostrata"
"Plectranthus punctatus"
"Camptolepis ramiflora"
"Vigna reticulata"
"Indigofera streyana"
"Sporobolus rigidifolius"
"Vandellia pusilla"
"Aeschynomene schimperi"
"Cymbopogon schoenanthus"
"Bonamia semidigyna"
"Senegalia senegal"
"Annona senegalensis"
"Lonchocarpus sericeus"
"Enydra sessilis"
"Murdannia simplex"
"Crotalaria spinosa"
"Sporobolus stapfianus"
"Persicaria strigosa"
"Sporobolus subtilis"
"Gymnema sylvestre"
"Leucas tettensis"
"Eucalyptus torquata"
"Vachellia tortilis"
"Themeda triandra"
"Selenicereus trigonus"
"Celosia trigyna"
"Edrastima trinervia"
"Fraxinus uhdei"
"Nidorella ulmifolia"
"Biophytum umbraculum"
"Cyathula uncinulata"
"Tephrosia uniflora"
"Hyparrhenia variabilis"
"Polhillides velutina"
"Solanum violaceum"
"Melaleuca viridiflora"
"Flueggea virosa"
"Sesamum zanguebarium"
"Hydrolea zeylanica"
"Chlorophytum capense"
"Polygonum aviculare  subsp. depressum"
"Bromus berteroanus"
"Vachellia campeachiana"
"Cyperus cuspidatus"
"Physalis nicandroides"
"Crypsis vaginiflora"
"Crinum x amabile"
"Solanum bicolor"
"Kalanchoe blossfeldiana"
"Cycas circinalis"
"Senegalia hayesii"
"Thelypteris interrupta"
"Senegalia polyphylla"
"Elymus arizonicus"
"Muhlenbergia dumosa"
"Trichoneura elegans"
"Gratiola oresbia"
"Salsola paulsenii"
"Eriogonum polycladon"
"Tephrosia sinapou"
"Agrimonia striata"
"Apodanthera aspera"
"Fragaria vesca  subsp. bracteata"
"Christiana africana"
"Agapanthus africanus"
"Lycopodiella alopecuroides"
"Rosa banksiae"
"Chloris canterae"
"Lycopodiella caroliniana"
"Dombeya cayeuxii"
"Crassula connata"
"Anthurium crassinervium"
"Polyscias cumingiana"
"Vandellia diffusa"
"Peltophorum dubium"
"Hippeastrum elegans"
"Zantedeschia elliottiana"
"Centella erecta"
"Matthiola fruticulosa"
"Malcolmia graeca"
"Eriocapitella hupehensis"
"Fuchsia hybrida"
"Rhododendron indicum"
"Camellia japonica"
"Pandorea jasminoides"
"Stenocereus laevigatus"
"Senna leiophylla"
"Ammocharis longifolia"
"Primula malacoides"
"Chrysanthemum x morifolium"
"Acacia neriifolia"
"Brunfelsia nitida"
"Ficus pandurata"
"Uniola paniculata"
"Nephrolepis pectinata"
"Nephrolepis pendula"
"Pteris quadriaurita"
"Adiantum raddianum"
"Kalanchoe rosei"
"Berchemia scandens"
"Equisetum giganteum"
"Primula sinensis"
"Iberis symplex"
"Nemastylis tenuis"
"Tagetes terniflora"
"Leuenbergeria zinniiflora"
"Bromus arenarius"
"Cedrus libani"
"Corispermum nitidum"
"Vachellia tortuosa"
"Lennea viridiflora"
"Crassula closiana"
"Alpinia conchigera"
"Nasturtium gambelii"
"Euphorbia hirsuta"
"Tulbaghia violacea"
"Parnassia parviflora"
"Cleobulia crassistyla"
"Nephrolepis falcata"
"Phymatosorus grossus"
"Solanum crinitum"
"Telipogon smaragdinus"
"Acalypha infesta"
"Senna polyantha"
"Hamamelis virginiana"
"Ixora casei"
"Rosa odorata var. gigantea"
"Lonchocarpus semideserti"
"Euphorbia canariensis"
"Dracaena surculosa"
"Amphicarpaea bracteata"
"Grias cauliflora"
"Hyophorbe lagenicaulis"
"Tephrosia sessiliflora"
"Liriodendron tulipifera"
"Teucrium cubense"
"Kopsia fruticosa"
"Ixora macrothyrsa"
"Harpullia pendula"
"Myrtus berlandiereana"
"Desmanthus bicornutus"
"Corchorus orinocensis"
"Sida salviifolia"
"Talipariti tiliaceum  var. pernambucense"
"Jasminum azoricum"
"Kalanchoe glaucescens"
"Rosa multiflora  var. cathayensis"
"Glycine wrightii"
"Eragrostis barteri"
"Prunus amygdalus"
"Mimosa casta"
"Lampranthus coccineus"
"Lathyrus leptophyllus"
"Dactyloctenium scindicum"
"Thuarea involuta"
"Portulaca lutea"
"Cyperus javanicus"
"Stenotaphrum micranthum"
"Grangea ceruanoides"
"Vigna longifolia"
"Glycine clandestina"
"Crotalaria trifoliastrum"
"Veitchia arecina"
"Nesogenes rotensis"
"Acacia simplex"
"Portulaca suffrutescens"
"Dendrobium oblongimentum"
"Sida alnifolia var. microphylla"
"Sida brevifolia"
"Pseudovigna argentea"
"Asparagus asiaticus"
"Albizia coriaria"
"Abrus fruticulosus"
"Sorghastrum incompletum"
"Pycreus macrostachyos"
"Aeschynomene sensitiva"
"Hyphaene thebaica"
"Hybanthus enneaspermus  var. latifolius"
"Oryza latifolia"
"Gouania longispicata"
"Acanthus montanus"
"Celtis philippensis"
"Pterocarpus rotundifolius"
"Torenia scandens"
"Widdringtonia schwarzii"
"Senna singueana"
"Macadamia ternifolia"
"Cyphocarpa angustifolia"
"Pandanus livingstonianus"
"Cassia pulcherrima"
"Gossypium gossypioides"
"Genipa americana"
"Senna angustisiliqua"
"Philodendron cruentum"
"Gossypium aridum"
"Juniperus barbadensis"
"Bignonia capreolata"
"Dorstenia cayapia"
"Chamaecrista coriacea"
"Eucalyptus crebra"
"Taxodium distichum"
"Ficus erecta"
"Stangeria eriopus"
"Picrasma excelsa"
"Synaphea flabelliformis"
